month,tasmin,year,country,iso3,season
May,8.9,1971,Turkey,TUR,spring
Jun,11.5,1971,Turkey,TUR,summer
Jul,14.7,1971,Turkey,TUR,summer
Aug,14.5,1971,Turkey,TUR,summer
Sep,11.4,1971,Turkey,TUR,autumn
Oct,4.3,1971,Turkey,TUR,autumn
Nov,2.0,1971,Turkey,TUR,autumn
Dec,-3.6,1971,Turkey,TUR,winter
Jan,-9.4,1972,Turkey,TUR,winter
Feb,-7.3,1972,Turkey,TUR,winter
Mar,-1.3,1972,Turkey,TUR,spring
Apr,6.0,1972,Turkey,TUR,spring
May,8.0,1972,Turkey,TUR,spring
Jun,12.1,1972,Turkey,TUR,summer
Jul,14.9,1972,Turkey,TUR,summer
Aug,14.6,1972,Turkey,TUR,summer
Sep,11.5,1972,Turkey,TUR,autumn
Oct,7.5,1972,Turkey,TUR,autumn
Nov,0.2,1972,Turkey,TUR,autumn
Dec,-5.5,1972,Turkey,TUR,winter
Jan,-6.7,1973,Turkey,TUR,winter
Feb,-1.9,1973,Turkey,TUR,winter
Mar,-1.0,1973,Turkey,TUR,spring
Apr,4.0,1973,Turkey,TUR,spring
May,8.5,1973,Turkey,TUR,spring
Jun,11.0,1973,Turkey,TUR,summer
Jul,14.5,1973,Turkey,TUR,summer
Aug,14.2,1973,Turkey,TUR,summer
Sep,11.2,1973,Turkey,TUR,autumn
Oct,7.2,1973,Turkey,TUR,autumn
Nov,-1.1,1973,Turkey,TUR,autumn
Dec,-3.4,1973,Turkey,TUR,winter
Jan,-7.7,1974,Turkey,TUR,winter
Feb,-4.6,1974,Turkey,TUR,winter
Mar,1.3,1974,Turkey,TUR,spring
Apr,3.1,1974,Turkey,TUR,spring
May,8.3,1974,Turkey,TUR,spring
Jun,12.2,1974,Turkey,TUR,summer
Jul,14.1,1974,Turkey,TUR,summer
Aug,13.8,1974,Turkey,TUR,summer
Sep,10.0,1974,Turkey,TUR,autumn
Oct,8.5,1974,Turkey,TUR,autumn
Nov,2.2,1974,Turkey,TUR,autumn
Dec,-2.4,1974,Turkey,TUR,winter
Jan,-5.3,1975,Turkey,TUR,winter
Feb,-4.0,1975,Turkey,TUR,winter
Mar,0.1,1975,Turkey,TUR,spring
Apr,6.1,1975,Turkey,TUR,spring
May,8.5,1975,Turkey,TUR,spring
Jun,12.3,1975,Turkey,TUR,summer
Jul,15.4,1975,Turkey,TUR,summer
Aug,13.9,1975,Turkey,TUR,summer
Sep,11.3,1975,Turkey,TUR,autumn
Oct,5.4,1975,Turkey,TUR,autumn
Nov,0.7,1975,Turkey,TUR,autumn
Dec,-5.1,1975,Turkey,TUR,winter
Jan,-5.7,1976,Turkey,TUR,winter
Feb,-7.2,1976,Turkey,TUR,winter
Mar,-1.5,1976,Turkey,TUR,spring
Apr,4.4,1976,Turkey,TUR,spring
May,7.9,1976,Turkey,TUR,spring
Jun,11.2,1976,Turkey,TUR,summer
Jul,13.3,1976,Turkey,TUR,summer
Aug,13.3,1976,Turkey,TUR,summer
Sep,9.7,1976,Turkey,TUR,autumn
Oct,7.1,1976,Turkey,TUR,autumn
Nov,2.1,1976,Turkey,TUR,autumn
Dec,-1.2,1976,Turkey,TUR,winter
Jan,-5.7,1977,Turkey,TUR,winter
Feb,-0.5,1977,Turkey,TUR,winter
Mar,-0.0,1977,Turkey,TUR,spring
Apr,4.5,1977,Turkey,TUR,spring
May,8.4,1977,Turkey,TUR,spring
Jun,11.7,1977,Turkey,TUR,summer
Jul,14.5,1977,Turkey,TUR,summer
Aug,14.4,1977,Turkey,TUR,summer
Sep,11.2,1977,Turkey,TUR,autumn
Oct,3.3,1977,Turkey,TUR,autumn
Nov,2.6,1977,Turkey,TUR,autumn
Dec,-3.3,1977,Turkey,TUR,winter
Jan,-3.1,1978,Turkey,TUR,winter
Feb,-0.7,1978,Turkey,TUR,winter
Mar,1.0,1978,Turkey,TUR,spring
Apr,4.2,1978,Turkey,TUR,spring
May,8.2,1978,Turkey,TUR,spring
Jun,10.9,1978,Turkey,TUR,summer
Jul,14.9,1978,Turkey,TUR,summer
Aug,13.2,1978,Turkey,TUR,summer
Sep,10.2,1978,Turkey,TUR,autumn
Oct,7.2,1978,Turkey,TUR,autumn
Nov,-1.3,1978,Turkey,TUR,autumn
Dec,-0.8,1978,Turkey,TUR,winter
Jan,-2.4,1979,Turkey,TUR,winter
Feb,-0.5,1979,Turkey,TUR,winter
Mar,1.1,1979,Turkey,TUR,spring
Apr,4.2,1979,Turkey,TUR,spring
May,8.7,1979,Turkey,TUR,spring
Jun,12.1,1979,Turkey,TUR,summer
Jul,13.8,1979,Turkey,TUR,summer
Aug,14.9,1979,Turkey,TUR,summer
Sep,11.4,1979,Turkey,TUR,autumn
Oct,7.3,1979,Turkey,TUR,autumn
Nov,3.1,1979,Turkey,TUR,autumn
Dec,-2.1,1979,Turkey,TUR,winter
Jan,-5.8,1980,Turkey,TUR,winter
Feb,-3.9,1980,Turkey,TUR,winter
Mar,-0.6,1980,Turkey,TUR,spring
Apr,3.8,1980,Turkey,TUR,spring
May,7.9,1980,Turkey,TUR,spring
Jun,11.9,1980,Turkey,TUR,summer
Jul,15.5,1980,Turkey,TUR,summer
Aug,14.2,1980,Turkey,TUR,summer
Sep,9.7,1980,Turkey,TUR,autumn
Oct,6.1,1980,Turkey,TUR,autumn
Nov,2.9,1980,Turkey,TUR,autumn
Dec,-0.9,1980,Turkey,TUR,winter
Jan,-1.9,1981,Turkey,TUR,winter
Feb,-1.6,1981,Turkey,TUR,winter
Mar,1.7,1981,Turkey,TUR,spring
Apr,3.4,1981,Turkey,TUR,spring
May,6.6,1981,Turkey,TUR,spring
Jun,12.1,1981,Turkey,TUR,summer
Jul,15.1,1981,Turkey,TUR,summer
Aug,14.4,1981,Turkey,TUR,summer
Sep,11.0,1981,Turkey,TUR,autumn
Oct,7.6,1981,Turkey,TUR,autumn
Nov,0.9,1981,Turkey,TUR,autumn
Dec,1.5,1981,Turkey,TUR,winter
Jan,-3.0,1982,Turkey,TUR,winter
Feb,-4.4,1982,Turkey,TUR,winter
Mar,-1.1,1982,Turkey,TUR,spring
Apr,5.2,1982,Turkey,TUR,spring
May,8.2,1982,Turkey,TUR,spring
Jun,11.3,1982,Turkey,TUR,summer
Jul,13.2,1982,Turkey,TUR,summer
Aug,13.7,1982,Turkey,TUR,summer
Sep,11.5,1982,Turkey,TUR,autumn
Oct,6.2,1982,Turkey,TUR,autumn
Nov,-0.1,1982,Turkey,TUR,autumn
Dec,-2.8,1982,Turkey,TUR,winter
Jan,-5.7,1983,Turkey,TUR,winter
Feb,-3.6,1983,Turkey,TUR,winter
Mar,-0.1,1983,Turkey,TUR,spring
Apr,4.8,1983,Turkey,TUR,spring
May,8.8,1983,Turkey,TUR,spring
Jun,11.1,1983,Turkey,TUR,summer
Jul,14.6,1983,Turkey,TUR,summer
Aug,13.2,1983,Turkey,TUR,summer
Sep,10.1,1983,Turkey,TUR,autumn
Oct,5.4,1983,Turkey,TUR,autumn
Nov,3.8,1983,Turkey,TUR,autumn
Dec,-0.9,1983,Turkey,TUR,winter
Jan,-1.8,1984,Turkey,TUR,winter
Feb,-2.1,1984,Turkey,TUR,winter
Mar,1.0,1984,Turkey,TUR,spring
Apr,3.8,1984,Turkey,TUR,spring
May,8.4,1984,Turkey,TUR,spring
Jun,11.5,1984,Turkey,TUR,summer
Jul,14.4,1984,Turkey,TUR,summer
Aug,12.7,1984,Turkey,TUR,summer
Sep,11.1,1984,Turkey,TUR,autumn
Oct,5.7,1984,Turkey,TUR,autumn
Nov,2.5,1984,Turkey,TUR,autumn
Dec,-4.3,1984,Turkey,TUR,winter
Jan,-1.9,1985,Turkey,TUR,winter
Feb,-5.9,1985,Turkey,TUR,winter
Mar,-2.4,1985,Turkey,TUR,spring
Apr,5.2,1985,Turkey,TUR,spring
May,9.7,1985,Turkey,TUR,spring
Jun,12.0,1985,Turkey,TUR,summer
Jul,13.3,1985,Turkey,TUR,summer
Aug,15.1,1985,Turkey,TUR,summer
Sep,10.4,1985,Turkey,TUR,autumn
Oct,5.0,1985,Turkey,TUR,autumn
Nov,3.8,1985,Turkey,TUR,autumn
Dec,-1.7,1985,Turkey,TUR,winter
Jan,-2.7,1986,Turkey,TUR,winter
Feb,-1.8,1986,Turkey,TUR,winter
Mar,-0.3,1986,Turkey,TUR,spring
Apr,5.3,1986,Turkey,TUR,spring
May,6.9,1986,Turkey,TUR,spring
Jun,11.7,1986,Turkey,TUR,summer
Jul,15.0,1986,Turkey,TUR,summer
Aug,15.6,1986,Turkey,TUR,summer
Sep,12.4,1986,Turkey,TUR,autumn
Oct,6.2,1986,Turkey,TUR,autumn
Nov,-0.2,1986,Turkey,TUR,autumn
Dec,-3.7,1986,Turkey,TUR,winter
Jan,-2.9,1987,Turkey,TUR,winter
Feb,-1.7,1987,Turkey,TUR,winter
Mar,-3.8,1987,Turkey,TUR,spring
Apr,2.9,1987,Turkey,TUR,spring
May,8.1,1987,Turkey,TUR,spring
Jun,11.9,1987,Turkey,TUR,summer
Jul,15.2,1987,Turkey,TUR,summer
Aug,13.9,1987,Turkey,TUR,summer
Sep,10.5,1987,Turkey,TUR,autumn
Oct,6.0,1987,Turkey,TUR,autumn
Nov,1.0,1987,Turkey,TUR,autumn
Dec,-1.6,1987,Turkey,TUR,winter
Jan,-4.4,1988,Turkey,TUR,winter
Feb,-3.2,1988,Turkey,TUR,winter
Mar,-0.6,1988,Turkey,TUR,spring
Apr,4.1,1988,Turkey,TUR,spring
May,8.3,1988,Turkey,TUR,spring
Jun,11.7,1988,Turkey,TUR,summer
Jul,15.5,1988,Turkey,TUR,summer
Aug,14.6,1988,Turkey,TUR,summer
Sep,10.5,1988,Turkey,TUR,autumn
Oct,6.7,1988,Turkey,TUR,autumn
Nov,-0.6,1988,Turkey,TUR,autumn
Dec,-1.5,1988,Turkey,TUR,winter
Jan,-7.7,1989,Turkey,TUR,winter
Feb,-5.4,1989,Turkey,TUR,winter
Mar,1.3,1989,Turkey,TUR,spring
Apr,6.3,1989,Turkey,TUR,spring
May,8.4,1989,Turkey,TUR,spring
Jun,11.4,1989,Turkey,TUR,summer
Jul,15.2,1989,Turkey,TUR,summer
Aug,15.0,1989,Turkey,TUR,summer
Sep,10.9,1989,Turkey,TUR,autumn
Oct,6.2,1989,Turkey,TUR,autumn
Nov,1.7,1989,Turkey,TUR,autumn
Dec,-3.2,1989,Turkey,TUR,winter
Jan,-7.4,1990,Turkey,TUR,winter
Feb,-3.8,1990,Turkey,TUR,winter
Mar,-1.0,1990,Turkey,TUR,spring
Apr,4.4,1990,Turkey,TUR,spring
May,7.8,1990,Turkey,TUR,spring
Jun,11.5,1990,Turkey,TUR,summer
Jul,15.4,1990,Turkey,TUR,summer
Aug,13.9,1990,Turkey,TUR,summer
Sep,10.2,1990,Turkey,TUR,autumn
Oct,6.4,1990,Turkey,TUR,autumn
Nov,2.9,1990,Turkey,TUR,autumn
Dec,-1.2,1990,Turkey,TUR,winter
Jan,-4.5,1991,Turkey,TUR,winter
Feb,-4.5,1991,Turkey,TUR,winter
Mar,1.0,1991,Turkey,TUR,spring
Apr,5.1,1991,Turkey,TUR,spring
May,7.2,1991,Turkey,TUR,spring
Jun,12.3,1991,Turkey,TUR,summer
Jul,15.1,1991,Turkey,TUR,summer
Aug,15.2,1991,Turkey,TUR,summer
Sep,10.7,1991,Turkey,TUR,autumn
Oct,7.7,1991,Turkey,TUR,autumn
Nov,2.3,1991,Turkey,TUR,autumn
Dec,-3.7,1991,Turkey,TUR,winter
Jan,-7.2,1992,Turkey,TUR,winter
Feb,-7.1,1992,Turkey,TUR,winter
Mar,-2.2,1992,Turkey,TUR,spring
Apr,3.6,1992,Turkey,TUR,spring
May,7.3,1992,Turkey,TUR,spring
Jun,11.5,1992,Turkey,TUR,summer
Jul,13.3,1992,Turkey,TUR,summer
Aug,14.7,1992,Turkey,TUR,summer
Sep,9.9,1992,Turkey,TUR,autumn
Oct,7.5,1992,Turkey,TUR,autumn
Nov,0.7,1992,Turkey,TUR,autumn
Dec,-4.2,1992,Turkey,TUR,winter
Jan,-6.2,1993,Turkey,TUR,winter
Feb,-5.4,1993,Turkey,TUR,winter
Mar,-1.3,1993,Turkey,TUR,spring
Apr,3.9,1993,Turkey,TUR,spring
May,7.8,1993,Turkey,TUR,spring
Jun,11.7,1993,Turkey,TUR,summer
Jul,14.5,1993,Turkey,TUR,summer
Aug,14.9,1993,Turkey,TUR,summer
Sep,10.6,1993,Turkey,TUR,autumn
Oct,6.7,1993,Turkey,TUR,autumn
Nov,-0.5,1993,Turkey,TUR,autumn
Dec,-1.1,1993,Turkey,TUR,winter
Jan,-1.7,1994,Turkey,TUR,winter
Feb,-3.0,1994,Turkey,TUR,winter
Mar,0.3,1994,Turkey,TUR,spring
Apr,5.9,1994,Turkey,TUR,spring
May,9.1,1994,Turkey,TUR,spring
Jun,11.8,1994,Turkey,TUR,summer
Jul,15.1,1994,Turkey,TUR,summer
Aug,14.9,1994,Turkey,TUR,summer
Sep,13.3,1994,Turkey,TUR,autumn
Oct,9.0,1994,Turkey,TUR,autumn
Nov,1.7,1994,Turkey,TUR,autumn
Dec,-3.9,1994,Turkey,TUR,winter
Jan,-3.0,1995,Turkey,TUR,winter
Feb,-1.9,1995,Turkey,TUR,winter
Mar,0.5,1995,Turkey,TUR,spring
Apr,3.9,1995,Turkey,TUR,spring
May,9.2,1995,Turkey,TUR,spring
Jun,13.1,1995,Turkey,TUR,summer
Jul,14.7,1995,Turkey,TUR,summer
Aug,15.1,1995,Turkey,TUR,summer
Sep,11.5,1995,Turkey,TUR,autumn
Oct,5.6,1995,Turkey,TUR,autumn
Nov,-0.1,1995,Turkey,TUR,autumn
Dec,-2.3,1995,Turkey,TUR,winter
Jan,-3.3,1996,Turkey,TUR,winter
Feb,-1.8,1996,Turkey,TUR,winter
Mar,-0.3,1996,Turkey,TUR,spring
Apr,3.5,1996,Turkey,TUR,spring
May,10.1,1996,Turkey,TUR,spring
Jun,12.1,1996,Turkey,TUR,summer
Jul,16.0,1996,Turkey,TUR,summer
