month,tasmax,year,country,iso3,season
Jan,5.9,1970,Turkey,TUR,winter
Feb,8.1,1970,Turkey,TUR,winter
Mar,11.8,1970,Turkey,TUR,spring
Apr,19.2,1970,Turkey,TUR,spring
May,20.9,1970,Turkey,TUR,spring
Jun,26.1,1970,Turkey,TUR,summer
Jul,29.5,1970,Turkey,TUR,summer
Aug,28.8,1970,Turkey,TUR,summer
Sep,25.0,1970,Turkey,TUR,autumn
Oct,17.5,1970,Turkey,TUR,autumn
Nov,13.2,1970,Turkey,TUR,autumn
Dec,4.4,1970,Turkey,TUR,winter
Jan,6.7,1971,Turkey,TUR,winter
Feb,5.3,1971,Turkey,TUR,winter
Mar,10.8,1971,Turkey,TUR,spring
Apr,14.3,1971,Turkey,TUR,spring
May,21.6,1971,Turkey,TUR,spring
Jun,25.2,1971,Turkey,TUR,summer
Jul,28.9,1971,Turkey,TUR,summer
Aug,28.1,1971,Turkey,TUR,summer
Sep,26.5,1971,Turkey,TUR,autumn
Oct,17.6,1971,Turkey,TUR,autumn
Nov,12.1,1971,Turkey,TUR,autumn
Dec,4.2,1971,Turkey,TUR,winter
Jan,-0.0,1972,Turkey,TUR,winter
Feb,2.2,1972,Turkey,TUR,winter
Mar,9.8,1972,Turkey,TUR,spring
Apr,17.3,1972,Turkey,TUR,spring
May,19.9,1972,Turkey,TUR,spring
Jun,24.7,1972,Turkey,TUR,summer
Jul,28.8,1972,Turkey,TUR,summer
Aug,28.8,1972,Turkey,TUR,summer
Sep,25.4,1972,Turkey,TUR,autumn
Oct,19.3,1972,Turkey,TUR,autumn
Nov,11.2,1972,Turkey,TUR,autumn
Dec,4.7,1972,Turkey,TUR,winter
Jan,2.4,1973,Turkey,TUR,winter
Feb,7.9,1973,Turkey,TUR,winter
Mar,9.0,1973,Turkey,TUR,spring
Apr,14.7,1973,Turkey,TUR,spring
May,21.7,1973,Turkey,TUR,spring
Jun,24.3,1973,Turkey,TUR,summer
Jul,29.2,1973,Turkey,TUR,summer
Aug,28.9,1973,Turkey,TUR,summer
Sep,26.5,1973,Turkey,TUR,autumn
Oct,19.9,1973,Turkey,TUR,autumn
Nov,9.2,1973,Turkey,TUR,autumn
Dec,5.4,1973,Turkey,TUR,winter
Jan,0.6,1974,Turkey,TUR,winter
Feb,4.9,1974,Turkey,TUR,winter
Mar,10.5,1974,Turkey,TUR,spring
Apr,13.5,1974,Turkey,TUR,spring
May,21.2,1974,Turkey,TUR,spring
Jun,26.8,1974,Turkey,TUR,summer
Jul,29.0,1974,Turkey,TUR,summer
Aug,27.9,1974,Turkey,TUR,summer
Sep,24.0,1974,Turkey,TUR,autumn
Oct,22.8,1974,Turkey,TUR,autumn
Nov,12.1,1974,Turkey,TUR,autumn
Dec,5.0,1974,Turkey,TUR,winter
Jan,3.2,1975,Turkey,TUR,winter
Feb,3.6,1975,Turkey,TUR,winter
Mar,11.7,1975,Turkey,TUR,spring
Apr,17.7,1975,Turkey,TUR,spring
May,19.8,1975,Turkey,TUR,spring
Jun,25.7,1975,Turkey,TUR,summer
Jul,29.6,1975,Turkey,TUR,summer
Aug,29.0,1975,Turkey,TUR,summer
Sep,25.3,1975,Turkey,TUR,autumn
Oct,18.6,1975,Turkey,TUR,autumn
Nov,11.1,1975,Turkey,TUR,autumn
Dec,3.3,1975,Turkey,TUR,winter
Jan,3.0,1976,Turkey,TUR,winter
Feb,1.7,1976,Turkey,TUR,winter
Mar,8.5,1976,Turkey,TUR,spring
Apr,14.6,1976,Turkey,TUR,spring
May,19.6,1976,Turkey,TUR,spring
Jun,24.4,1976,Turkey,TUR,summer
Jul,27.6,1976,Turkey,TUR,summer
Aug,27.7,1976,Turkey,TUR,summer
Sep,24.2,1976,Turkey,TUR,autumn
Oct,18.7,1976,Turkey,TUR,autumn
Nov,13.2,1976,Turkey,TUR,autumn
Dec,6.4,1976,Turkey,TUR,winter
Jan,2.3,1977,Turkey,TUR,winter
Feb,9.7,1977,Turkey,TUR,winter
Mar,10.1,1977,Turkey,TUR,spring
Apr,15.8,1977,Turkey,TUR,spring
May,20.8,1977,Turkey,TUR,spring
Jun,25.4,1977,Turkey,TUR,summer
Jul,29.2,1977,Turkey,TUR,summer
Aug,30.1,1977,Turkey,TUR,summer
Sep,25.1,1977,Turkey,TUR,autumn
Oct,16.8,1977,Turkey,TUR,autumn
Nov,14.0,1977,Turkey,TUR,autumn
Dec,3.9,1977,Turkey,TUR,winter
Jan,4.1,1978,Turkey,TUR,winter
Feb,8.2,1978,Turkey,TUR,winter
Mar,11.0,1978,Turkey,TUR,spring
Apr,14.5,1978,Turkey,TUR,spring
May,21.6,1978,Turkey,TUR,spring
Jun,25.2,1978,Turkey,TUR,summer
Jul,30.2,1978,Turkey,TUR,summer
Aug,28.0,1978,Turkey,TUR,summer
Sep,24.7,1978,Turkey,TUR,autumn
Oct,19.8,1978,Turkey,TUR,autumn
Nov,10.2,1978,Turkey,TUR,autumn
Dec,6.8,1978,Turkey,TUR,winter
Jan,4.9,1979,Turkey,TUR,winter
Feb,7.5,1979,Turkey,TUR,winter
Mar,12.0,1979,Turkey,TUR,spring
Apr,16.2,1979,Turkey,TUR,spring
May,21.2,1979,Turkey,TUR,spring
Jun,25.6,1979,Turkey,TUR,summer
Jul,28.1,1979,Turkey,TUR,summer
Aug,30.0,1979,Turkey,TUR,summer
Sep,27.0,1979,Turkey,TUR,autumn
Oct,18.4,1979,Turkey,TUR,autumn
Nov,12.8,1979,Turkey,TUR,autumn
Dec,5.3,1979,Turkey,TUR,winter
Jan,1.4,1980,Turkey,TUR,winter
Feb,3.5,1980,Turkey,TUR,winter
Mar,8.5,1980,Turkey,TUR,spring
Apr,14.1,1980,Turkey,TUR,spring
May,20.5,1980,Turkey,TUR,spring
Jun,26.2,1980,Turkey,TUR,summer
Jul,30.9,1980,Turkey,TUR,summer
Aug,29.1,1980,Turkey,TUR,summer
Sep,24.2,1980,Turkey,TUR,autumn
Oct,19.9,1980,Turkey,TUR,autumn
Nov,12.7,1980,Turkey,TUR,autumn
Dec,6.9,1980,Turkey,TUR,winter
Jan,4.7,1981,Turkey,TUR,winter
Feb,6.1,1981,Turkey,TUR,winter
Mar,11.2,1981,Turkey,TUR,spring
Apr,15.2,1981,Turkey,TUR,spring
May,18.5,1981,Turkey,TUR,spring
Jun,25.9,1981,Turkey,TUR,summer
Jul,29.3,1981,Turkey,TUR,summer
Aug,28.8,1981,Turkey,TUR,summer
Sep,26.8,1981,Turkey,TUR,autumn
Oct,21.6,1981,Turkey,TUR,autumn
Nov,10.0,1981,Turkey,TUR,autumn
Dec,8.8,1981,Turkey,TUR,winter
Jan,4.7,1982,Turkey,TUR,winter
Feb,3.3,1982,Turkey,TUR,winter
Mar,8.0,1982,Turkey,TUR,spring
Apr,15.5,1982,Turkey,TUR,spring
May,20.3,1982,Turkey,TUR,spring
Jun,25.3,1982,Turkey,TUR,summer
Jul,27.0,1982,Turkey,TUR,summer
Aug,28.2,1982,Turkey,TUR,summer
Sep,26.0,1982,Turkey,TUR,autumn
Oct,18.7,1982,Turkey,TUR,autumn
Nov,10.0,1982,Turkey,TUR,autumn
Dec,5.7,1982,Turkey,TUR,winter
Jan,1.1,1983,Turkey,TUR,winter
Feb,3.9,1983,Turkey,TUR,winter
Mar,9.4,1983,Turkey,TUR,spring
Apr,16.3,1983,Turkey,TUR,spring
May,20.9,1983,Turkey,TUR,spring
Jun,24.3,1983,Turkey,TUR,summer
Jul,28.6,1983,Turkey,TUR,summer
Aug,27.6,1983,Turkey,TUR,summer
Sep,25.3,1983,Turkey,TUR,autumn
Oct,17.9,1983,Turkey,TUR,autumn
Nov,11.5,1983,Turkey,TUR,autumn
Dec,6.6,1983,Turkey,TUR,winter
Jan,5.5,1984,Turkey,TUR,winter
Feb,6.3,1984,Turkey,TUR,winter
