month,tasmax,year,country,iso3,season
Aug,19.4,2018,United Kingdom,GBR,summer
Sep,16.4,2018,United Kingdom,GBR,autumn
Oct,13.1,2018,United Kingdom,GBR,autumn
Nov,9.5,2018,United Kingdom,GBR,autumn
Dec,8.0,2018,United Kingdom,GBR,winter
Jan,6.2,2019,United Kingdom,GBR,winter
Feb,9.1,2019,United Kingdom,GBR,winter
Mar,9.9,2019,United Kingdom,GBR,spring
Apr,12.8,2019,United Kingdom,GBR,spring
May,14.6,2019,United Kingdom,GBR,spring
Jun,17.8,2019,United Kingdom,GBR,summer
Jul,20.6,2019,United Kingdom,GBR,summer
Aug,19.9,2019,United Kingdom,GBR,summer
Sep,17.0,2019,United Kingdom,GBR,autumn
Oct,12.3,2019,United Kingdom,GBR,autumn
Nov,8.0,2019,United Kingdom,GBR,autumn
Dec,7.5,2019,United Kingdom,GBR,winter
Jan,7.7,2020,United Kingdom,GBR,winter
Feb,7.6,2020,United Kingdom,GBR,winter
Mar,9.0,2020,United Kingdom,GBR,spring
Apr,13.6,2020,United Kingdom,GBR,spring
May,16.4,2020,United Kingdom,GBR,spring
Jun,18.2,2020,United Kingdom,GBR,summer
Jul,18.4,2020,United Kingdom,GBR,summer
Aug,19.8,2020,United Kingdom,GBR,summer
Sep,17.1,2020,United Kingdom,GBR,autumn
Oct,12.3,2020,United Kingdom,GBR,autumn
Nov,10.1,2020,United Kingdom,GBR,autumn
Dec,6.6,2020,United Kingdom,GBR,winter
