Rainfall - (MM), Year, Statistics, Country, ISO3
256.8, 1949, May Average, Indonesia, IDN
211.2, 1949, Jun Average, Indonesia, IDN
192.0, 1949, Jul Average, Indonesia, IDN
165.2, 1949, Aug Average, Indonesia, IDN
191.7, 1949, Sep Average, Indonesia, IDN
229.8, 1949, Oct Average, Indonesia, IDN
244.4, 1949, Nov Average, Indonesia, IDN
288.8, 1949, Dec Average, Indonesia, IDN
275.6, 1950, Jan Average, Indonesia, IDN
248.0, 1950, Feb Average, Indonesia, IDN
260.3, 1950, Mar Average, Indonesia, IDN
303.9, 1950, Apr Average, Indonesia, IDN
253.2, 1950, May Average, Indonesia, IDN
206.0, 1950, Jun Average, Indonesia, IDN
161.9, 1950, Jul Average, Indonesia, IDN
214.6, 1950, Aug Average, Indonesia, IDN
194.7, 1950, Sep Average, Indonesia, IDN
251.2, 1950, Oct Average, Indonesia, IDN
281.5, 1950, Nov Average, Indonesia, IDN
270.5, 1950, Dec Average, Indonesia, IDN
293.7, 1951, Jan Average, Indonesia, IDN
297.2, 1951, Feb Average, Indonesia, IDN
242.0, 1951, Mar Average, Indonesia, IDN
242.8, 1951, Apr Average, Indonesia, IDN
246.3, 1951, May Average, Indonesia, IDN
194.1, 1951, Jun Average, Indonesia, IDN
192.9, 1951, Jul Average, Indonesia, IDN
155.6, 1951, Aug Average, Indonesia, IDN
186.1, 1951, Sep Average, Indonesia, IDN
193.6, 1951, Oct Average, Indonesia, IDN
203.1, 1951, Nov Average, Indonesia, IDN
271.0, 1951, Dec Average, Indonesia, IDN
292.3, 1952, Jan Average, Indonesia, IDN
322.5, 1952, Feb Average, Indonesia, IDN
340.8, 1952, Mar Average, Indonesia, IDN
260.3, 1952, Apr Average, Indonesia, IDN
238.9, 1952, May Average, Indonesia, IDN
183.3, 1952, Jun Average, Indonesia, IDN
169.5, 1952, Jul Average, Indonesia, IDN
179.3, 1952, Aug Average, Indonesia, IDN
192.1, 1952, Sep Average, Indonesia, IDN
249.2, 1952, Oct Average, Indonesia, IDN
288.6, 1952, Nov Average, Indonesia, IDN
293.1, 1952, Dec Average, Indonesia, IDN
273.1, 1953, Jan Average, Indonesia, IDN
246.6, 1953, Feb Average, Indonesia, IDN
305.6, 1953, Mar Average, Indonesia, IDN
297.3, 1953, Apr Average, Indonesia, IDN
293.2, 1953, May Average, Indonesia, IDN
170.3, 1953, Jun Average, Indonesia, IDN
199.2, 1953, Jul Average, Indonesia, IDN
141.2, 1953, Aug Average, Indonesia, IDN
168.8, 1953, Sep Average, Indonesia, IDN
207.2, 1953, Oct Average, Indonesia, IDN
270.2, 1953, Nov Average, Indonesia, IDN
276.0, 1953, Dec Average, Indonesia, IDN
299.0, 1954, Jan Average, Indonesia, IDN
256.0, 1954, Feb Average, Indonesia, IDN
315.3, 1954, Mar Average, Indonesia, IDN
315.8, 1954, Apr Average, Indonesia, IDN
261.9, 1954, May Average, Indonesia, IDN
227.4, 1954, Jun Average, Indonesia, IDN
202.5, 1954, Jul Average, Indonesia, IDN
232.2, 1954, Aug Average, Indonesia, IDN
202.1, 1954, Sep Average, Indonesia, IDN
277.1, 1954, Oct Average, Indonesia, IDN
282.7, 1954, Nov Average, Indonesia, IDN
293.8, 1954, Dec Average, Indonesia, IDN
294.1, 1955, Jan Average, Indonesia, IDN
267.6, 1955, Feb Average, Indonesia, IDN
270.0, 1955, Mar Average, Indonesia, IDN
304.2, 1955, Apr Average, Indonesia, IDN
259.4, 1955, May Average, Indonesia, IDN
227.1, 1955, Jun Average, Indonesia, IDN
241.2, 1955, Jul Average, Indonesia, IDN
237.8, 1955, Aug Average, Indonesia, IDN
229.1, 1955, Sep Average, Indonesia, IDN
269.4, 1955, Oct Average, Indonesia, IDN
289.2, 1955, Nov Average, Indonesia, IDN
306.8, 1955, Dec Average, Indonesia, IDN
293.0, 1956, Jan Average, Indonesia, IDN
238.3, 1956, Feb Average, Indonesia, IDN
249.9, 1956, Mar Average, Indonesia, IDN
257.7, 1956, Apr Average, Indonesia, IDN
254.3, 1956, May Average, Indonesia, IDN
222.9, 1956, Jun Average, Indonesia, IDN
195.4, 1956, Jul Average, Indonesia, IDN
239.9, 1956, Aug Average, Indonesia, IDN
187.4, 1956, Sep Average, Indonesia, IDN
259.0, 1956, Oct Average, Indonesia, IDN
301.6, 1956, Nov Average, Indonesia, IDN
298.0, 1956, Dec Average, Indonesia, IDN
245.6, 1957, Jan Average, Indonesia, IDN
242.3, 1957, Feb Average, Indonesia, IDN
285.4, 1957, Mar Average, Indonesia, IDN
241.7, 1957, Apr Average, Indonesia, IDN
229.6, 1957, May Average, Indonesia, IDN
168.5, 1957, Jun Average, Indonesia, IDN
222.7, 1957, Jul Average, Indonesia, IDN
178.5, 1957, Aug Average, Indonesia, IDN
159.5, 1957, Sep Average, Indonesia, IDN
164.8, 1957, Oct Average, Indonesia, IDN
214.5, 1957, Nov Average, Indonesia, IDN
355.9, 1957, Dec Average, Indonesia, IDN
262.4, 1958, Jan Average, Indonesia, IDN
262.6, 1958, Feb Average, Indonesia, IDN
287.2, 1958, Mar Average, Indonesia, IDN
263.6, 1958, Apr Average, Indonesia, IDN
265.8, 1958, May Average, Indonesia, IDN
205.6, 1958, Jun Average, Indonesia, IDN
135.4, 1958, Jul Average, Indonesia, IDN
242.0, 1958, Aug Average, Indonesia, IDN
154.2, 1958, Sep Average, Indonesia, IDN
243.8, 1958, Oct Average, Indonesia, IDN
271.2, 1958, Nov Average, Indonesia, IDN
282.6, 1958, Dec Average, Indonesia, IDN
248.5, 1959, Jan Average, Indonesia, IDN
241.0, 1959, Feb Average, Indonesia, IDN
326.4, 1959, Mar Average, Indonesia, IDN
316.5, 1959, Apr Average, Indonesia, IDN
294.6, 1959, May Average, Indonesia, IDN
237.8, 1959, Jun Average, Indonesia, IDN
172.4, 1959, Jul Average, Indonesia, IDN
138.1, 1959, Aug Average, Indonesia, IDN
166.3, 1959, Sep Average, Indonesia, IDN
192.0, 1959, Oct Average, Indonesia, IDN
230.9, 1959, Nov Average, Indonesia, IDN
301.7, 1959, Dec Average, Indonesia, IDN
288.3, 1960, Jan Average, Indonesia, IDN
284.5, 1960, Feb Average, Indonesia, IDN
245.5, 1960, Mar Average, Indonesia, IDN
262.2, 1960, Apr Average, Indonesia, IDN
252.3, 1960, May Average, Indonesia, IDN
183.9, 1960, Jun Average, Indonesia, IDN
233.5, 1960, Jul Average, Indonesia, IDN
161.8, 1960, Aug Average, Indonesia, IDN
213.6, 1960, Sep Average, Indonesia, IDN
176.6, 1960, Oct Average, Indonesia, IDN
271.6, 1960, Nov Average, Indonesia, IDN
283.7, 1960, Dec Average, Indonesia, IDN
282.3, 1961, Jan Average, Indonesia, IDN
269.2, 1961, Feb Average, Indonesia, IDN
277.1, 1961, Mar Average, Indonesia, IDN
287.2, 1961, Apr Average, Indonesia, IDN
238.8, 1961, May Average, Indonesia, IDN
183.0, 1961, Jun Average, Indonesia, IDN
136.8, 1961, Jul Average, Indonesia, IDN
120.6, 1961, Aug Average, Indonesia, IDN
135.5, 1961, Sep Average, Indonesia, IDN
134.3, 1961, Oct Average, Indonesia, IDN
214.0, 1961, Nov Average, Indonesia, IDN
265.2, 1961, Dec Average, Indonesia, IDN
344.1, 1962, Jan Average, Indonesia, IDN
250.9, 1962, Feb Average, Indonesia, IDN
322.8, 1962, Mar Average, Indonesia, IDN
306.7, 1962, Apr Average, Indonesia, IDN
243.0, 1962, May Average, Indonesia, IDN
228.0, 1962, Jun Average, Indonesia, IDN
150.8, 1962, Jul Average, Indonesia, IDN
197.6, 1962, Aug Average, Indonesia, IDN
182.0, 1962, Sep Average, Indonesia, IDN
233.7, 1962, Oct Average, Indonesia, IDN
265.3, 1962, Nov Average, Indonesia, IDN
307.5, 1962, Dec Average, Indonesia, IDN
341.7, 1963, Jan Average, Indonesia, IDN
281.8, 1963, Feb Average, Indonesia, IDN
273.4, 1963, Mar Average, Indonesia, IDN
203.9, 1963, Apr Average, Indonesia, IDN
216.2, 1963, May Average, Indonesia, IDN
124.9, 1963, Jun Average, Indonesia, IDN
127.5, 1963, Jul Average, Indonesia, IDN
155.3, 1963, Aug Average, Indonesia, IDN
133.5, 1963, Sep Average, Indonesia, IDN
157.9, 1963, Oct Average, Indonesia, IDN
201.2, 1963, Nov Average, Indonesia, IDN
259.1, 1963, Dec Average, Indonesia, IDN
260.5, 1964, Jan Average, Indonesia, IDN
288.9, 1964, Feb Average, Indonesia, IDN
304.7, 1964, Mar Average, Indonesia, IDN
296.6, 1964, Apr Average, Indonesia, IDN
239.8, 1964, May Average, Indonesia, IDN
172.8, 1964, Jun Average, Indonesia, IDN
215.5, 1964, Jul Average, Indonesia, IDN
180.6, 1964, Aug Average, Indonesia, IDN
225.1, 1964, Sep Average, Indonesia, IDN
276.2, 1964, Oct Average, Indonesia, IDN
299.4, 1964, Nov Average, Indonesia, IDN
260.3, 1964, Dec Average, Indonesia, IDN
260.2, 1965, Jan Average, Indonesia, IDN
253.0, 1965, Feb Average, Indonesia, IDN
297.4, 1965, Mar Average, Indonesia, IDN
227.2, 1965, Apr Average, Indonesia, IDN
268.3, 1965, May Average, Indonesia, IDN
168.0, 1965, Jun Average, Indonesia, IDN
96.6, 1965, Jul Average, Indonesia, IDN
133.3, 1965, Aug Average, Indonesia, IDN
119.7, 1965, Sep Average, Indonesia, IDN
175.7, 1965, Oct Average, Indonesia, IDN
200.6, 1965, Nov Average, Indonesia, IDN
275.7, 1965, Dec Average, Indonesia, IDN
294.5, 1966, Jan Average, Indonesia, IDN
275.6, 1966, Feb Average, Indonesia, IDN
347.0, 1966, Mar Average, Indonesia, IDN
259.5, 1966, Apr Average, Indonesia, IDN
205.9, 1966, May Average, Indonesia, IDN
172.3, 1966, Jun Average, Indonesia, IDN
128.9, 1966, Jul Average, Indonesia, IDN
197.5, 1966, Aug Average, Indonesia, IDN
147.9, 1966, Sep Average, Indonesia, IDN
253.1, 1966, Oct Average, Indonesia, IDN
270.1, 1966, Nov Average, Indonesia, IDN
290.5, 1966, Dec Average, Indonesia, IDN
313.3, 1967, Jan Average, Indonesia, IDN
248.0, 1967, Feb Average, Indonesia, IDN
231.2, 1967, Mar Average, Indonesia, IDN
251.4, 1967, Apr Average, Indonesia, IDN
229.5, 1967, May Average, Indonesia, IDN
173.8, 1967, Jun Average, Indonesia, IDN
143.1, 1967, Jul Average, Indonesia, IDN
134.5, 1967, Aug Average, Indonesia, IDN
124.0, 1967, Sep Average, Indonesia, IDN
164.1, 1967, Oct Average, Indonesia, IDN
246.1, 1967, Nov Average, Indonesia, IDN
294.2, 1967, Dec Average, Indonesia, IDN
301.7, 1968, Jan Average, Indonesia, IDN
198.6, 1968, Feb Average, Indonesia, IDN
308.6, 1968, Mar Average, Indonesia, IDN
245.1, 1968, Apr Average, Indonesia, IDN
275.4, 1968, May Average, Indonesia, IDN
199.2, 1968, Jun Average, Indonesia, IDN
237.8, 1968, Jul Average, Indonesia, IDN
189.9, 1968, Aug Average, Indonesia, IDN
161.5, 1968, Sep Average, Indonesia, IDN
228.4, 1968, Oct Average, Indonesia, IDN
243.0, 1968, Nov Average, Indonesia, IDN
327.3, 1968, Dec Average, Indonesia, IDN
247.0, 1969, Jan Average, Indonesia, IDN
246.9, 1969, Feb Average, Indonesia, IDN
277.8, 1969, Mar Average, Indonesia, IDN
278.7, 1969, Apr Average, Indonesia, IDN
237.6, 1969, May Average, Indonesia, IDN
188.5, 1969, Jun Average, Indonesia, IDN
162.8, 1969, Jul Average, Indonesia, IDN
177.1, 1969, Aug Average, Indonesia, IDN
165.0, 1969, Sep Average, Indonesia, IDN
216.6, 1969, Oct Average, Indonesia, IDN
250.2, 1969, Nov Average, Indonesia, IDN
293.0, 1969, Dec Average, Indonesia, IDN
287.5, 1970, Jan Average, Indonesia, IDN
250.3, 1970, Feb Average, Indonesia, IDN
302.0, 1970, Mar Average, Indonesia, IDN
305.0, 1970, Apr Average, Indonesia, IDN
279.2, 1970, May Average, Indonesia, IDN
215.9, 1970, Jun Average, Indonesia, IDN
187.3, 1970, Jul Average, Indonesia, IDN
166.0, 1970, Aug Average, Indonesia, IDN
224.4, 1970, Sep Average, Indonesia, IDN
250.0, 1970, Oct Average, Indonesia, IDN
281.5, 1970, Nov Average, Indonesia, IDN
306.0, 1970, Dec Average, Indonesia, IDN
306.0, 1971, Jan Average, Indonesia, IDN
249.3, 1971, Feb Average, Indonesia, IDN
259.3, 1971, Mar Average, Indonesia, IDN
210.0, 1971, Apr Average, Indonesia, IDN
239.0, 1971, May Average, Indonesia, IDN
227.6, 1971, Jun Average, Indonesia, IDN
168.9, 1971, Jul Average, Indonesia, IDN
238.7, 1971, Aug Average, Indonesia, IDN
249.9, 1971, Sep Average, Indonesia, IDN
264.5, 1971, Oct Average, Indonesia, IDN
281.4, 1971, Nov Average, Indonesia, IDN
292.6, 1971, Dec Average, Indonesia, IDN
235.4, 1972, Jan Average, Indonesia, IDN
236.4, 1972, Feb Average, Indonesia, IDN
270.9, 1972, Mar Average, Indonesia, IDN
268.8, 1972, Apr Average, Indonesia, IDN
228.7, 1972, May Average, Indonesia, IDN
137.8, 1972, Jun Average, Indonesia, IDN
92.0, 1972, Jul Average, Indonesia, IDN
119.3, 1972, Aug Average, Indonesia, IDN
118.6, 1972, Sep Average, Indonesia, IDN
130.9, 1972, Oct Average, Indonesia, IDN
196.7, 1972, Nov Average, Indonesia, IDN
272.9, 1972, Dec Average, Indonesia, IDN
262.8, 1973, Jan Average, Indonesia, IDN
222.3, 1973, Feb Average, Indonesia, IDN
322.0, 1973, Mar Average, Indonesia, IDN
335.5, 1973, Apr Average, Indonesia, IDN
302.4, 1973, May Average, Indonesia, IDN
226.0, 1973, Jun Average, Indonesia, IDN
168.8, 1973, Jul Average, Indonesia, IDN
223.6, 1973, Aug Average, Indonesia, IDN
292.7, 1973, Sep Average, Indonesia, IDN
233.6, 1973, Oct Average, Indonesia, IDN
258.0, 1973, Nov Average, Indonesia, IDN
324.2, 1973, Dec Average, Indonesia, IDN
189.5, 1974, Jan Average, Indonesia, IDN
286.6, 1974, Feb Average, Indonesia, IDN
235.6, 1974, Mar Average, Indonesia, IDN
277.4, 1974, Apr Average, Indonesia, IDN
221.6, 1974, May Average, Indonesia, IDN
187.2, 1974, Jun Average, Indonesia, IDN
205.4, 1974, Jul Average, Indonesia, IDN
157.8, 1974, Aug Average, Indonesia, IDN
274.1, 1974, Sep Average, Indonesia, IDN
236.0, 1974, Oct Average, Indonesia, IDN
277.4, 1974, Nov Average, Indonesia, IDN
262.1, 1974, Dec Average, Indonesia, IDN
256.4, 1975, Jan Average, Indonesia, IDN
266.5, 1975, Feb Average, Indonesia, IDN
285.8, 1975, Mar Average, Indonesia, IDN
281.8, 1975, Apr Average, Indonesia, IDN
256.6, 1975, May Average, Indonesia, IDN
195.8, 1975, Jun Average, Indonesia, IDN
219.6, 1975, Jul Average, Indonesia, IDN
211.4, 1975, Aug Average, Indonesia, IDN
253.3, 1975, Sep Average, Indonesia, IDN
306.9, 1975, Oct Average, Indonesia, IDN
285.9, 1975, Nov Average, Indonesia, IDN
294.6, 1975, Dec Average, Indonesia, IDN
248.1, 1976, Jan Average, Indonesia, IDN
205.3, 1976, Feb Average, Indonesia, IDN
286.3, 1976, Mar Average, Indonesia, IDN
247.9, 1976, Apr Average, Indonesia, IDN
207.7, 1976, May Average, Indonesia, IDN
168.1, 1976, Jun Average, Indonesia, IDN
146.1, 1976, Jul Average, Indonesia, IDN
145.9, 1976, Aug Average, Indonesia, IDN
125.0, 1976, Sep Average, Indonesia, IDN
246.6, 1976, Oct Average, Indonesia, IDN
305.9, 1976, Nov Average, Indonesia, IDN
264.5, 1976, Dec Average, Indonesia, IDN
263.3, 1977, Jan Average, Indonesia, IDN
322.1, 1977, Feb Average, Indonesia, IDN
261.7, 1977, Mar Average, Indonesia, IDN
297.2, 1977, Apr Average, Indonesia, IDN
229.4, 1977, May Average, Indonesia, IDN
210.0, 1977, Jun Average, Indonesia, IDN
161.2, 1977, Jul Average, Indonesia, IDN
192.6, 1977, Aug Average, Indonesia, IDN
136.7, 1977, Sep Average, Indonesia, IDN
191.7, 1977, Oct Average, Indonesia, IDN
242.1, 1977, Nov Average, Indonesia, IDN
291.0, 1977, Dec Average, Indonesia, IDN
275.4, 1978, Jan Average, Indonesia, IDN
221.2, 1978, Feb Average, Indonesia, IDN
328.3, 1978, Mar Average, Indonesia, IDN
255.6, 1978, Apr Average, Indonesia, IDN
254.0, 1978, May Average, Indonesia, IDN
216.9, 1978, Jun Average, Indonesia, IDN
216.6, 1978, Jul Average, Indonesia, IDN
199.8, 1978, Aug Average, Indonesia, IDN
239.4, 1978, Sep Average, Indonesia, IDN
233.1, 1978, Oct Average, Indonesia, IDN
254.5, 1978, Nov Average, Indonesia, IDN
317.3, 1978, Dec Average, Indonesia, IDN
228.3, 1979, Jan Average, Indonesia, IDN
229.4, 1979, Feb Average, Indonesia, IDN
257.6, 1979, Mar Average, Indonesia, IDN
271.1, 1979, Apr Average, Indonesia, IDN
259.2, 1979, May Average, Indonesia, IDN
234.8, 1979, Jun Average, Indonesia, IDN
165.0, 1979, Jul Average, Indonesia, IDN
128.4, 1979, Aug Average, Indonesia, IDN
188.7, 1979, Sep Average, Indonesia, IDN
197.7, 1979, Oct Average, Indonesia, IDN
294.9, 1979, Nov Average, Indonesia, IDN
268.6, 1979, Dec Average, Indonesia, IDN
260.1, 1980, Jan Average, Indonesia, IDN
240.4, 1980, Feb Average, Indonesia, IDN
247.5, 1980, Mar Average, Indonesia, IDN
310.2, 1980, Apr Average, Indonesia, IDN
260.1, 1980, May Average, Indonesia, IDN
194.8, 1980, Jun Average, Indonesia, IDN
154.4, 1980, Jul Average, Indonesia, IDN
195.4, 1980, Aug Average, Indonesia, IDN
148.2, 1980, Sep Average, Indonesia, IDN
209.2, 1980, Oct Average, Indonesia, IDN
268.7, 1980, Nov Average, Indonesia, IDN
300.6, 1980, Dec Average, Indonesia, IDN
254.8, 1981, Jan Average, Indonesia, IDN
236.4, 1981, Feb Average, Indonesia, IDN
269.6, 1981, Mar Average, Indonesia, IDN
316.2, 1981, Apr Average, Indonesia, IDN
295.0, 1981, May Average, Indonesia, IDN
203.1, 1981, Jun Average, Indonesia, IDN
232.7, 1981, Jul Average, Indonesia, IDN
98.5, 1981, Aug Average, Indonesia, IDN
240.9, 1981, Sep Average, Indonesia, IDN
211.4, 1981, Oct Average, Indonesia, IDN
274.8, 1981, Nov Average, Indonesia, IDN
302.1, 1981, Dec Average, Indonesia, IDN
270.6, 1982, Jan Average, Indonesia, IDN
242.3, 1982, Feb Average, Indonesia, IDN
271.5, 1982, Mar Average, Indonesia, IDN
294.6, 1982, Apr Average, Indonesia, IDN
225.0, 1982, May Average, Indonesia, IDN
152.0, 1982, Jun Average, Indonesia, IDN
105.3, 1982, Jul Average, Indonesia, IDN
95.8, 1982, Aug Average, Indonesia, IDN
104.2, 1982, Sep Average, Indonesia, IDN
140.9, 1982, Oct Average, Indonesia, IDN
179.9, 1982, Nov Average, Indonesia, IDN
262.2, 1982, Dec Average, Indonesia, IDN
262.6, 1983, Jan Average, Indonesia, IDN
210.1, 1983, Feb Average, Indonesia, IDN
237.2, 1983, Mar Average, Indonesia, IDN
251.8, 1983, Apr Average, Indonesia, IDN
297.7, 1983, May Average, Indonesia, IDN
194.0, 1983, Jun Average, Indonesia, IDN
183.1, 1983, Jul Average, Indonesia, IDN
168.4, 1983, Aug Average, Indonesia, IDN
177.2, 1983, Sep Average, Indonesia, IDN
250.0, 1983, Oct Average, Indonesia, IDN
277.6, 1983, Nov Average, Indonesia, IDN
284.1, 1983, Dec Average, Indonesia, IDN
302.9, 1984, Jan Average, Indonesia, IDN
300.2, 1984, Feb Average, Indonesia, IDN
318.1, 1984, Mar Average, Indonesia, IDN
310.1, 1984, Apr Average, Indonesia, IDN
320.1, 1984, May Average, Indonesia, IDN
190.5, 1984, Jun Average, Indonesia, IDN
231.3, 1984, Jul Average, Indonesia, IDN
170.0, 1984, Aug Average, Indonesia, IDN
237.1, 1984, Sep Average, Indonesia, IDN
210.1, 1984, Oct Average, Indonesia, IDN
240.2, 1984, Nov Average, Indonesia, IDN
292.6, 1984, Dec Average, Indonesia, IDN
247.7, 1985, Jan Average, Indonesia, IDN
247.2, 1985, Feb Average, Indonesia, IDN
280.5, 1985, Mar Average, Indonesia, IDN
279.5, 1985, Apr Average, Indonesia, IDN
266.1, 1985, May Average, Indonesia, IDN
205.7, 1985, Jun Average, Indonesia, IDN
190.2, 1985, Jul Average, Indonesia, IDN
165.9, 1985, Aug Average, Indonesia, IDN
203.5, 1985, Sep Average, Indonesia, IDN
243.4, 1985, Oct Average, Indonesia, IDN
268.8, 1985, Nov Average, Indonesia, IDN
288.2, 1985, Dec Average, Indonesia, IDN
310.3, 1986, Jan Average, Indonesia, IDN
219.5, 1986, Feb Average, Indonesia, IDN
341.5, 1986, Mar Average, Indonesia, IDN
311.2, 1986, Apr Average, Indonesia, IDN
198.6, 1986, May Average, Indonesia, IDN
212.9, 1986, Jun Average, Indonesia, IDN
187.9, 1986, Jul Average, Indonesia, IDN
160.2, 1986, Aug Average, Indonesia, IDN
197.7, 1986, Sep Average, Indonesia, IDN
241.4, 1986, Oct Average, Indonesia, IDN
266.5, 1986, Nov Average, Indonesia, IDN
240.0, 1986, Dec Average, Indonesia, IDN
300.0, 1987, Jan Average, Indonesia, IDN
200.1, 1987, Feb Average, Indonesia, IDN
266.9, 1987, Mar Average, Indonesia, IDN
252.9, 1987, Apr Average, Indonesia, IDN
232.4, 1987, May Average, Indonesia, IDN
157.5, 1987, Jun Average, Indonesia, IDN
141.2, 1987, Jul Average, Indonesia, IDN
172.7, 1987, Aug Average, Indonesia, IDN
146.8, 1987, Sep Average, Indonesia, IDN
167.7, 1987, Oct Average, Indonesia, IDN
241.2, 1987, Nov Average, Indonesia, IDN
297.1, 1987, Dec Average, Indonesia, IDN
307.4, 1988, Jan Average, Indonesia, IDN
250.2, 1988, Feb Average, Indonesia, IDN
340.7, 1988, Mar Average, Indonesia, IDN
237.0, 1988, Apr Average, Indonesia, IDN
254.8, 1988, May Average, Indonesia, IDN
193.2, 1988, Jun Average, Indonesia, IDN
181.2, 1988, Jul Average, Indonesia, IDN
242.5, 1988, Aug Average, Indonesia, IDN
214.5, 1988, Sep Average, Indonesia, IDN
243.3, 1988, Oct Average, Indonesia, IDN
284.7, 1988, Nov Average, Indonesia, IDN
278.5, 1988, Dec Average, Indonesia, IDN
301.4, 1989, Jan Average, Indonesia, IDN
255.6, 1989, Feb Average, Indonesia, IDN
273.0, 1989, Mar Average, Indonesia, IDN
260.1, 1989, Apr Average, Indonesia, IDN
276.5, 1989, May Average, Indonesia, IDN
195.7, 1989, Jun Average, Indonesia, IDN
212.3, 1989, Jul Average, Indonesia, IDN
200.8, 1989, Aug Average, Indonesia, IDN
206.9, 1989, Sep Average, Indonesia, IDN
246.1, 1989, Oct Average, Indonesia, IDN
248.3, 1989, Nov Average, Indonesia, IDN
277.5, 1989, Dec Average, Indonesia, IDN
322.3, 1990, Jan Average, Indonesia, IDN
243.7, 1990, Feb Average, Indonesia, IDN
234.1, 1990, Mar Average, Indonesia, IDN
255.4, 1990, Apr Average, Indonesia, IDN
220.3, 1990, May Average, Indonesia, IDN
186.6, 1990, Jun Average, Indonesia, IDN
186.1, 1990, Jul Average, Indonesia, IDN
150.9, 1990, Aug Average, Indonesia, IDN
159.1, 1990, Sep Average, Indonesia, IDN
222.6, 1990, Oct Average, Indonesia, IDN
200.6, 1990, Nov Average, Indonesia, IDN
288.8, 1990, Dec Average, Indonesia, IDN
282.8, 1991, Jan Average, Indonesia, IDN
225.5, 1991, Feb Average, Indonesia, IDN
294.5, 1991, Mar Average, Indonesia, IDN
296.4, 1991, Apr Average, Indonesia, IDN
217.8, 1991, May Average, Indonesia, IDN
134.9, 1991, Jun Average, Indonesia, IDN
136.7, 1991, Jul Average, Indonesia, IDN
125.2, 1991, Aug Average, Indonesia, IDN
116.8, 1991, Sep Average, Indonesia, IDN
150.7, 1991, Oct Average, Indonesia, IDN
249.9, 1991, Nov Average, Indonesia, IDN
305.8, 1991, Dec Average, Indonesia, IDN
241.9, 1992, Jan Average, Indonesia, IDN
233.1, 1992, Feb Average, Indonesia, IDN
257.3, 1992, Mar Average, Indonesia, IDN
292.3, 1992, Apr Average, Indonesia, IDN
249.4, 1992, May Average, Indonesia, IDN
164.2, 1992, Jun Average, Indonesia, IDN
174.3, 1992, Jul Average, Indonesia, IDN
166.0, 1992, Aug Average, Indonesia, IDN
185.7, 1992, Sep Average, Indonesia, IDN
245.7, 1992, Oct Average, Indonesia, IDN
235.2, 1992, Nov Average, Indonesia, IDN
301.8, 1992, Dec Average, Indonesia, IDN
268.7, 1993, Jan Average, Indonesia, IDN
199.9, 1993, Feb Average, Indonesia, IDN
271.3, 1993, Mar Average, Indonesia, IDN
288.7, 1993, Apr Average, Indonesia, IDN
263.7, 1993, May Average, Indonesia, IDN
182.8, 1993, Jun Average, Indonesia, IDN
158.3, 1993, Jul Average, Indonesia, IDN
141.2, 1993, Aug Average, Indonesia, IDN
146.4, 1993, Sep Average, Indonesia, IDN
193.7, 1993, Oct Average, Indonesia, IDN
252.8, 1993, Nov Average, Indonesia, IDN
285.7, 1993, Dec Average, Indonesia, IDN
276.2, 1994, Jan Average, Indonesia, IDN
245.8, 1994, Feb Average, Indonesia, IDN
358.3, 1994, Mar Average, Indonesia, IDN
285.5, 1994, Apr Average, Indonesia, IDN
227.1, 1994, May Average, Indonesia, IDN
180.5, 1994, Jun Average, Indonesia, IDN
104.6, 1994, Jul Average, Indonesia, IDN
150.9, 1994, Aug Average, Indonesia, IDN
102.9, 1994, Sep Average, Indonesia, IDN
162.9, 1994, Oct Average, Indonesia, IDN
227.5, 1994, Nov Average, Indonesia, IDN
286.1, 1994, Dec Average, Indonesia, IDN
317.8, 1995, Jan Average, Indonesia, IDN
298.3, 1995, Feb Average, Indonesia, IDN
309.4, 1995, Mar Average, Indonesia, IDN
301.5, 1995, Apr Average, Indonesia, IDN
225.2, 1995, May Average, Indonesia, IDN
199.0, 1995, Jun Average, Indonesia, IDN
179.4, 1995, Jul Average, Indonesia, IDN
185.7, 1995, Aug Average, Indonesia, IDN
185.9, 1995, Sep Average, Indonesia, IDN
226.7, 1995, Oct Average, Indonesia, IDN
295.2, 1995, Nov Average, Indonesia, IDN
292.1, 1995, Dec Average, Indonesia, IDN
263.3, 1996, Jan Average, Indonesia, IDN
288.1, 1996, Feb Average, Indonesia, IDN
245.9, 1996, Mar Average, Indonesia, IDN
286.9, 1996, Apr Average, Indonesia, IDN
214.6, 1996, May Average, Indonesia, IDN
190.4, 1996, Jun Average, Indonesia, IDN
151.9, 1996, Jul Average, Indonesia, IDN
217.9, 1996, Aug Average, Indonesia, IDN
192.5, 1996, Sep Average, Indonesia, IDN
293.8, 1996, Oct Average, Indonesia, IDN
268.6, 1996, Nov Average, Indonesia, IDN
294.4, 1996, Dec Average, Indonesia, IDN
229.9, 1997, Jan Average, Indonesia, IDN
259.4, 1997, Feb Average, Indonesia, IDN
246.2, 1997, Mar Average, Indonesia, IDN
257.2, 1997, Apr Average, Indonesia, IDN
215.6, 1997, May Average, Indonesia, IDN
124.4, 1997, Jun Average, Indonesia, IDN
151.4, 1997, Jul Average, Indonesia, IDN
111.6, 1997, Aug Average, Indonesia, IDN
118.3, 1997, Sep Average, Indonesia, IDN
149.3, 1997, Oct Average, Indonesia, IDN
201.5, 1997, Nov Average, Indonesia, IDN
263.6, 1997, Dec Average, Indonesia, IDN
230.1, 1998, Jan Average, Indonesia, IDN
215.4, 1998, Feb Average, Indonesia, IDN
