tasmax, Year, Statistics, Country, ISO3
8.1, 1953, Nov Average, Germany, DEU
4.9, 1953, Dec Average, Germany, DEU
-0.6, 1954, Jan Average, Germany, DEU
-0.1, 1954, Feb Average, Germany, DEU
8.9, 1954, Mar Average, Germany, DEU
10.7, 1954, Apr Average, Germany, DEU
18.0, 1954, May Average, Germany, DEU
21.4, 1954, Jun Average, Germany, DEU
18.6, 1954, Jul Average, Germany, DEU
20.7, 1954, Aug Average, Germany, DEU
18.1, 1954, Sep Average, Germany, DEU
13.8, 1954, Oct Average, Germany, DEU
7.3, 1954, Nov Average, Germany, DEU
5.4, 1954, Dec Average, Germany, DEU
1.2, 1955, Jan Average, Germany, DEU
1.5, 1955, Feb Average, Germany, DEU
4.9, 1955, Mar Average, Germany, DEU
11.9, 1955, Apr Average, Germany, DEU
15.7, 1955, May Average, Germany, DEU
19.7, 1955, Jun Average, Germany, DEU
22.1, 1955, Jul Average, Germany, DEU
22.3, 1955, Aug Average, Germany, DEU
18.6, 1955, Sep Average, Germany, DEU
12.1, 1955, Oct Average, Germany, DEU
7.0, 1955, Nov Average, Germany, DEU
5.2, 1955, Dec Average, Germany, DEU
2.9, 1956, Jan Average, Germany, DEU
-3.3, 1956, Feb Average, Germany, DEU
7.4, 1956, Mar Average, Germany, DEU
9.8, 1956, Apr Average, Germany, DEU
18.3, 1956, May Average, Germany, DEU
17.6, 1956, Jun Average, Germany, DEU
21.8, 1956, Jul Average, Germany, DEU
19.1, 1956, Aug Average, Germany, DEU
19.4, 1956, Sep Average, Germany, DEU
12.0, 1956, Oct Average, Germany, DEU
5.1, 1956, Nov Average, Germany, DEU
4.3, 1956, Dec Average, Germany, DEU
3.1, 1957, Jan Average, Germany, DEU
6.8, 1957, Feb Average, Germany, DEU
11.2, 1957, Mar Average, Germany, DEU
13.1, 1957, Apr Average, Germany, DEU
15.2, 1957, May Average, Germany, DEU
22.8, 1957, Jun Average, Germany, DEU
22.5, 1957, Jul Average, Germany, DEU
20.0, 1957, Aug Average, Germany, DEU
16.3, 1957, Sep Average, Germany, DEU
13.4, 1957, Oct Average, Germany, DEU
7.0, 1957, Nov Average, Germany, DEU
3.0, 1957, Dec Average, Germany, DEU
2.4, 1958, Jan Average, Germany, DEU
5.3, 1958, Feb Average, Germany, DEU
3.7, 1958, Mar Average, Germany, DEU
9.8, 1958, Apr Average, Germany, DEU
18.4, 1958, May Average, Germany, DEU
19.5, 1958, Jun Average, Germany, DEU
22.1, 1958, Jul Average, Germany, DEU
22.0, 1958, Aug Average, Germany, DEU
19.9, 1958, Sep Average, Germany, DEU
13.0, 1958, Oct Average, Germany, DEU
6.4, 1958, Nov Average, Germany, DEU
4.9, 1958, Dec Average, Germany, DEU
2.8, 1959, Jan Average, Germany, DEU
3.8, 1959, Feb Average, Germany, DEU
11.3, 1959, Mar Average, Germany, DEU
15.1, 1959, Apr Average, Germany, DEU
18.4, 1959, May Average, Germany, DEU
22.0, 1959, Jun Average, Germany, DEU
25.1, 1959, Jul Average, Germany, DEU
22.9, 1959, Aug Average, Germany, DEU
20.1, 1959, Sep Average, Germany, DEU
14.4, 1959, Oct Average, Germany, DEU
6.3, 1959, Nov Average, Germany, DEU
4.3, 1959, Dec Average, Germany, DEU
2.5, 1960, Jan Average, Germany, DEU
3.7, 1960, Feb Average, Germany, DEU
8.2, 1960, Mar Average, Germany, DEU
12.5, 1960, Apr Average, Germany, DEU
18.4, 1960, May Average, Germany, DEU
21.7, 1960, Jun Average, Germany, DEU
20.3, 1960, Jul Average, Germany, DEU
20.6, 1960, Aug Average, Germany, DEU
17.7, 1960, Sep Average, Germany, DEU
12.4, 1960, Oct Average, Germany, DEU
8.8, 1960, Nov Average, Germany, DEU
3.2, 1960, Dec Average, Germany, DEU
1.8, 1961, Jan Average, Germany, DEU
7.7, 1961, Feb Average, Germany, DEU
10.9, 1961, Mar Average, Germany, DEU
15.5, 1961, Apr Average, Germany, DEU
14.8, 1961, May Average, Germany, DEU
21.5, 1961, Jun Average, Germany, DEU
20.1, 1961, Jul Average, Germany, DEU
20.9, 1961, Aug Average, Germany, DEU
22.0, 1961, Sep Average, Germany, DEU
15.0, 1961, Oct Average, Germany, DEU
6.7, 1961, Nov Average, Germany, DEU
2.4, 1961, Dec Average, Germany, DEU
4.2, 1962, Jan Average, Germany, DEU
3.3, 1962, Feb Average, Germany, DEU
4.4, 1962, Mar Average, Germany, DEU
13.1, 1962, Apr Average, Germany, DEU
14.3, 1962, May Average, Germany, DEU
19.8, 1962, Jun Average, Germany, DEU
20.0, 1962, Jul Average, Germany, DEU
21.3, 1962, Aug Average, Germany, DEU
17.8, 1962, Sep Average, Germany, DEU
13.7, 1962, Oct Average, Germany, DEU
5.5, 1962, Nov Average, Germany, DEU
-0.3, 1962, Dec Average, Germany, DEU
-4.1, 1963, Jan Average, Germany, DEU
-1.9, 1963, Feb Average, Germany, DEU
7.0, 1963, Mar Average, Germany, DEU
13.3, 1963, Apr Average, Germany, DEU
16.9, 1963, May Average, Germany, DEU
21.2, 1963, Jun Average, Germany, DEU
23.5, 1963, Jul Average, Germany, DEU
21.0, 1963, Aug Average, Germany, DEU
18.7, 1963, Sep Average, Germany, DEU
12.5, 1963, Oct Average, Germany, DEU
10.4, 1963, Nov Average, Germany, DEU
-0.3, 1963, Dec Average, Germany, DEU
0.3, 1964, Jan Average, Germany, DEU
3.8, 1964, Feb Average, Germany, DEU
4.2, 1964, Mar Average, Germany, DEU
13.5, 1964, Apr Average, Germany, DEU
19.1, 1964, May Average, Germany, DEU
22.8, 1964, Jun Average, Germany, DEU
24.0, 1964, Jul Average, Germany, DEU
21.5, 1964, Aug Average, Germany, DEU
19.2, 1964, Sep Average, Germany, DEU
10.9, 1964, Oct Average, Germany, DEU
7.4, 1964, Nov Average, Germany, DEU
2.7, 1964, Dec Average, Germany, DEU
3.2, 1965, Jan Average, Germany, DEU
1.1, 1965, Feb Average, Germany, DEU
6.7, 1965, Mar Average, Germany, DEU
11.1, 1965, Apr Average, Germany, DEU
15.6, 1965, May Average, Germany, DEU
20.5, 1965, Jun Average, Germany, DEU
19.4, 1965, Jul Average, Germany, DEU
20.5, 1965, Aug Average, Germany, DEU
17.8, 1965, Sep Average, Germany, DEU
13.5, 1965, Oct Average, Germany, DEU
4.3, 1965, Nov Average, Germany, DEU
4.5, 1965, Dec Average, Germany, DEU
-0.2, 1966, Jan Average, Germany, DEU
6.5, 1966, Feb Average, Germany, DEU
7.0, 1966, Mar Average, Germany, DEU
13.1, 1966, Apr Average, Germany, DEU
18.3, 1966, May Average, Germany, DEU
22.2, 1966, Jun Average, Germany, DEU
20.3, 1966, Jul Average, Germany, DEU
20.4, 1966, Aug Average, Germany, DEU
18.4, 1966, Sep Average, Germany, DEU
14.6, 1966, Oct Average, Germany, DEU
4.8, 1966, Nov Average, Germany, DEU
4.0, 1966, Dec Average, Germany, DEU
2.9, 1967, Jan Average, Germany, DEU
6.1, 1967, Feb Average, Germany, DEU
9.3, 1967, Mar Average, Germany, DEU
11.5, 1967, Apr Average, Germany, DEU
17.9, 1967, May Average, Germany, DEU
19.9, 1967, Jun Average, Germany, DEU
24.4, 1967, Jul Average, Germany, DEU
21.8, 1967, Aug Average, Germany, DEU
18.6, 1967, Sep Average, Germany, DEU
15.5, 1967, Oct Average, Germany, DEU
7.1, 1967, Nov Average, Germany, DEU
2.7, 1967, Dec Average, Germany, DEU
1.6, 1968, Jan Average, Germany, DEU
3.4, 1968, Feb Average, Germany, DEU
9.0, 1968, Mar Average, Germany, DEU
15.0, 1968, Apr Average, Germany, DEU
15.7, 1968, May Average, Germany, DEU
21.3, 1968, Jun Average, Germany, DEU
21.5, 1968, Jul Average, Germany, DEU
21.3, 1968, Aug Average, Germany, DEU
18.0, 1968, Sep Average, Germany, DEU
14.0, 1968, Oct Average, Germany, DEU
6.3, 1968, Nov Average, Germany, DEU
0.2, 1968, Dec Average, Germany, DEU
2.7, 1969, Jan Average, Germany, DEU
0.9, 1969, Feb Average, Germany, DEU
4.6, 1969, Mar Average, Germany, DEU
11.9, 1969, Apr Average, Germany, DEU
18.0, 1969, May Average, Germany, DEU
19.8, 1969, Jun Average, Germany, DEU
23.8, 1969, Jul Average, Germany, DEU
21.8, 1969, Aug Average, Germany, DEU
19.5, 1969, Sep Average, Germany, DEU
14.8, 1969, Oct Average, Germany, DEU
8.2, 1969, Nov Average, Germany, DEU
-2.2, 1969, Dec Average, Germany, DEU
0.0, 1970, Jan Average, Germany, DEU
1.7, 1970, Feb Average, Germany, DEU
4.8, 1970, Mar Average, Germany, DEU
9.1, 1970, Apr Average, Germany, DEU
16.1, 1970, May Average, Germany, DEU
22.9, 1970, Jun Average, Germany, DEU
21.1, 1970, Jul Average, Germany, DEU
22.3, 1970, Aug Average, Germany, DEU
18.8, 1970, Sep Average, Germany, DEU
12.4, 1970, Oct Average, Germany, DEU
8.6, 1970, Nov Average, Germany, DEU
2.7, 1970, Dec Average, Germany, DEU
2.0, 1971, Jan Average, Germany, DEU
4.0, 1971, Feb Average, Germany, DEU
5.1, 1971, Mar Average, Germany, DEU
13.9, 1971, Apr Average, Germany, DEU
19.3, 1971, May Average, Germany, DEU
18.5, 1971, Jun Average, Germany, DEU
24.2, 1971, Jul Average, Germany, DEU
23.7, 1971, Aug Average, Germany, DEU
17.7, 1971, Sep Average, Germany, DEU
14.3, 1971, Oct Average, Germany, DEU
6.5, 1971, Nov Average, Germany, DEU
5.8, 1971, Dec Average, Germany, DEU
-0.0, 1972, Jan Average, Germany, DEU
5.1, 1972, Feb Average, Germany, DEU
10.6, 1972, Mar Average, Germany, DEU
11.4, 1972, Apr Average, Germany, DEU
15.9, 1972, May Average, Germany, DEU
19.6, 1972, Jun Average, Germany, DEU
22.8, 1972, Jul Average, Germany, DEU
21.0, 1972, Aug Average, Germany, DEU
15.9, 1972, Sep Average, Germany, DEU
12.0, 1972, Oct Average, Germany, DEU
7.0, 1972, Nov Average, Germany, DEU
3.6, 1972, Dec Average, Germany, DEU
2.2, 1973, Jan Average, Germany, DEU
3.5, 1973, Feb Average, Germany, DEU
8.6, 1973, Mar Average, Germany, DEU
9.6, 1973, Apr Average, Germany, DEU
17.8, 1973, May Average, Germany, DEU
21.7, 1973, Jun Average, Germany, DEU
22.2, 1973, Jul Average, Germany, DEU
24.2, 1973, Aug Average, Germany, DEU
19.8, 1973, Sep Average, Germany, DEU
11.6, 1973, Oct Average, Germany, DEU
6.6, 1973, Nov Average, Germany, DEU
2.8, 1973, Dec Average, Germany, DEU
5.6, 1974, Jan Average, Germany, DEU
6.0, 1974, Feb Average, Germany, DEU
10.0, 1974, Mar Average, Germany, DEU
13.9, 1974, Apr Average, Germany, DEU
16.0, 1974, May Average, Germany, DEU
19.2, 1974, Jun Average, Germany, DEU
20.0, 1974, Jul Average, Germany, DEU
22.7, 1974, Aug Average, Germany, DEU
18.1, 1974, Sep Average, Germany, DEU
8.6, 1974, Oct Average, Germany, DEU
7.5, 1974, Nov Average, Germany, DEU
6.9, 1974, Dec Average, Germany, DEU
6.8, 1975, Jan Average, Germany, DEU
5.1, 1975, Feb Average, Germany, DEU
7.5, 1975, Mar Average, Germany, DEU
11.2, 1975, Apr Average, Germany, DEU
17.0, 1975, May Average, Germany, DEU
19.8, 1975, Jun Average, Germany, DEU
23.5, 1975, Jul Average, Germany, DEU
24.7, 1975, Aug Average, Germany, DEU
20.8, 1975, Sep Average, Germany, DEU
11.0, 1975, Oct Average, Germany, DEU
5.9, 1975, Nov Average, Germany, DEU
3.6, 1975, Dec Average, Germany, DEU
3.5, 1976, Jan Average, Germany, DEU
3.4, 1976, Feb Average, Germany, DEU
5.8, 1976, Mar Average, Germany, DEU
12.5, 1976, Apr Average, Germany, DEU
18.6, 1976, May Average, Germany, DEU
23.4, 1976, Jun Average, Germany, DEU
25.2, 1976, Jul Average, Germany, DEU
22.3, 1976, Aug Average, Germany, DEU
17.5, 1976, Sep Average, Germany, DEU
13.2, 1976, Oct Average, Germany, DEU
7.3, 1976, Nov Average, Germany, DEU
1.5, 1976, Dec Average, Germany, DEU
2.5, 1977, Jan Average, Germany, DEU
6.1, 1977, Feb Average, Germany, DEU
10.4, 1977, Mar Average, Germany, DEU
10.0, 1977, Apr Average, Germany, DEU
17.1, 1977, May Average, Germany, DEU
20.2, 1977, Jun Average, Germany, DEU
21.4, 1977, Jul Average, Germany, DEU
20.5, 1977, Aug Average, Germany, DEU
16.6, 1977, Sep Average, Germany, DEU
14.2, 1977, Oct Average, Germany, DEU
7.7, 1977, Nov Average, Germany, DEU
4.3, 1977, Dec Average, Germany, DEU
2.8, 1978, Jan Average, Germany, DEU
1.9, 1978, Feb Average, Germany, DEU
8.6, 1978, Mar Average, Germany, DEU
11.6, 1978, Apr Average, Germany, DEU
16.3, 1978, May Average, Germany, DEU
19.9, 1978, Jun Average, Germany, DEU
20.3, 1978, Jul Average, Germany, DEU
20.2, 1978, Aug Average, Germany, DEU
16.4, 1978, Sep Average, Germany, DEU
13.0, 1978, Oct Average, Germany, DEU
7.1, 1978, Nov Average, Germany, DEU
2.9, 1978, Dec Average, Germany, DEU
-1.6, 1979, Jan Average, Germany, DEU
1.2, 1979, Feb Average, Germany, DEU
7.2, 1979, Mar Average, Germany, DEU
10.7, 1979, Apr Average, Germany, DEU
17.9, 1979, May Average, Germany, DEU
21.3, 1979, Jun Average, Germany, DEU
19.8, 1979, Jul Average, Germany, DEU
20.6, 1979, Aug Average, Germany, DEU
18.5, 1979, Sep Average, Germany, DEU
13.3, 1979, Oct Average, Germany, DEU
6.3, 1979, Nov Average, Germany, DEU
6.0, 1979, Dec Average, Germany, DEU
-0.2, 1980, Jan Average, Germany, DEU
5.3, 1980, Feb Average, Germany, DEU
7.0, 1980, Mar Average, Germany, DEU
10.7, 1980, Apr Average, Germany, DEU
16.2, 1980, May Average, Germany, DEU
19.3, 1980, Jun Average, Germany, DEU
19.3, 1980, Jul Average, Germany, DEU
21.7, 1980, Aug Average, Germany, DEU
19.1, 1980, Sep Average, Germany, DEU
11.9, 1980, Oct Average, Germany, DEU
5.8, 1980, Nov Average, Germany, DEU
3.3, 1980, Dec Average, Germany, DEU
1.3, 1981, Jan Average, Germany, DEU
2.6, 1981, Feb Average, Germany, DEU
10.6, 1981, Mar Average, Germany, DEU
13.2, 1981, Apr Average, Germany, DEU
18.4, 1981, May Average, Germany, DEU
20.0, 1981, Jun Average, Germany, DEU
20.7, 1981, Jul Average, Germany, DEU
21.5, 1981, Aug Average, Germany, DEU
19.1, 1981, Sep Average, Germany, DEU
11.7, 1981, Oct Average, Germany, DEU
7.4, 1981, Nov Average, Germany, DEU
0.5, 1981, Dec Average, Germany, DEU
1.0, 1982, Jan Average, Germany, DEU
3.4, 1982, Feb Average, Germany, DEU
8.7, 1982, Mar Average, Germany, DEU
12.0, 1982, Apr Average, Germany, DEU
18.1, 1982, May Average, Germany, DEU
21.4, 1982, Jun Average, Germany, DEU
24.4, 1982, Jul Average, Germany, DEU
22.7, 1982, Aug Average, Germany, DEU
21.8, 1982, Sep Average, Germany, DEU
13.3, 1982, Oct Average, Germany, DEU
9.2, 1982, Nov Average, Germany, DEU
4.5, 1982, Dec Average, Germany, DEU
6.3, 1983, Jan Average, Germany, DEU
1.9, 1983, Feb Average, Germany, DEU
8.4, 1983, Mar Average, Germany, DEU
13.3, 1983, Apr Average, Germany, DEU
15.7, 1983, May Average, Germany, DEU
21.7, 1983, Jun Average, Germany, DEU
26.6, 1983, Jul Average, Germany, DEU
24.0, 1983, Aug Average, Germany, DEU
18.9, 1983, Sep Average, Germany, DEU
13.5, 1983, Oct Average, Germany, DEU
7.1, 1983, Nov Average, Germany, DEU
3.7, 1983, Dec Average, Germany, DEU
3.4, 1984, Jan Average, Germany, DEU
2.4, 1984, Feb Average, Germany, DEU
6.5, 1984, Mar Average, Germany, DEU
12.3, 1984, Apr Average, Germany, DEU
15.4, 1984, May Average, Germany, DEU
18.4, 1984, Jun Average, Germany, DEU
20.7, 1984, Jul Average, Germany, DEU
22.6, 1984, Aug Average, Germany, DEU
16.4, 1984, Sep Average, Germany, DEU
14.2, 1984, Oct Average, Germany, DEU
8.1, 1984, Nov Average, Germany, DEU
3.4, 1984, Dec Average, Germany, DEU
-2.4, 1985, Jan Average, Germany, DEU
1.0, 1985, Feb Average, Germany, DEU
6.3, 1985, Mar Average, Germany, DEU
12.3, 1985, Apr Average, Germany, DEU
18.3, 1985, May Average, Germany, DEU
18.2, 1985, Jun Average, Germany, DEU
22.9, 1985, Jul Average, Germany, DEU
21.9, 1985, Aug Average, Germany, DEU
18.9, 1985, Sep Average, Germany, DEU
13.4, 1985, Oct Average, Germany, DEU
3.7, 1985, Nov Average, Germany, DEU
6.3, 1985, Dec Average, Germany, DEU
2.7, 1986, Jan Average, Germany, DEU
-2.7, 1986, Feb Average, Germany, DEU
6.9, 1986, Mar Average, Germany, DEU
10.5, 1986, Apr Average, Germany, DEU
19.2, 1986, May Average, Germany, DEU
21.1, 1986, Jun Average, Germany, DEU
22.5, 1986, Jul Average, Germany, DEU
21.5, 1986, Aug Average, Germany, DEU
16.7, 1986, Sep Average, Germany, DEU
14.3, 1986, Oct Average, Germany, DEU
9.4, 1986, Nov Average, Germany, DEU
4.5, 1986, Dec Average, Germany, DEU
-2.9, 1987, Jan Average, Germany, DEU
2.7, 1987, Feb Average, Germany, DEU
3.8, 1987, Mar Average, Germany, DEU
14.5, 1987, Apr Average, Germany, DEU
14.3, 1987, May Average, Germany, DEU
18.1, 1987, Jun Average, Germany, DEU
21.7, 1987, Jul Average, Germany, DEU
20.1, 1987, Aug Average, Germany, DEU
19.4, 1987, Sep Average, Germany, DEU
13.6, 1987, Oct Average, Germany, DEU
7.2, 1987, Nov Average, Germany, DEU
4.5, 1987, Dec Average, Germany, DEU
5.9, 1988, Jan Average, Germany, DEU
4.7, 1988, Feb Average, Germany, DEU
6.0, 1988, Mar Average, Germany, DEU
13.6, 1988, Apr Average, Germany, DEU
19.7, 1988, May Average, Germany, DEU
19.7, 1988, Jun Average, Germany, DEU
22.2, 1988, Jul Average, Germany, DEU
22.6, 1988, Aug Average, Germany, DEU
17.8, 1988, Sep Average, Germany, DEU
13.4, 1988, Oct Average, Germany, DEU
6.2, 1988, Nov Average, Germany, DEU
5.4, 1988, Dec Average, Germany, DEU
5.1, 1989, Jan Average, Germany, DEU
6.5, 1989, Feb Average, Germany, DEU
11.9, 1989, Mar Average, Germany, DEU
11.6, 1989, Apr Average, Germany, DEU
20.0, 1989, May Average, Germany, DEU
20.9, 1989, Jun Average, Germany, DEU
23.1, 1989, Jul Average, Germany, DEU
22.5, 1989, Aug Average, Germany, DEU
19.6, 1989, Sep Average, Germany, DEU
15.1, 1989, Oct Average, Germany, DEU
6.6, 1989, Nov Average, Germany, DEU
5.4, 1989, Dec Average, Germany, DEU
5.1, 1990, Jan Average, Germany, DEU
10.1, 1990, Feb Average, Germany, DEU
11.8, 1990, Mar Average, Germany, DEU
12.5, 1990, Apr Average, Germany, DEU
20.2, 1990, May Average, Germany, DEU
19.8, 1990, Jun Average, Germany, DEU
22.3, 1990, Jul Average, Germany, DEU
24.6, 1990, Aug Average, Germany, DEU
16.5, 1990, Sep Average, Germany, DEU
15.0, 1990, Oct Average, Germany, DEU
7.1, 1990, Nov Average, Germany, DEU
3.0, 1990, Dec Average, Germany, DEU
4.1, 1991, Jan Average, Germany, DEU
1.8, 1991, Feb Average, Germany, DEU
11.0, 1991, Mar Average, Germany, DEU
12.6, 1991, Apr Average, Germany, DEU
14.4, 1991, May Average, Germany, DEU
18.1, 1991, Jun Average, Germany, DEU
24.7, 1991, Jul Average, Germany, DEU
23.7, 1991, Aug Average, Germany, DEU
20.7, 1991, Sep Average, Germany, DEU
12.8, 1991, Oct Average, Germany, DEU
6.7, 1991, Nov Average, Germany, DEU
3.5, 1991, Dec Average, Germany, DEU
3.5, 1992, Jan Average, Germany, DEU
6.0, 1992, Feb Average, Germany, DEU
9.1, 1992, Mar Average, Germany, DEU
12.9, 1992, Apr Average, Germany, DEU
20.4, 1992, May Average, Germany, DEU
22.8, 1992, Jun Average, Germany, DEU
24.2, 1992, Jul Average, Germany, DEU
24.8, 1992, Aug Average, Germany, DEU
18.7, 1992, Sep Average, Germany, DEU
10.3, 1992, Oct Average, Germany, DEU
8.3, 1992, Nov Average, Germany, DEU
3.6, 1992, Dec Average, Germany, DEU
5.5, 1993, Jan Average, Germany, DEU
2.4, 1993, Feb Average, Germany, DEU
8.5, 1993, Mar Average, Germany, DEU
15.7, 1993, Apr Average, Germany, DEU
20.2, 1993, May Average, Germany, DEU
20.6, 1993, Jun Average, Germany, DEU
20.8, 1993, Jul Average, Germany, DEU
21.4, 1993, Aug Average, Germany, DEU
16.7, 1993, Sep Average, Germany, DEU
11.6, 1993, Oct Average, Germany, DEU
3.0, 1993, Nov Average, Germany, DEU
5.4, 1993, Dec Average, Germany, DEU
5.2, 1994, Jan Average, Germany, DEU
3.1, 1994, Feb Average, Germany, DEU
10.2, 1994, Mar Average, Germany, DEU
12.9, 1994, Apr Average, Germany, DEU
17.6, 1994, May Average, Germany, DEU
21.0, 1994, Jun Average, Germany, DEU
27.4, 1994, Jul Average, Germany, DEU
23.3, 1994, Aug Average, Germany, DEU
17.5, 1994, Sep Average, Germany, DEU
12.3, 1994, Oct Average, Germany, DEU
9.7, 1994, Nov Average, Germany, DEU
5.9, 1994, Dec Average, Germany, DEU
3.0, 1995, Jan Average, Germany, DEU
7.7, 1995, Feb Average, Germany, DEU
7.5, 1995, Mar Average, Germany, DEU
12.9, 1995, Apr Average, Germany, DEU
17.6, 1995, May Average, Germany, DEU
18.9, 1995, Jun Average, Germany, DEU
25.9, 1995, Jul Average, Germany, DEU
24.2, 1995, Aug Average, Germany, DEU
17.0, 1995, Sep Average, Germany, DEU
16.1, 1995, Oct Average, Germany, DEU
6.1, 1995, Nov Average, Germany, DEU
0.4, 1995, Dec Average, Germany, DEU
0.5, 1996, Jan Average, Germany, DEU
1.1, 1996, Feb Average, Germany, DEU
5.1, 1996, Mar Average, Germany, DEU
14.5, 1996, Apr Average, Germany, DEU
15.5, 1996, May Average, Germany, DEU
20.7, 1996, Jun Average, Germany, DEU
21.0, 1996, Jul Average, Germany, DEU
22.5, 1996, Aug Average, Germany, DEU
15.4, 1996, Sep Average, Germany, DEU
13.4, 1996, Oct Average, Germany, DEU
7.1, 1996, Nov Average, Germany, DEU
0.5, 1996, Dec Average, Germany, DEU
0.4, 1997, Jan Average, Germany, DEU
7.5, 1997, Feb Average, Germany, DEU
10.3, 1997, Mar Average, Germany, DEU
11.7, 1997, Apr Average, Germany, DEU
17.9, 1997, May Average, Germany, DEU
21.0, 1997, Jun Average, Germany, DEU
22.1, 1997, Jul Average, Germany, DEU
25.7, 1997, Aug Average, Germany, DEU
20.1, 1997, Sep Average, Germany, DEU
12.1, 1997, Oct Average, Germany, DEU
7.0, 1997, Nov Average, Germany, DEU
4.4, 1997, Dec Average, Germany, DEU
5.1, 1998, Jan Average, Germany, DEU
8.3, 1998, Feb Average, Germany, DEU
9.2, 1998, Mar Average, Germany, DEU
13.4, 1998, Apr Average, Germany, DEU
19.5, 1998, May Average, Germany, DEU
21.4, 1998, Jun Average, Germany, DEU
21.1, 1998, Jul Average, Germany, DEU
22.4, 1998, Aug Average, Germany, DEU
17.6, 1998, Sep Average, Germany, DEU
11.8, 1998, Oct Average, Germany, DEU
4.0, 1998, Nov Average, Germany, DEU
3.6, 1998, Dec Average, Germany, DEU
5.4, 1999, Jan Average, Germany, DEU
3.3, 1999, Feb Average, Germany, DEU
9.5, 1999, Mar Average, Germany, DEU
14.0, 1999, Apr Average, Germany, DEU
19.0, 1999, May Average, Germany, DEU
20.4, 1999, Jun Average, Germany, DEU
24.4, 1999, Jul Average, Germany, DEU
22.7, 1999, Aug Average, Germany, DEU
22.5, 1999, Sep Average, Germany, DEU
13.2, 1999, Oct Average, Germany, DEU
6.5, 1999, Nov Average, Germany, DEU
4.5, 1999, Dec Average, Germany, DEU
3.6, 2000, Jan Average, Germany, DEU
7.1, 2000, Feb Average, Germany, DEU
8.9, 2000, Mar Average, Germany, DEU
15.7, 2000, Apr Average, Germany, DEU
20.5, 2000, May Average, Germany, DEU
22.4, 2000, Jun Average, Germany, DEU
19.7, 2000, Jul Average, Germany, DEU
23.4, 2000, Aug Average, Germany, DEU
18.8, 2000, Sep Average, Germany, DEU
14.3, 2000, Oct Average, Germany, DEU
9.2, 2000, Nov Average, Germany, DEU
5.6, 2000, Dec Average, Germany, DEU
3.4, 2001, Jan Average, Germany, DEU
5.7, 2001, Feb Average, Germany, DEU
7.9, 2001, Mar Average, Germany, DEU
11.8, 2001, Apr Average, Germany, DEU
19.9, 2001, May Average, Germany, DEU
19.4, 2001, Jun Average, Germany, DEU
24.1, 2001, Jul Average, Germany, DEU
24.3, 2001, Aug Average, Germany, DEU
15.8, 2001, Sep Average, Germany, DEU
16.8, 2001, Oct Average, Germany, DEU
7.1, 2001, Nov Average, Germany, DEU
2.4, 2001, Dec Average, Germany, DEU
4.3, 2002, Jan Average, Germany, DEU
8.4, 2002, Feb Average, Germany, DEU
10.4, 2002, Mar Average, Germany, DEU
13.2, 2002, Apr Average, Germany, DEU
18.7, 2002, May Average, Germany, DEU
22.6, 2002, Jun Average, Germany, DEU
22.8, 2002, Jul Average, Germany, DEU
24.0, 2002, Aug Average, Germany, DEU
18.5, 2002, Sep Average, Germany, DEU
12.3, 2002, Oct Average, Germany, DEU
8.2, 2002, Nov Average, Germany, DEU
2.5, 2002, Dec Average, Germany, DEU
2.5, 2003, Jan Average, Germany, DEU
2.4, 2003, Feb Average, Germany, DEU
10.8, 2003, Mar Average, Germany, DEU
14.5, 2003, Apr Average, Germany, DEU
19.5, 2003, May Average, Germany, DEU
24.5, 2003, Jun Average, Germany, DEU
24.7, 2003, Jul Average, Germany, DEU
26.3, 2003, Aug Average, Germany, DEU
20.5, 2003, Sep Average, Germany, DEU
10.4, 2003, Oct Average, Germany, DEU
9.4, 2003, Nov Average, Germany, DEU
5.0, 2003, Dec Average, Germany, DEU
2.1, 2004, Jan Average, Germany, DEU
5.7, 2004, Feb Average, Germany, DEU
8.9, 2004, Mar Average, Germany, DEU
14.9, 2004, Apr Average, Germany, DEU
16.8, 2004, May Average, Germany, DEU
20.5, 2004, Jun Average, Germany, DEU
22.0, 2004, Jul Average, Germany, DEU
23.9, 2004, Aug Average, Germany, DEU
19.6, 2004, Sep Average, Germany, DEU
14.4, 2004, Oct Average, Germany, DEU
7.2, 2004, Nov Average, Germany, DEU
3.7, 2004, Dec Average, Germany, DEU
4.7, 2005, Jan Average, Germany, DEU
1.9, 2005, Feb Average, Germany, DEU
8.3, 2005, Mar Average, Germany, DEU
14.6, 2005, Apr Average, Germany, DEU
18.3, 2005, May Average, Germany, DEU
22.0, 2005, Jun Average, Germany, DEU
23.3, 2005, Jul Average, Germany, DEU
20.9, 2005, Aug Average, Germany, DEU
20.7, 2005, Sep Average, Germany, DEU
16.1, 2005, Oct Average, Germany, DEU
7.3, 2005, Nov Average, Germany, DEU
3.0, 2005, Dec Average, Germany, DEU
0.5, 2006, Jan Average, Germany, DEU
2.6, 2006, Feb Average, Germany, DEU
5.8, 2006, Mar Average, Germany, DEU
13.0, 2006, Apr Average, Germany, DEU
18.3, 2006, May Average, Germany, DEU
22.7, 2006, Jun Average, Germany, DEU
27.8, 2006, Jul Average, Germany, DEU
20.3, 2006, Aug Average, Germany, DEU
22.7, 2006, Sep Average, Germany, DEU
16.9, 2006, Oct Average, Germany, DEU
10.6, 2006, Nov Average, Germany, DEU
7.2, 2006, Dec Average, Germany, DEU
7.3, 2007, Jan Average, Germany, DEU
