Rainfall - (MM), Year, Statistics, Country, ISO3
21.4, 1959, Feb Average, France, FRA
82.6, 1959, Mar Average, France, FRA
88.2, 1959, Apr Average, France, FRA
49.5, 1959, May Average, France, FRA
62.9, 1959, Jun Average, France, FRA
30.1, 1959, Jul Average, France, FRA
62.9, 1959, Aug Average, France, FRA
50.4, 1959, Sep Average, France, FRA
93.2, 1959, Oct Average, France, FRA
75.7, 1959, Nov Average, France, FRA
127.1, 1959, Dec Average, France, FRA
71.8, 1960, Jan Average, France, FRA
72.5, 1960, Feb Average, France, FRA
84.3, 1960, Mar Average, France, FRA
23.5, 1960, Apr Average, France, FRA
53.9, 1960, May Average, France, FRA
68.6, 1960, Jun Average, France, FRA
84.9, 1960, Jul Average, France, FRA
105.5, 1960, Aug Average, France, FRA
108.8, 1960, Sep Average, France, FRA
163.8, 1960, Oct Average, France, FRA
104.3, 1960, Nov Average, France, FRA
99.8, 1960, Dec Average, France, FRA
95.4, 1961, Jan Average, France, FRA
47.2, 1961, Feb Average, France, FRA
7.4, 1961, Mar Average, France, FRA
83.2, 1961, Apr Average, France, FRA
59.8, 1961, May Average, France, FRA
55.2, 1961, Jun Average, France, FRA
59.3, 1961, Jul Average, France, FRA
30.8, 1961, Aug Average, France, FRA
55.1, 1961, Sep Average, France, FRA
101.4, 1961, Oct Average, France, FRA
100.1, 1961, Nov Average, France, FRA
81.9, 1961, Dec Average, France, FRA
85.1, 1962, Jan Average, France, FRA
55.0, 1962, Feb Average, France, FRA
83.2, 1962, Mar Average, France, FRA
67.1, 1962, Apr Average, France, FRA
71.8, 1962, May Average, France, FRA
26.0, 1962, Jun Average, France, FRA
41.6, 1962, Jul Average, France, FRA
33.3, 1962, Aug Average, France, FRA
66.3, 1962, Sep Average, France, FRA
51.4, 1962, Oct Average, France, FRA
100.2, 1962, Nov Average, France, FRA
78.8, 1962, Dec Average, France, FRA
51.2, 1963, Jan Average, France, FRA
57.7, 1963, Feb Average, France, FRA
77.6, 1963, Mar Average, France, FRA
70.9, 1963, Apr Average, France, FRA
54.8, 1963, May Average, France, FRA
110.6, 1963, Jun Average, France, FRA
49.2, 1963, Jul Average, France, FRA
133.1, 1963, Aug Average, France, FRA
77.1, 1963, Sep Average, France, FRA
44.2, 1963, Oct Average, France, FRA
117.7, 1963, Nov Average, France, FRA
36.2, 1963, Dec Average, France, FRA
22.0, 1964, Jan Average, France, FRA
67.3, 1964, Feb Average, France, FRA
89.3, 1964, Mar Average, France, FRA
67.0, 1964, Apr Average, France, FRA
67.4, 1964, May Average, France, FRA
52.7, 1964, Jun Average, France, FRA
32.4, 1964, Jul Average, France, FRA
56.6, 1964, Aug Average, France, FRA
63.4, 1964, Sep Average, France, FRA
82.5, 1964, Oct Average, France, FRA
56.8, 1964, Nov Average, France, FRA
66.5, 1964, Dec Average, France, FRA
96.6, 1965, Jan Average, France, FRA
16.3, 1965, Feb Average, France, FRA
82.8, 1965, Mar Average, France, FRA
52.6, 1965, Apr Average, France, FRA
72.1, 1965, May Average, France, FRA
55.4, 1965, Jun Average, France, FRA
74.5, 1965, Jul Average, France, FRA
90.3, 1965, Aug Average, France, FRA
150.2, 1965, Sep Average, France, FRA
46.7, 1965, Oct Average, France, FRA
114.7, 1965, Nov Average, France, FRA
134.8, 1965, Dec Average, France, FRA
74.6, 1966, Jan Average, France, FRA
100.8, 1966, Feb Average, France, FRA
34.5, 1966, Mar Average, France, FRA
93.3, 1966, Apr Average, France, FRA
67.0, 1966, May Average, France, FRA
65.8, 1966, Jun Average, France, FRA
65.2, 1966, Jul Average, France, FRA
71.2, 1966, Aug Average, France, FRA
35.4, 1966, Sep Average, France, FRA
140.3, 1966, Oct Average, France, FRA
99.0, 1966, Nov Average, France, FRA
100.6, 1966, Dec Average, France, FRA
43.3, 1967, Jan Average, France, FRA
60.7, 1967, Feb Average, France, FRA
52.6, 1967, Mar Average, France, FRA
34.3, 1967, Apr Average, France, FRA
91.6, 1967, May Average, France, FRA
38.6, 1967, Jun Average, France, FRA
29.1, 1967, Jul Average, France, FRA
58.6, 1967, Aug Average, France, FRA
81.6, 1967, Sep Average, France, FRA
75.0, 1967, Oct Average, France, FRA
97.6, 1967, Nov Average, France, FRA
64.6, 1967, Dec Average, France, FRA
73.3, 1968, Jan Average, France, FRA
82.4, 1968, Feb Average, France, FRA
38.5, 1968, Mar Average, France, FRA
67.5, 1968, Apr Average, France, FRA
90.1, 1968, May Average, France, FRA
64.2, 1968, Jun Average, France, FRA
61.8, 1968, Jul Average, France, FRA
109.6, 1968, Aug Average, France, FRA
118.4, 1968, Sep Average, France, FRA
49.5, 1968, Oct Average, France, FRA
77.8, 1968, Nov Average, France, FRA
80.0, 1968, Dec Average, France, FRA
60.4, 1969, Jan Average, France, FRA
58.9, 1969, Feb Average, France, FRA
85.4, 1969, Mar Average, France, FRA
77.4, 1969, Apr Average, France, FRA
92.3, 1969, May Average, France, FRA
78.8, 1969, Jun Average, France, FRA
51.9, 1969, Jul Average, France, FRA
63.8, 1969, Aug Average, France, FRA
80.1, 1969, Sep Average, France, FRA
17.8, 1969, Oct Average, France, FRA
102.8, 1969, Nov Average, France, FRA
70.7, 1969, Dec Average, France, FRA
84.5, 1970, Jan Average, France, FRA
106.4, 1970, Feb Average, France, FRA
67.2, 1970, Mar Average, France, FRA
67.0, 1970, Apr Average, France, FRA
57.8, 1970, May Average, France, FRA
81.4, 1970, Jun Average, France, FRA
38.1, 1970, Jul Average, France, FRA
70.0, 1970, Aug Average, France, FRA
39.4, 1970, Sep Average, France, FRA
74.8, 1970, Oct Average, France, FRA
84.3, 1970, Nov Average, France, FRA
47.5, 1970, Dec Average, France, FRA
81.5, 1971, Jan Average, France, FRA
33.5, 1971, Feb Average, France, FRA
70.2, 1971, Mar Average, France, FRA
66.9, 1971, Apr Average, France, FRA
95.7, 1971, May Average, France, FRA
92.7, 1971, Jun Average, France, FRA
53.3, 1971, Jul Average, France, FRA
70.1, 1971, Aug Average, France, FRA
45.4, 1971, Sep Average, France, FRA
27.3, 1971, Oct Average, France, FRA
93.5, 1971, Nov Average, France, FRA
45.3, 1971, Dec Average, France, FRA
83.9, 1972, Jan Average, France, FRA
103.2, 1972, Feb Average, France, FRA
56.9, 1972, Mar Average, France, FRA
66.0, 1972, Apr Average, France, FRA
69.5, 1972, May Average, France, FRA
81.7, 1972, Jun Average, France, FRA
53.6, 1972, Jul Average, France, FRA
74.2, 1972, Aug Average, France, FRA
54.7, 1972, Sep Average, France, FRA
59.0, 1972, Oct Average, France, FRA
92.9, 1972, Nov Average, France, FRA
57.6, 1972, Dec Average, France, FRA
53.3, 1973, Jan Average, France, FRA
55.8, 1973, Feb Average, France, FRA
17.3, 1973, Mar Average, France, FRA
48.9, 1973, Apr Average, France, FRA
80.1, 1973, May Average, France, FRA
63.7, 1973, Jun Average, France, FRA
75.8, 1973, Jul Average, France, FRA
45.0, 1973, Aug Average, France, FRA
74.0, 1973, Sep Average, France, FRA
66.2, 1973, Oct Average, France, FRA
46.7, 1973, Nov Average, France, FRA
81.6, 1973, Dec Average, France, FRA
65.5, 1974, Jan Average, France, FRA
88.1, 1974, Feb Average, France, FRA
79.7, 1974, Mar Average, France, FRA
52.4, 1974, Apr Average, France, FRA
64.2, 1974, May Average, France, FRA
66.7, 1974, Jun Average, France, FRA
43.6, 1974, Jul Average, France, FRA
66.1, 1974, Aug Average, France, FRA
117.3, 1974, Sep Average, France, FRA
106.5, 1974, Oct Average, France, FRA
93.8, 1974, Nov Average, France, FRA
45.6, 1974, Dec Average, France, FRA
77.8, 1975, Jan Average, France, FRA
28.5, 1975, Feb Average, France, FRA
89.3, 1975, Mar Average, France, FRA
51.4, 1975, Apr Average, France, FRA
90.8, 1975, May Average, France, FRA
51.3, 1975, Jun Average, France, FRA
40.2, 1975, Jul Average, France, FRA
78.5, 1975, Aug Average, France, FRA
119.0, 1975, Sep Average, France, FRA
36.1, 1975, Oct Average, France, FRA
107.7, 1975, Nov Average, France, FRA
46.8, 1975, Dec Average, France, FRA
33.1, 1976, Jan Average, France, FRA
55.2, 1976, Feb Average, France, FRA
35.5, 1976, Mar Average, France, FRA
44.2, 1976, Apr Average, France, FRA
39.0, 1976, May Average, France, FRA
11.6, 1976, Jun Average, France, FRA
62.1, 1976, Jul Average, France, FRA
55.3, 1976, Aug Average, France, FRA
104.5, 1976, Sep Average, France, FRA
125.1, 1976, Oct Average, France, FRA
98.7, 1976, Nov Average, France, FRA
84.2, 1976, Dec Average, France, FRA
94.7, 1977, Jan Average, France, FRA
106.5, 1977, Feb Average, France, FRA
71.4, 1977, Mar Average, France, FRA
62.6, 1977, Apr Average, France, FRA
121.9, 1977, May Average, France, FRA
97.2, 1977, Jun Average, France, FRA
103.1, 1977, Jul Average, France, FRA
88.9, 1977, Aug Average, France, FRA
16.2, 1977, Sep Average, France, FRA
88.6, 1977, Oct Average, France, FRA
79.4, 1977, Nov Average, France, FRA
79.0, 1977, Dec Average, France, FRA
106.9, 1978, Jan Average, France, FRA
92.0, 1978, Feb Average, France, FRA
104.5, 1978, Mar Average, France, FRA
77.1, 1978, Apr Average, France, FRA
81.2, 1978, May Average, France, FRA
65.9, 1978, Jun Average, France, FRA
56.9, 1978, Jul Average, France, FRA
41.9, 1978, Aug Average, France, FRA
36.5, 1978, Sep Average, France, FRA
19.1, 1978, Oct Average, France, FRA
16.1, 1978, Nov Average, France, FRA
121.7, 1978, Dec Average, France, FRA
100.1, 1979, Jan Average, France, FRA
93.7, 1979, Feb Average, France, FRA
115.6, 1979, Mar Average, France, FRA
72.3, 1979, Apr Average, France, FRA
84.4, 1979, May Average, France, FRA
55.8, 1979, Jun Average, France, FRA
31.2, 1979, Jul Average, France, FRA
70.9, 1979, Aug Average, France, FRA
37.6, 1979, Sep Average, France, FRA
139.7, 1979, Oct Average, France, FRA
65.8, 1979, Nov Average, France, FRA
117.1, 1979, Dec Average, France, FRA
69.9, 1980, Jan Average, France, FRA
57.3, 1980, Feb Average, France, FRA
92.5, 1980, Mar Average, France, FRA
31.5, 1980, Apr Average, France, FRA
86.9, 1980, May Average, France, FRA
84.0, 1980, Jun Average, France, FRA
80.4, 1980, Jul Average, France, FRA
55.8, 1980, Aug Average, France, FRA
49.1, 1980, Sep Average, France, FRA
94.5, 1980, Oct Average, France, FRA
68.7, 1980, Nov Average, France, FRA
65.9, 1980, Dec Average, France, FRA
75.9, 1981, Jan Average, France, FRA
45.3, 1981, Feb Average, France, FRA
90.8, 1981, Mar Average, France, FRA
43.4, 1981, Apr Average, France, FRA
114.9, 1981, May Average, France, FRA
80.6, 1981, Jun Average, France, FRA
69.6, 1981, Jul Average, France, FRA
35.3, 1981, Aug Average, France, FRA
93.2, 1981, Sep Average, France, FRA
120.3, 1981, Oct Average, France, FRA
32.2, 1981, Nov Average, France, FRA
154.2, 1981, Dec Average, France, FRA
80.3, 1982, Jan Average, France, FRA
41.8, 1982, Feb Average, France, FRA
68.4, 1982, Mar Average, France, FRA
21.8, 1982, Apr Average, France, FRA
56.0, 1982, May Average, France, FRA
86.9, 1982, Jun Average, France, FRA
67.8, 1982, Jul Average, France, FRA
67.1, 1982, Aug Average, France, FRA
70.5, 1982, Sep Average, France, FRA
128.7, 1982, Oct Average, France, FRA
103.0, 1982, Nov Average, France, FRA
115.6, 1982, Dec Average, France, FRA
42.2, 1983, Jan Average, France, FRA
71.2, 1983, Feb Average, France, FRA
58.7, 1983, Mar Average, France, FRA
125.5, 1983, Apr Average, France, FRA
121.2, 1983, May Average, France, FRA
56.7, 1983, Jun Average, France, FRA
40.0, 1983, Jul Average, France, FRA
80.1, 1983, Aug Average, France, FRA
59.9, 1983, Sep Average, France, FRA
57.2, 1983, Oct Average, France, FRA
49.1, 1983, Nov Average, France, FRA
62.1, 1983, Dec Average, France, FRA
114.9, 1984, Jan Average, France, FRA
58.7, 1984, Feb Average, France, FRA
63.7, 1984, Mar Average, France, FRA
21.1, 1984, Apr Average, France, FRA
131.2, 1984, May Average, France, FRA
52.1, 1984, Jun Average, France, FRA
31.7, 1984, Jul Average, France, FRA
63.4, 1984, Aug Average, France, FRA
104.4, 1984, Sep Average, France, FRA
89.1, 1984, Oct Average, France, FRA
115.1, 1984, Nov Average, France, FRA
66.2, 1984, Dec Average, France, FRA
59.3, 1985, Jan Average, France, FRA
45.7, 1985, Feb Average, France, FRA
80.3, 1985, Mar Average, France, FRA
65.4, 1985, Apr Average, France, FRA
116.2, 1985, May Average, France, FRA
72.9, 1985, Jun Average, France, FRA
47.2, 1985, Jul Average, France, FRA
52.4, 1985, Aug Average, France, FRA
17.5, 1985, Sep Average, France, FRA
27.4, 1985, Oct Average, France, FRA
63.2, 1985, Nov Average, France, FRA
65.2, 1985, Dec Average, France, FRA
116.9, 1986, Jan Average, France, FRA
57.9, 1986, Feb Average, France, FRA
70.8, 1986, Mar Average, France, FRA
118.5, 1986, Apr Average, France, FRA
68.0, 1986, May Average, France, FRA
44.0, 1986, Jun Average, France, FRA
32.7, 1986, Jul Average, France, FRA
66.4, 1986, Aug Average, France, FRA
78.9, 1986, Sep Average, France, FRA
75.9, 1986, Oct Average, France, FRA
57.6, 1986, Nov Average, France, FRA
81.1, 1986, Dec Average, France, FRA
46.6, 1987, Jan Average, France, FRA
64.9, 1987, Feb Average, France, FRA
58.2, 1987, Mar Average, France, FRA
52.9, 1987, Apr Average, France, FRA
67.2, 1987, May Average, France, FRA
103.5, 1987, Jun Average, France, FRA
96.7, 1987, Jul Average, France, FRA
63.2, 1987, Aug Average, France, FRA
56.7, 1987, Sep Average, France, FRA
146.3, 1987, Oct Average, France, FRA
76.6, 1987, Nov Average, France, FRA
59.0, 1987, Dec Average, France, FRA
134.5, 1988, Jan Average, France, FRA
76.8, 1988, Feb Average, France, FRA
98.7, 1988, Mar Average, France, FRA
70.0, 1988, Apr Average, France, FRA
114.3, 1988, May Average, France, FRA
64.0, 1988, Jun Average, France, FRA
72.8, 1988, Jul Average, France, FRA
40.4, 1988, Aug Average, France, FRA
56.5, 1988, Sep Average, France, FRA
95.0, 1988, Oct Average, France, FRA
40.6, 1988, Nov Average, France, FRA
50.3, 1988, Dec Average, France, FRA
26.5, 1989, Jan Average, France, FRA
63.6, 1989, Feb Average, France, FRA
54.0, 1989, Mar Average, France, FRA
131.5, 1989, Apr Average, France, FRA
30.9, 1989, May Average, France, FRA
36.4, 1989, Jun Average, France, FRA
47.9, 1989, Jul Average, France, FRA
43.4, 1989, Aug Average, France, FRA
43.4, 1989, Sep Average, France, FRA
43.2, 1989, Oct Average, France, FRA
66.0, 1989, Nov Average, France, FRA
78.0, 1989, Dec Average, France, FRA
54.5, 1990, Jan Average, France, FRA
98.1, 1990, Feb Average, France, FRA
16.5, 1990, Mar Average, France, FRA
72.2, 1990, Apr Average, France, FRA
53.5, 1990, May Average, France, FRA
78.0, 1990, Jun Average, France, FRA
33.7, 1990, Jul Average, France, FRA
41.7, 1990, Aug Average, France, FRA
45.0, 1990, Sep Average, France, FRA
116.7, 1990, Oct Average, France, FRA
75.7, 1990, Nov Average, France, FRA
75.8, 1990, Dec Average, France, FRA
56.0, 1991, Jan Average, France, FRA
38.5, 1991, Feb Average, France, FRA
76.9, 1991, Mar Average, France, FRA
50.2, 1991, Apr Average, France, FRA
36.2, 1991, May Average, France, FRA
69.3, 1991, Jun Average, France, FRA
54.2, 1991, Jul Average, France, FRA
25.2, 1991, Aug Average, France, FRA
98.0, 1991, Sep Average, France, FRA
77.8, 1991, Oct Average, France, FRA
91.4, 1991, Nov Average, France, FRA
35.3, 1991, Dec Average, France, FRA
25.1, 1992, Jan Average, France, FRA
34.4, 1992, Feb Average, France, FRA
59.0, 1992, Mar Average, France, FRA
55.4, 1992, Apr Average, France, FRA
64.2, 1992, May Average, France, FRA
107.4, 1992, Jun Average, France, FRA
67.0, 1992, Jul Average, France, FRA
89.0, 1992, Aug Average, France, FRA
69.0, 1992, Sep Average, France, FRA
123.0, 1992, Oct Average, France, FRA
102.4, 1992, Nov Average, France, FRA
54.5, 1992, Dec Average, France, FRA
43.0, 1993, Jan Average, France, FRA
17.9, 1993, Feb Average, France, FRA
20.8, 1993, Mar Average, France, FRA
105.5, 1993, Apr Average, France, FRA
77.3, 1993, May Average, France, FRA
85.4, 1993, Jun Average, France, FRA
62.0, 1993, Jul Average, France, FRA
41.4, 1993, Aug Average, France, FRA
156.2, 1993, Sep Average, France, FRA
118.2, 1993, Oct Average, France, FRA
44.9, 1993, Nov Average, France, FRA
112.6, 1993, Dec Average, France, FRA
105.7, 1994, Jan Average, France, FRA
86.0, 1994, Feb Average, France, FRA
34.6, 1994, Mar Average, France, FRA
86.8, 1994, Apr Average, France, FRA
91.9, 1994, May Average, France, FRA
60.4, 1994, Jun Average, France, FRA
51.3, 1994, Jul Average, France, FRA
58.5, 1994, Aug Average, France, FRA
146.9, 1994, Sep Average, France, FRA
83.0, 1994, Oct Average, France, FRA
75.2, 1994, Nov Average, France, FRA
73.8, 1994, Dec Average, France, FRA
119.0, 1995, Jan Average, France, FRA
91.8, 1995, Feb Average, France, FRA
71.6, 1995, Mar Average, France, FRA
65.8, 1995, Apr Average, France, FRA
83.1, 1995, May Average, France, FRA
28.3, 1995, Jun Average, France, FRA
54.1, 1995, Jul Average, France, FRA
48.6, 1995, Aug Average, France, FRA
107.0, 1995, Sep Average, France, FRA
43.2, 1995, Oct Average, France, FRA
59.7, 1995, Nov Average, France, FRA
100.0, 1995, Dec Average, France, FRA
83.2, 1996, Jan Average, France, FRA
72.2, 1996, Feb Average, France, FRA
37.4, 1996, Mar Average, France, FRA
40.8, 1996, Apr Average, France, FRA
82.9, 1996, May Average, France, FRA
39.1, 1996, Jun Average, France, FRA
61.7, 1996, Jul Average, France, FRA
79.8, 1996, Aug Average, France, FRA
56.2, 1996, Sep Average, France, FRA
55.5, 1996, Oct Average, France, FRA
158.5, 1996, Nov Average, France, FRA
82.3, 1996, Dec Average, France, FRA
58.8, 1997, Jan Average, France, FRA
62.0, 1997, Feb Average, France, FRA
12.0, 1997, Mar Average, France, FRA
26.4, 1997, Apr Average, France, FRA
85.9, 1997, May Average, France, FRA
125.7, 1997, Jun Average, France, FRA
54.1, 1997, Jul Average, France, FRA
77.4, 1997, Aug Average, France, FRA
23.5, 1997, Sep Average, France, FRA
50.7, 1997, Oct Average, France, FRA
113.5, 1997, Nov Average, France, FRA
99.5, 1997, Dec Average, France, FRA
83.5, 1998, Jan Average, France, FRA
18.6, 1998, Feb Average, France, FRA
33.9, 1998, Mar Average, France, FRA
143.1, 1998, Apr Average, France, FRA
50.6, 1998, May Average, France, FRA
55.2, 1998, Jun Average, France, FRA
43.0, 1998, Jul Average, France, FRA
36.0, 1998, Aug Average, France, FRA
119.2, 1998, Sep Average, France, FRA
108.2, 1998, Oct Average, France, FRA
55.3, 1998, Nov Average, France, FRA
66.3, 1998, Dec Average, France, FRA
85.9, 1999, Jan Average, France, FRA
61.8, 1999, Feb Average, France, FRA
63.8, 1999, Mar Average, France, FRA
85.0, 1999, Apr Average, France, FRA
81.1, 1999, May Average, France, FRA
58.8, 1999, Jun Average, France, FRA
56.3, 1999, Jul Average, France, FRA
72.2, 1999, Aug Average, France, FRA
122.9, 1999, Sep Average, France, FRA
92.4, 1999, Oct Average, France, FRA
76.3, 1999, Nov Average, France, FRA
130.8, 1999, Dec Average, France, FRA
24.1, 2000, Jan Average, France, FRA
67.6, 2000, Feb Average, France, FRA
45.8, 2000, Mar Average, France, FRA
100.8, 2000, Apr Average, France, FRA
78.8, 2000, May Average, France, FRA
55.7, 2000, Jun Average, France, FRA
100.7, 2000, Jul Average, France, FRA
53.5, 2000, Aug Average, France, FRA
68.3, 2000, Sep Average, France, FRA
130.8, 2000, Oct Average, France, FRA
141.1, 2000, Nov Average, France, FRA
88.0, 2000, Dec Average, France, FRA
102.7, 2001, Jan Average, France, FRA
46.3, 2001, Feb Average, France, FRA
137.9, 2001, Mar Average, France, FRA
91.7, 2001, Apr Average, France, FRA
61.4, 2001, May Average, France, FRA
46.1, 2001, Jun Average, France, FRA
100.0, 2001, Jul Average, France, FRA
57.6, 2001, Aug Average, France, FRA
74.9, 2001, Sep Average, France, FRA
86.3, 2001, Oct Average, France, FRA
54.5, 2001, Nov Average, France, FRA
37.6, 2001, Dec Average, France, FRA
39.6, 2002, Jan Average, France, FRA
85.5, 2002, Feb Average, France, FRA
50.9, 2002, Mar Average, France, FRA
36.9, 2002, Apr Average, France, FRA
105.5, 2002, May Average, France, FRA
64.5, 2002, Jun Average, France, FRA
72.2, 2002, Jul Average, France, FRA
92.1, 2002, Aug Average, France, FRA
63.4, 2002, Sep Average, France, FRA
94.1, 2002, Oct Average, France, FRA
146.0, 2002, Nov Average, France, FRA
91.6, 2002, Dec Average, France, FRA
77.6, 2003, Jan Average, France, FRA
41.9, 2003, Feb Average, France, FRA
28.8, 2003, Mar Average, France, FRA
50.6, 2003, Apr Average, France, FRA
61.6, 2003, May Average, France, FRA
46.0, 2003, Jun Average, France, FRA
47.6, 2003, Jul Average, France, FRA
40.3, 2003, Aug Average, France, FRA
52.8, 2003, Sep Average, France, FRA
106.7, 2003, Oct Average, France, FRA
83.8, 2003, Nov Average, France, FRA
81.9, 2003, Dec Average, France, FRA
118.7, 2004, Jan Average, France, FRA
37.1, 2004, Feb Average, France, FRA
48.3, 2004, Mar Average, France, FRA
68.7, 2004, Apr Average, France, FRA
53.8, 2004, May Average, France, FRA
30.2, 2004, Jun Average, France, FRA
55.3, 2004, Jul Average, France, FRA
108.4, 2004, Aug Average, France, FRA
30.8, 2004, Sep Average, France, FRA
124.9, 2004, Oct Average, France, FRA
44.5, 2004, Nov Average, France, FRA
64.5, 2004, Dec Average, France, FRA
41.6, 2005, Jan Average, France, FRA
36.8, 2005, Feb Average, France, FRA
40.3, 2005, Mar Average, France, FRA
90.2, 2005, Apr Average, France, FRA
63.0, 2005, May Average, France, FRA
43.6, 2005, Jun Average, France, FRA
51.9, 2005, Jul Average, France, FRA
42.1, 2005, Aug Average, France, FRA
61.6, 2005, Sep Average, France, FRA
74.2, 2005, Oct Average, France, FRA
69.6, 2005, Nov Average, France, FRA
59.0, 2005, Dec Average, France, FRA
50.8, 2006, Jan Average, France, FRA
54.5, 2006, Feb Average, France, FRA
105.2, 2006, Mar Average, France, FRA
44.3, 2006, Apr Average, France, FRA
78.5, 2006, May Average, France, FRA
33.2, 2006, Jun Average, France, FRA
58.1, 2006, Jul Average, France, FRA
84.0, 2006, Aug Average, France, FRA
88.9, 2006, Sep Average, France, FRA
81.6, 2006, Oct Average, France, FRA
67.6, 2006, Nov Average, France, FRA
70.0, 2006, Dec Average, France, FRA
55.0, 2007, Jan Average, France, FRA
83.8, 2007, Feb Average, France, FRA
71.4, 2007, Mar Average, France, FRA
34.1, 2007, Apr Average, France, FRA
119.9, 2007, May Average, France, FRA
97.8, 2007, Jun Average, France, FRA
81.1, 2007, Jul Average, France, FRA
88.5, 2007, Aug Average, France, FRA
43.0, 2007, Sep Average, France, FRA
38.6, 2007, Oct Average, France, FRA
58.3, 2007, Nov Average, France, FRA
60.3, 2007, Dec Average, France, FRA
81.3, 2008, Jan Average, France, FRA
37.0, 2008, Feb Average, France, FRA
82.7, 2008, Mar Average, France, FRA
92.2, 2008, Apr Average, France, FRA
105.3, 2008, May Average, France, FRA
62.9, 2008, Jun Average, France, FRA
65.3, 2008, Jul Average, France, FRA
75.0, 2008, Aug Average, France, FRA
71.5, 2008, Sep Average, France, FRA
97.0, 2008, Oct Average, France, FRA
88.2, 2008, Nov Average, France, FRA
74.9, 2008, Dec Average, France, FRA
71.8, 2009, Jan Average, France, FRA
55.2, 2009, Feb Average, France, FRA
45.4, 2009, Mar Average, France, FRA
83.5, 2009, Apr Average, France, FRA
56.1, 2009, May Average, France, FRA
75.7, 2009, Jun Average, France, FRA
58.5, 2009, Jul Average, France, FRA
35.9, 2009, Aug Average, France, FRA
49.2, 2009, Sep Average, France, FRA
54.8, 2009, Oct Average, France, FRA
108.8, 2009, Nov Average, France, FRA
104.0, 2009, Dec Average, France, FRA
60.8, 2010, Jan Average, France, FRA
74.7, 2010, Feb Average, France, FRA
64.0, 2010, Mar Average, France, FRA
30.9, 2010, Apr Average, France, FRA
77.5, 2010, May Average, France, FRA
82.4, 2010, Jun Average, France, FRA
43.8, 2010, Jul Average, France, FRA
65.4, 2010, Aug Average, France, FRA
68.6, 2010, Sep Average, France, FRA
77.0, 2010, Oct Average, France, FRA
101.7, 2010, Nov Average, France, FRA
86.3, 2010, Dec Average, France, FRA
50.9, 2011, Jan Average, France, FRA
41.9, 2011, Feb Average, France, FRA
50.7, 2011, Mar Average, France, FRA
20.6, 2011, Apr Average, France, FRA
34.0, 2011, May Average, France, FRA
71.2, 2011, Jun Average, France, FRA
93.6, 2011, Jul Average, France, FRA
74.0, 2011, Aug Average, France, FRA
45.1, 2011, Sep Average, France, FRA
49.7, 2011, Oct Average, France, FRA
65.4, 2011, Nov Average, France, FRA
123.3, 2011, Dec Average, France, FRA
53.3, 2012, Jan Average, France, FRA
11.2, 2012, Feb Average, France, FRA
26.4, 2012, Mar Average, France, FRA
116.4, 2012, Apr Average, France, FRA
79.6, 2012, May Average, France, FRA
85.2, 2012, Jun Average, France, FRA
66.7, 2012, Jul Average, France, FRA
43.5, 2012, Aug Average, France, FRA
65.3, 2012, Sep Average, France, FRA
120.9, 2012, Oct Average, France, FRA
85.8, 2012, Nov Average, France, FRA
111.3, 2012, Dec Average, France, FRA
75.6, 2013, Jan Average, France, FRA
59.9, 2013, Feb Average, France, FRA
85.3, 2013, Mar Average, France, FRA
81.1, 2013, Apr Average, France, FRA
117.5, 2013, May Average, France, FRA
61.8, 2013, Jun Average, France, FRA
67.5, 2013, Jul Average, France, FRA
43.4, 2013, Aug Average, France, FRA
69.5, 2013, Sep Average, France, FRA
97.3, 2013, Oct Average, France, FRA
107.4, 2013, Nov Average, France, FRA
74.1, 2013, Dec Average, France, FRA
110.1, 2014, Jan Average, France, FRA
99.8, 2014, Feb Average, France, FRA
36.1, 2014, Mar Average, France, FRA
48.7, 2014, Apr Average, France, FRA
74.3, 2014, May Average, France, FRA
55.8, 2014, Jun Average, France, FRA
108.4, 2014, Jul Average, France, FRA
88.4, 2014, Aug Average, France, FRA
45.0, 2014, Sep Average, France, FRA
74.5, 2014, Oct Average, France, FRA
125.2, 2014, Nov Average, France, FRA
57.0, 2014, Dec Average, France, FRA
78.8, 2015, Jan Average, France, FRA
65.3, 2015, Feb Average, France, FRA
54.0, 2015, Mar Average, France, FRA
56.1, 2015, Apr Average, France, FRA
51.8, 2015, May Average, France, FRA
60.2, 2015, Jun Average, France, FRA
30.9, 2015, Jul Average, France, FRA
90.2, 2015, Aug Average, France, FRA
77.3, 2015, Sep Average, France, FRA
57.2, 2015, Oct Average, France, FRA
59.8, 2015, Nov Average, France, FRA
25.0, 2015, Dec Average, France, FRA
105.7, 2016, Jan Average, France, FRA
94.0, 2016, Feb Average, France, FRA
74.0, 2016, Mar Average, France, FRA
73.4, 2016, Apr Average, France, FRA
105.5, 2016, May Average, France, FRA
86.6, 2016, Jun Average, France, FRA
34.0, 2016, Jul Average, France, FRA
25.6, 2016, Aug Average, France, FRA
40.4, 2016, Sep Average, France, FRA
61.5, 2016, Oct Average, France, FRA
97.3, 2016, Nov Average, France, FRA
19.5, 2016, Dec Average, France, FRA
44.0, 2017, Jan Average, France, FRA
59.9, 2017, Feb Average, France, FRA
75.1, 2017, Mar Average, France, FRA
32.7, 2017, Apr Average, France, FRA
77.6, 2017, May Average, France, FRA
66.4, 2017, Jun Average, France, FRA
52.9, 2017, Jul Average, France, FRA
52.4, 2017, Aug Average, France, FRA
66.1, 2017, Sep Average, France, FRA
