tasmin, Year, Statistics, Country, ISO3
-3.4, 1951, Jan Average, Turkey, TUR
-3.1, 1951, Feb Average, Turkey, TUR
1.7, 1951, Mar Average, Turkey, TUR
5.3, 1951, Apr Average, Turkey, TUR
8.6, 1951, May Average, Turkey, TUR
11.4, 1951, Jun Average, Turkey, TUR
14.1, 1951, Jul Average, Turkey, TUR
15.1, 1951, Aug Average, Turkey, TUR
11.3, 1951, Sep Average, Turkey, TUR
4.6, 1951, Oct Average, Turkey, TUR
2.6, 1951, Nov Average, Turkey, TUR
-4.4, 1951, Dec Average, Turkey, TUR
-4.1, 1952, Jan Average, Turkey, TUR
-2.4, 1952, Feb Average, Turkey, TUR
-1.4, 1952, Mar Average, Turkey, TUR
4.3, 1952, Apr Average, Turkey, TUR
7.6, 1952, May Average, Turkey, TUR
10.6, 1952, Jun Average, Turkey, TUR
14.4, 1952, Jul Average, Turkey, TUR
15.1, 1952, Aug Average, Turkey, TUR
12.7, 1952, Sep Average, Turkey, TUR
7.9, 1952, Oct Average, Turkey, TUR
2.7, 1952, Nov Average, Turkey, TUR
0.6, 1952, Dec Average, Turkey, TUR
-2.2, 1953, Jan Average, Turkey, TUR
-2.5, 1953, Feb Average, Turkey, TUR
-3.9, 1953, Mar Average, Turkey, TUR
4.3, 1953, Apr Average, Turkey, TUR
7.5, 1953, May Average, Turkey, TUR
11.7, 1953, Jun Average, Turkey, TUR
14.7, 1953, Jul Average, Turkey, TUR
15.1, 1953, Aug Average, Turkey, TUR
10.3, 1953, Sep Average, Turkey, TUR
7.1, 1953, Oct Average, Turkey, TUR
-0.5, 1953, Nov Average, Turkey, TUR
-7.1, 1953, Dec Average, Turkey, TUR
-7.2, 1954, Jan Average, Turkey, TUR
-5.1, 1954, Feb Average, Turkey, TUR
0.3, 1954, Mar Average, Turkey, TUR
3.2, 1954, Apr Average, Turkey, TUR
8.1, 1954, May Average, Turkey, TUR
13.0, 1954, Jun Average, Turkey, TUR
15.8, 1954, Jul Average, Turkey, TUR
15.8, 1954, Aug Average, Turkey, TUR
11.9, 1954, Sep Average, Turkey, TUR
7.2, 1954, Oct Average, Turkey, TUR
3.1, 1954, Nov Average, Turkey, TUR
-0.2, 1954, Dec Average, Turkey, TUR
-1.6, 1955, Jan Average, Turkey, TUR
0.4, 1955, Feb Average, Turkey, TUR
0.9, 1955, Mar Average, Turkey, TUR
4.2, 1955, Apr Average, Turkey, TUR
8.7, 1955, May Average, Turkey, TUR
13.1, 1955, Jun Average, Turkey, TUR
14.8, 1955, Jul Average, Turkey, TUR
14.3, 1955, Aug Average, Turkey, TUR
11.8, 1955, Sep Average, Turkey, TUR
8.8, 1955, Oct Average, Turkey, TUR
2.7, 1955, Nov Average, Turkey, TUR
-1.4, 1955, Dec Average, Turkey, TUR
-3.5, 1956, Jan Average, Turkey, TUR
-3.1, 1956, Feb Average, Turkey, TUR
-2.7, 1956, Mar Average, Turkey, TUR
4.0, 1956, Apr Average, Turkey, TUR
7.0, 1956, May Average, Turkey, TUR
11.9, 1956, Jun Average, Turkey, TUR
14.3, 1956, Jul Average, Turkey, TUR
15.3, 1956, Aug Average, Turkey, TUR
9.6, 1956, Sep Average, Turkey, TUR
4.4, 1956, Oct Average, Turkey, TUR
0.6, 1956, Nov Average, Turkey, TUR
-5.0, 1956, Dec Average, Turkey, TUR
-7.0, 1957, Jan Average, Turkey, TUR
-3.1, 1957, Feb Average, Turkey, TUR
0.1, 1957, Mar Average, Turkey, TUR
4.8, 1957, Apr Average, Turkey, TUR
7.6, 1957, May Average, Turkey, TUR
11.7, 1957, Jun Average, Turkey, TUR
14.7, 1957, Jul Average, Turkey, TUR
15.7, 1957, Aug Average, Turkey, TUR
12.6, 1957, Sep Average, Turkey, TUR
7.8, 1957, Oct Average, Turkey, TUR
2.5, 1957, Nov Average, Turkey, TUR
-1.9, 1957, Dec Average, Turkey, TUR
-2.6, 1958, Jan Average, Turkey, TUR
-2.2, 1958, Feb Average, Turkey, TUR
1.0, 1958, Mar Average, Turkey, TUR
4.7, 1958, Apr Average, Turkey, TUR
9.1, 1958, May Average, Turkey, TUR
11.4, 1958, Jun Average, Turkey, TUR
14.0, 1958, Jul Average, Turkey, TUR
14.6, 1958, Aug Average, Turkey, TUR
10.2, 1958, Sep Average, Turkey, TUR
5.9, 1958, Oct Average, Turkey, TUR
1.8, 1958, Nov Average, Turkey, TUR
-1.5, 1958, Dec Average, Turkey, TUR
-2.9, 1959, Jan Average, Turkey, TUR
-7.9, 1959, Feb Average, Turkey, TUR
-1.3, 1959, Mar Average, Turkey, TUR
5.0, 1959, Apr Average, Turkey, TUR
8.5, 1959, May Average, Turkey, TUR
11.3, 1959, Jun Average, Turkey, TUR
14.6, 1959, Jul Average, Turkey, TUR
14.0, 1959, Aug Average, Turkey, TUR
8.6, 1959, Sep Average, Turkey, TUR
4.2, 1959, Oct Average, Turkey, TUR
2.3, 1959, Nov Average, Turkey, TUR
-0.5, 1959, Dec Average, Turkey, TUR
-2.8, 1960, Jan Average, Turkey, TUR
-3.4, 1960, Feb Average, Turkey, TUR
-0.2, 1960, Mar Average, Turkey, TUR
4.7, 1960, Apr Average, Turkey, TUR
9.3, 1960, May Average, Turkey, TUR
11.3, 1960, Jun Average, Turkey, TUR
14.5, 1960, Jul Average, Turkey, TUR
13.7, 1960, Aug Average, Turkey, TUR
11.4, 1960, Sep Average, Turkey, TUR
7.8, 1960, Oct Average, Turkey, TUR
3.8, 1960, Nov Average, Turkey, TUR
0.4, 1960, Dec Average, Turkey, TUR
-4.7, 1961, Jan Average, Turkey, TUR
-3.5, 1961, Feb Average, Turkey, TUR
-1.8, 1961, Mar Average, Turkey, TUR
5.0, 1961, Apr Average, Turkey, TUR
8.9, 1961, May Average, Turkey, TUR
12.4, 1961, Jun Average, Turkey, TUR
14.8, 1961, Jul Average, Turkey, TUR
15.0, 1961, Aug Average, Turkey, TUR
9.1, 1961, Sep Average, Turkey, TUR
6.2, 1961, Oct Average, Turkey, TUR
2.4, 1961, Nov Average, Turkey, TUR
-0.3, 1961, Dec Average, Turkey, TUR
-3.8, 1962, Jan Average, Turkey, TUR
-3.1, 1962, Feb Average, Turkey, TUR
1.5, 1962, Mar Average, Turkey, TUR
4.2, 1962, Apr Average, Turkey, TUR
8.9, 1962, May Average, Turkey, TUR
12.1, 1962, Jun Average, Turkey, TUR
15.5, 1962, Jul Average, Turkey, TUR
15.7, 1962, Aug Average, Turkey, TUR
11.0, 1962, Sep Average, Turkey, TUR
7.5, 1962, Oct Average, Turkey, TUR
4.6, 1962, Nov Average, Turkey, TUR
0.4, 1962, Dec Average, Turkey, TUR
-1.5, 1963, Jan Average, Turkey, TUR
-0.4, 1963, Feb Average, Turkey, TUR
-2.2, 1963, Mar Average, Turkey, TUR
4.1, 1963, Apr Average, Turkey, TUR
7.8, 1963, May Average, Turkey, TUR
11.5, 1963, Jun Average, Turkey, TUR
15.0, 1963, Jul Average, Turkey, TUR
14.9, 1963, Aug Average, Turkey, TUR
11.6, 1963, Sep Average, Turkey, TUR
7.6, 1963, Oct Average, Turkey, TUR
1.9, 1963, Nov Average, Turkey, TUR
-2.0, 1963, Dec Average, Turkey, TUR
-10.3, 1964, Jan Average, Turkey, TUR
-4.4, 1964, Feb Average, Turkey, TUR
0.7, 1964, Mar Average, Turkey, TUR
3.2, 1964, Apr Average, Turkey, TUR
7.2, 1964, May Average, Turkey, TUR
12.2, 1964, Jun Average, Turkey, TUR
14.3, 1964, Jul Average, Turkey, TUR
13.2, 1964, Aug Average, Turkey, TUR
10.0, 1964, Sep Average, Turkey, TUR
5.4, 1964, Oct Average, Turkey, TUR
1.7, 1964, Nov Average, Turkey, TUR
-1.8, 1964, Dec Average, Turkey, TUR
-4.4, 1965, Jan Average, Turkey, TUR
-4.8, 1965, Feb Average, Turkey, TUR
0.4, 1965, Mar Average, Turkey, TUR
3.5, 1965, Apr Average, Turkey, TUR
7.6, 1965, May Average, Turkey, TUR
12.3, 1965, Jun Average, Turkey, TUR
14.4, 1965, Jul Average, Turkey, TUR
14.4, 1965, Aug Average, Turkey, TUR
10.7, 1965, Sep Average, Turkey, TUR
4.1, 1965, Oct Average, Turkey, TUR
1.1, 1965, Nov Average, Turkey, TUR
-0.6, 1965, Dec Average, Turkey, TUR
-0.5, 1966, Jan Average, Turkey, TUR
-0.0, 1966, Feb Average, Turkey, TUR
0.6, 1966, Mar Average, Turkey, TUR
5.7, 1966, Apr Average, Turkey, TUR
7.8, 1966, May Average, Turkey, TUR
11.6, 1966, Jun Average, Turkey, TUR
15.1, 1966, Jul Average, Turkey, TUR
15.7, 1966, Aug Average, Turkey, TUR
10.8, 1966, Sep Average, Turkey, TUR
7.8, 1966, Oct Average, Turkey, TUR
5.1, 1966, Nov Average, Turkey, TUR
-0.2, 1966, Dec Average, Turkey, TUR
-4.9, 1967, Jan Average, Turkey, TUR
-7.3, 1967, Feb Average, Turkey, TUR
-1.7, 1967, Mar Average, Turkey, TUR
3.3, 1967, Apr Average, Turkey, TUR
8.5, 1967, May Average, Turkey, TUR
10.5, 1967, Jun Average, Turkey, TUR
14.2, 1967, Jul Average, Turkey, TUR
14.7, 1967, Aug Average, Turkey, TUR
10.4, 1967, Sep Average, Turkey, TUR
6.7, 1967, Oct Average, Turkey, TUR
1.7, 1967, Nov Average, Turkey, TUR
-1.4, 1967, Dec Average, Turkey, TUR
-6.0, 1968, Jan Average, Turkey, TUR
-4.4, 1968, Feb Average, Turkey, TUR
-1.1, 1968, Mar Average, Turkey, TUR
5.7, 1968, Apr Average, Turkey, TUR
10.2, 1968, May Average, Turkey, TUR
11.3, 1968, Jun Average, Turkey, TUR
14.7, 1968, Jul Average, Turkey, TUR
13.1, 1968, Aug Average, Turkey, TUR
11.0, 1968, Sep Average, Turkey, TUR
7.0, 1968, Oct Average, Turkey, TUR
3.4, 1968, Nov Average, Turkey, TUR
-0.5, 1968, Dec Average, Turkey, TUR
-4.1, 1969, Jan Average, Turkey, TUR
-3.9, 1969, Feb Average, Turkey, TUR
1.3, 1969, Mar Average, Turkey, TUR
2.8, 1969, Apr Average, Turkey, TUR
9.1, 1969, May Average, Turkey, TUR
12.5, 1969, Jun Average, Turkey, TUR
13.3, 1969, Jul Average, Turkey, TUR
14.4, 1969, Aug Average, Turkey, TUR
11.3, 1969, Sep Average, Turkey, TUR
6.4, 1969, Oct Average, Turkey, TUR
0.6, 1969, Nov Average, Turkey, TUR
0.2, 1969, Dec Average, Turkey, TUR
-1.6, 1970, Jan Average, Turkey, TUR
-0.7, 1970, Feb Average, Turkey, TUR
1.7, 1970, Mar Average, Turkey, TUR
5.8, 1970, Apr Average, Turkey, TUR
7.9, 1970, May Average, Turkey, TUR
11.9, 1970, Jun Average, Turkey, TUR
15.2, 1970, Jul Average, Turkey, TUR
14.3, 1970, Aug Average, Turkey, TUR
10.5, 1970, Sep Average, Turkey, TUR
5.4, 1970, Oct Average, Turkey, TUR
3.3, 1970, Nov Average, Turkey, TUR
-3.0, 1970, Dec Average, Turkey, TUR
-3.1, 1971, Jan Average, Turkey, TUR
-3.2, 1971, Feb Average, Turkey, TUR
0.5, 1971, Mar Average, Turkey, TUR
4.1, 1971, Apr Average, Turkey, TUR
8.9, 1971, May Average, Turkey, TUR
11.5, 1971, Jun Average, Turkey, TUR
14.7, 1971, Jul Average, Turkey, TUR
14.5, 1971, Aug Average, Turkey, TUR
11.4, 1971, Sep Average, Turkey, TUR
4.3, 1971, Oct Average, Turkey, TUR
2.0, 1971, Nov Average, Turkey, TUR
-3.6, 1971, Dec Average, Turkey, TUR
-9.4, 1972, Jan Average, Turkey, TUR
-7.3, 1972, Feb Average, Turkey, TUR
-1.3, 1972, Mar Average, Turkey, TUR
6.0, 1972, Apr Average, Turkey, TUR
8.0, 1972, May Average, Turkey, TUR
12.1, 1972, Jun Average, Turkey, TUR
14.9, 1972, Jul Average, Turkey, TUR
14.6, 1972, Aug Average, Turkey, TUR
11.5, 1972, Sep Average, Turkey, TUR
7.5, 1972, Oct Average, Turkey, TUR
0.2, 1972, Nov Average, Turkey, TUR
-5.5, 1972, Dec Average, Turkey, TUR
-6.7, 1973, Jan Average, Turkey, TUR
-1.9, 1973, Feb Average, Turkey, TUR
-1.0, 1973, Mar Average, Turkey, TUR
4.0, 1973, Apr Average, Turkey, TUR
8.5, 1973, May Average, Turkey, TUR
11.0, 1973, Jun Average, Turkey, TUR
14.5, 1973, Jul Average, Turkey, TUR
14.2, 1973, Aug Average, Turkey, TUR
11.2, 1973, Sep Average, Turkey, TUR
7.2, 1973, Oct Average, Turkey, TUR
-1.1, 1973, Nov Average, Turkey, TUR
-3.4, 1973, Dec Average, Turkey, TUR
-7.7, 1974, Jan Average, Turkey, TUR
-4.6, 1974, Feb Average, Turkey, TUR
1.3, 1974, Mar Average, Turkey, TUR
3.1, 1974, Apr Average, Turkey, TUR
8.3, 1974, May Average, Turkey, TUR
12.2, 1974, Jun Average, Turkey, TUR
14.1, 1974, Jul Average, Turkey, TUR
13.8, 1974, Aug Average, Turkey, TUR
10.0, 1974, Sep Average, Turkey, TUR
8.5, 1974, Oct Average, Turkey, TUR
2.2, 1974, Nov Average, Turkey, TUR
-2.4, 1974, Dec Average, Turkey, TUR
-5.3, 1975, Jan Average, Turkey, TUR
-4.0, 1975, Feb Average, Turkey, TUR
0.1, 1975, Mar Average, Turkey, TUR
6.1, 1975, Apr Average, Turkey, TUR
8.5, 1975, May Average, Turkey, TUR
12.3, 1975, Jun Average, Turkey, TUR
15.4, 1975, Jul Average, Turkey, TUR
13.9, 1975, Aug Average, Turkey, TUR
11.3, 1975, Sep Average, Turkey, TUR
5.4, 1975, Oct Average, Turkey, TUR
0.7, 1975, Nov Average, Turkey, TUR
-5.1, 1975, Dec Average, Turkey, TUR
-5.7, 1976, Jan Average, Turkey, TUR
-7.2, 1976, Feb Average, Turkey, TUR
-1.5, 1976, Mar Average, Turkey, TUR
4.4, 1976, Apr Average, Turkey, TUR
7.9, 1976, May Average, Turkey, TUR
11.2, 1976, Jun Average, Turkey, TUR
13.3, 1976, Jul Average, Turkey, TUR
13.3, 1976, Aug Average, Turkey, TUR
9.7, 1976, Sep Average, Turkey, TUR
7.1, 1976, Oct Average, Turkey, TUR
2.1, 1976, Nov Average, Turkey, TUR
-1.2, 1976, Dec Average, Turkey, TUR
-5.7, 1977, Jan Average, Turkey, TUR
-0.5, 1977, Feb Average, Turkey, TUR
-0.0, 1977, Mar Average, Turkey, TUR
4.5, 1977, Apr Average, Turkey, TUR
8.4, 1977, May Average, Turkey, TUR
11.7, 1977, Jun Average, Turkey, TUR
14.5, 1977, Jul Average, Turkey, TUR
14.4, 1977, Aug Average, Turkey, TUR
11.2, 1977, Sep Average, Turkey, TUR
3.3, 1977, Oct Average, Turkey, TUR
2.6, 1977, Nov Average, Turkey, TUR
-3.3, 1977, Dec Average, Turkey, TUR
-3.1, 1978, Jan Average, Turkey, TUR
-0.7, 1978, Feb Average, Turkey, TUR
1.0, 1978, Mar Average, Turkey, TUR
4.2, 1978, Apr Average, Turkey, TUR
8.2, 1978, May Average, Turkey, TUR
10.9, 1978, Jun Average, Turkey, TUR
14.9, 1978, Jul Average, Turkey, TUR
13.2, 1978, Aug Average, Turkey, TUR
10.2, 1978, Sep Average, Turkey, TUR
7.2, 1978, Oct Average, Turkey, TUR
-1.3, 1978, Nov Average, Turkey, TUR
-0.8, 1978, Dec Average, Turkey, TUR
-2.4, 1979, Jan Average, Turkey, TUR
-0.5, 1979, Feb Average, Turkey, TUR
1.1, 1979, Mar Average, Turkey, TUR
4.2, 1979, Apr Average, Turkey, TUR
8.7, 1979, May Average, Turkey, TUR
12.1, 1979, Jun Average, Turkey, TUR
13.8, 1979, Jul Average, Turkey, TUR
14.9, 1979, Aug Average, Turkey, TUR
11.4, 1979, Sep Average, Turkey, TUR
7.3, 1979, Oct Average, Turkey, TUR
3.1, 1979, Nov Average, Turkey, TUR
-2.1, 1979, Dec Average, Turkey, TUR
-5.8, 1980, Jan Average, Turkey, TUR
-3.9, 1980, Feb Average, Turkey, TUR
-0.6, 1980, Mar Average, Turkey, TUR
3.8, 1980, Apr Average, Turkey, TUR
7.9, 1980, May Average, Turkey, TUR
11.9, 1980, Jun Average, Turkey, TUR
15.5, 1980, Jul Average, Turkey, TUR
14.2, 1980, Aug Average, Turkey, TUR
9.7, 1980, Sep Average, Turkey, TUR
6.1, 1980, Oct Average, Turkey, TUR
2.9, 1980, Nov Average, Turkey, TUR
-0.9, 1980, Dec Average, Turkey, TUR
-1.9, 1981, Jan Average, Turkey, TUR
-1.6, 1981, Feb Average, Turkey, TUR
1.7, 1981, Mar Average, Turkey, TUR
3.4, 1981, Apr Average, Turkey, TUR
6.6, 1981, May Average, Turkey, TUR
12.1, 1981, Jun Average, Turkey, TUR
15.1, 1981, Jul Average, Turkey, TUR
14.4, 1981, Aug Average, Turkey, TUR
11.0, 1981, Sep Average, Turkey, TUR
7.6, 1981, Oct Average, Turkey, TUR
0.9, 1981, Nov Average, Turkey, TUR
1.5, 1981, Dec Average, Turkey, TUR
-3.0, 1982, Jan Average, Turkey, TUR
-4.4, 1982, Feb Average, Turkey, TUR
-1.1, 1982, Mar Average, Turkey, TUR
5.2, 1982, Apr Average, Turkey, TUR
8.2, 1982, May Average, Turkey, TUR
11.3, 1982, Jun Average, Turkey, TUR
13.2, 1982, Jul Average, Turkey, TUR
13.7, 1982, Aug Average, Turkey, TUR
11.5, 1982, Sep Average, Turkey, TUR
6.2, 1982, Oct Average, Turkey, TUR
-0.1, 1982, Nov Average, Turkey, TUR
-2.8, 1982, Dec Average, Turkey, TUR
-5.7, 1983, Jan Average, Turkey, TUR
-3.6, 1983, Feb Average, Turkey, TUR
-0.1, 1983, Mar Average, Turkey, TUR
4.8, 1983, Apr Average, Turkey, TUR
8.8, 1983, May Average, Turkey, TUR
11.1, 1983, Jun Average, Turkey, TUR
14.6, 1983, Jul Average, Turkey, TUR
13.2, 1983, Aug Average, Turkey, TUR
10.1, 1983, Sep Average, Turkey, TUR
5.4, 1983, Oct Average, Turkey, TUR
3.8, 1983, Nov Average, Turkey, TUR
-0.9, 1983, Dec Average, Turkey, TUR
-1.8, 1984, Jan Average, Turkey, TUR
-2.1, 1984, Feb Average, Turkey, TUR
1.0, 1984, Mar Average, Turkey, TUR
3.8, 1984, Apr Average, Turkey, TUR
8.4, 1984, May Average, Turkey, TUR
11.5, 1984, Jun Average, Turkey, TUR
14.4, 1984, Jul Average, Turkey, TUR
12.7, 1984, Aug Average, Turkey, TUR
11.1, 1984, Sep Average, Turkey, TUR
5.7, 1984, Oct Average, Turkey, TUR
2.5, 1984, Nov Average, Turkey, TUR
-4.3, 1984, Dec Average, Turkey, TUR
-1.9, 1985, Jan Average, Turkey, TUR
-5.9, 1985, Feb Average, Turkey, TUR
-2.4, 1985, Mar Average, Turkey, TUR
5.2, 1985, Apr Average, Turkey, TUR
9.7, 1985, May Average, Turkey, TUR
12.0, 1985, Jun Average, Turkey, TUR
13.3, 1985, Jul Average, Turkey, TUR
15.1, 1985, Aug Average, Turkey, TUR
10.4, 1985, Sep Average, Turkey, TUR
5.0, 1985, Oct Average, Turkey, TUR
3.8, 1985, Nov Average, Turkey, TUR
-1.7, 1985, Dec Average, Turkey, TUR
-2.7, 1986, Jan Average, Turkey, TUR
-1.8, 1986, Feb Average, Turkey, TUR
-0.3, 1986, Mar Average, Turkey, TUR
5.3, 1986, Apr Average, Turkey, TUR
6.9, 1986, May Average, Turkey, TUR
11.7, 1986, Jun Average, Turkey, TUR
15.0, 1986, Jul Average, Turkey, TUR
15.6, 1986, Aug Average, Turkey, TUR
12.4, 1986, Sep Average, Turkey, TUR
6.2, 1986, Oct Average, Turkey, TUR
-0.2, 1986, Nov Average, Turkey, TUR
-3.7, 1986, Dec Average, Turkey, TUR
-2.9, 1987, Jan Average, Turkey, TUR
-1.7, 1987, Feb Average, Turkey, TUR
-3.8, 1987, Mar Average, Turkey, TUR
2.9, 1987, Apr Average, Turkey, TUR
8.1, 1987, May Average, Turkey, TUR
11.9, 1987, Jun Average, Turkey, TUR
15.2, 1987, Jul Average, Turkey, TUR
13.9, 1987, Aug Average, Turkey, TUR
10.5, 1987, Sep Average, Turkey, TUR
6.0, 1987, Oct Average, Turkey, TUR
1.0, 1987, Nov Average, Turkey, TUR
-1.6, 1987, Dec Average, Turkey, TUR
-4.4, 1988, Jan Average, Turkey, TUR
-3.2, 1988, Feb Average, Turkey, TUR
-0.6, 1988, Mar Average, Turkey, TUR
4.1, 1988, Apr Average, Turkey, TUR
8.3, 1988, May Average, Turkey, TUR
11.7, 1988, Jun Average, Turkey, TUR
15.5, 1988, Jul Average, Turkey, TUR
14.6, 1988, Aug Average, Turkey, TUR
10.5, 1988, Sep Average, Turkey, TUR
6.7, 1988, Oct Average, Turkey, TUR
-0.6, 1988, Nov Average, Turkey, TUR
-1.5, 1988, Dec Average, Turkey, TUR
-7.7, 1989, Jan Average, Turkey, TUR
-5.4, 1989, Feb Average, Turkey, TUR
1.3, 1989, Mar Average, Turkey, TUR
6.3, 1989, Apr Average, Turkey, TUR
8.4, 1989, May Average, Turkey, TUR
11.4, 1989, Jun Average, Turkey, TUR
15.2, 1989, Jul Average, Turkey, TUR
15.0, 1989, Aug Average, Turkey, TUR
10.9, 1989, Sep Average, Turkey, TUR
6.2, 1989, Oct Average, Turkey, TUR
1.7, 1989, Nov Average, Turkey, TUR
-3.2, 1989, Dec Average, Turkey, TUR
-7.4, 1990, Jan Average, Turkey, TUR
-3.8, 1990, Feb Average, Turkey, TUR
-1.0, 1990, Mar Average, Turkey, TUR
4.4, 1990, Apr Average, Turkey, TUR
7.8, 1990, May Average, Turkey, TUR
11.5, 1990, Jun Average, Turkey, TUR
15.4, 1990, Jul Average, Turkey, TUR
13.9, 1990, Aug Average, Turkey, TUR
10.2, 1990, Sep Average, Turkey, TUR
6.4, 1990, Oct Average, Turkey, TUR
2.9, 1990, Nov Average, Turkey, TUR
-1.2, 1990, Dec Average, Turkey, TUR
-4.5, 1991, Jan Average, Turkey, TUR
-4.5, 1991, Feb Average, Turkey, TUR
1.0, 1991, Mar Average, Turkey, TUR
5.1, 1991, Apr Average, Turkey, TUR
7.2, 1991, May Average, Turkey, TUR
12.3, 1991, Jun Average, Turkey, TUR
15.1, 1991, Jul Average, Turkey, TUR
15.2, 1991, Aug Average, Turkey, TUR
10.7, 1991, Sep Average, Turkey, TUR
7.7, 1991, Oct Average, Turkey, TUR
2.3, 1991, Nov Average, Turkey, TUR
-3.7, 1991, Dec Average, Turkey, TUR
-7.2, 1992, Jan Average, Turkey, TUR
-7.1, 1992, Feb Average, Turkey, TUR
-2.2, 1992, Mar Average, Turkey, TUR
3.6, 1992, Apr Average, Turkey, TUR
7.3, 1992, May Average, Turkey, TUR
11.5, 1992, Jun Average, Turkey, TUR
13.3, 1992, Jul Average, Turkey, TUR
14.7, 1992, Aug Average, Turkey, TUR
9.9, 1992, Sep Average, Turkey, TUR
7.5, 1992, Oct Average, Turkey, TUR
0.7, 1992, Nov Average, Turkey, TUR
-4.2, 1992, Dec Average, Turkey, TUR
-6.2, 1993, Jan Average, Turkey, TUR
-5.4, 1993, Feb Average, Turkey, TUR
-1.3, 1993, Mar Average, Turkey, TUR
3.9, 1993, Apr Average, Turkey, TUR
7.8, 1993, May Average, Turkey, TUR
11.7, 1993, Jun Average, Turkey, TUR
14.5, 1993, Jul Average, Turkey, TUR
14.9, 1993, Aug Average, Turkey, TUR
10.6, 1993, Sep Average, Turkey, TUR
6.7, 1993, Oct Average, Turkey, TUR
-0.5, 1993, Nov Average, Turkey, TUR
-1.1, 1993, Dec Average, Turkey, TUR
-1.7, 1994, Jan Average, Turkey, TUR
-3.0, 1994, Feb Average, Turkey, TUR
0.3, 1994, Mar Average, Turkey, TUR
5.9, 1994, Apr Average, Turkey, TUR
9.1, 1994, May Average, Turkey, TUR
11.8, 1994, Jun Average, Turkey, TUR
15.1, 1994, Jul Average, Turkey, TUR
14.9, 1994, Aug Average, Turkey, TUR
13.3, 1994, Sep Average, Turkey, TUR
9.0, 1994, Oct Average, Turkey, TUR
1.7, 1994, Nov Average, Turkey, TUR
-3.9, 1994, Dec Average, Turkey, TUR
-3.0, 1995, Jan Average, Turkey, TUR
-1.9, 1995, Feb Average, Turkey, TUR
0.5, 1995, Mar Average, Turkey, TUR
3.9, 1995, Apr Average, Turkey, TUR
9.2, 1995, May Average, Turkey, TUR
13.1, 1995, Jun Average, Turkey, TUR
14.7, 1995, Jul Average, Turkey, TUR
15.1, 1995, Aug Average, Turkey, TUR
11.5, 1995, Sep Average, Turkey, TUR
5.6, 1995, Oct Average, Turkey, TUR
-0.1, 1995, Nov Average, Turkey, TUR
-2.3, 1995, Dec Average, Turkey, TUR
-3.3, 1996, Jan Average, Turkey, TUR
-1.8, 1996, Feb Average, Turkey, TUR
-0.3, 1996, Mar Average, Turkey, TUR
3.5, 1996, Apr Average, Turkey, TUR
10.1, 1996, May Average, Turkey, TUR
12.1, 1996, Jun Average, Turkey, TUR
16.0, 1996, Jul Average, Turkey, TUR
15.4, 1996, Aug Average, Turkey, TUR
11.0, 1996, Sep Average, Turkey, TUR
6.2, 1996, Oct Average, Turkey, TUR
1.8, 1996, Nov Average, Turkey, TUR
1.5, 1996, Dec Average, Turkey, TUR
-3.3, 1997, Jan Average, Turkey, TUR
-5.3, 1997, Feb Average, Turkey, TUR
-2.9, 1997, Mar Average, Turkey, TUR
2.3, 1997, Apr Average, Turkey, TUR
9.3, 1997, May Average, Turkey, TUR
12.4, 1997, Jun Average, Turkey, TUR
14.9, 1997, Jul Average, Turkey, TUR
14.0, 1997, Aug Average, Turkey, TUR
9.5, 1997, Sep Average, Turkey, TUR
7.5, 1997, Oct Average, Turkey, TUR
1.8, 1997, Nov Average, Turkey, TUR
-1.2, 1997, Dec Average, Turkey, TUR
-4.3, 1998, Jan Average, Turkey, TUR
-4.4, 1998, Feb Average, Turkey, TUR
-1.3, 1998, Mar Average, Turkey, TUR
5.8, 1998, Apr Average, Turkey, TUR
9.2, 1998, May Average, Turkey, TUR
13.3, 1998, Jun Average, Turkey, TUR
15.9, 1998, Jul Average, Turkey, TUR
16.4, 1998, Aug Average, Turkey, TUR
11.7, 1998, Sep Average, Turkey, TUR
7.2, 1998, Oct Average, Turkey, TUR
4.2, 1998, Nov Average, Turkey, TUR
-0.4, 1998, Dec Average, Turkey, TUR
-2.2, 1999, Jan Average, Turkey, TUR
-2.2, 1999, Feb Average, Turkey, TUR
0.3, 1999, Mar Average, Turkey, TUR
4.9, 1999, Apr Average, Turkey, TUR
9.0, 1999, May Average, Turkey, TUR
13.1, 1999, Jun Average, Turkey, TUR
16.2, 1999, Jul Average, Turkey, TUR
16.1, 1999, Aug Average, Turkey, TUR
11.2, 1999, Sep Average, Turkey, TUR
7.7, 1999, Oct Average, Turkey, TUR
1.5, 1999, Nov Average, Turkey, TUR
-0.9, 1999, Dec Average, Turkey, TUR
-6.3, 2000, Jan Average, Turkey, TUR
-4.7, 2000, Feb Average, Turkey, TUR
-2.3, 2000, Mar Average, Turkey, TUR
6.3, 2000, Apr Average, Turkey, TUR
8.5, 2000, May Average, Turkey, TUR
12.5, 2000, Jun Average, Turkey, TUR
16.6, 2000, Jul Average, Turkey, TUR
15.5, 2000, Aug Average, Turkey, TUR
11.6, 2000, Sep Average, Turkey, TUR
6.5, 2000, Oct Average, Turkey, TUR
1.8, 2000, Nov Average, Turkey, TUR
-1.8, 2000, Dec Average, Turkey, TUR
-3.2, 2001, Jan Average, Turkey, TUR
-2.1, 2001, Feb Average, Turkey, TUR
3.6, 2001, Mar Average, Turkey, TUR
5.4, 2001, Apr Average, Turkey, TUR
