Temperature - (Celsius), Year, Statistics, Country, ISO3
19.4, 1962, Feb Average, India, IND
23.4, 1962, Mar Average, India, IND
27.7, 1962, Apr Average, India, IND
29.7, 1962, May Average, India, IND
29.5, 1962, Jun Average, India, IND
27.3, 1962, Jul Average, India, IND
26.4, 1962, Aug Average, India, IND
25.8, 1962, Sep Average, India, IND
24.0, 1962, Oct Average, India, IND
20.6, 1962, Nov Average, India, IND
17.5, 1962, Dec Average, India, IND
16.6, 1963, Jan Average, India, IND
20.1, 1963, Feb Average, India, IND
23.4, 1963, Mar Average, India, IND
26.8, 1963, Apr Average, India, IND
29.2, 1963, May Average, India, IND
29.0, 1963, Jun Average, India, IND
27.4, 1963, Jul Average, India, IND
26.3, 1963, Aug Average, India, IND
26.1, 1963, Sep Average, India, IND
24.9, 1963, Oct Average, India, IND
21.5, 1963, Nov Average, India, IND
18.0, 1963, Dec Average, India, IND
16.5, 1964, Jan Average, India, IND
19.5, 1964, Feb Average, India, IND
24.9, 1964, Mar Average, India, IND
28.4, 1964, Apr Average, India, IND
29.6, 1964, May Average, India, IND
29.2, 1964, Jun Average, India, IND
26.6, 1964, Jul Average, India, IND
26.3, 1964, Aug Average, India, IND
25.9, 1964, Sep Average, India, IND
24.8, 1964, Oct Average, India, IND
20.2, 1964, Nov Average, India, IND
17.4, 1964, Dec Average, India, IND
18.0, 1965, Jan Average, India, IND
19.3, 1965, Feb Average, India, IND
23.0, 1965, Mar Average, India, IND
26.6, 1965, Apr Average, India, IND
29.7, 1965, May Average, India, IND
29.8, 1965, Jun Average, India, IND
27.0, 1965, Jul Average, India, IND
26.4, 1965, Aug Average, India, IND
26.1, 1965, Sep Average, India, IND
25.1, 1965, Oct Average, India, IND
21.4, 1965, Nov Average, India, IND
17.7, 1965, Dec Average, India, IND
17.6, 1966, Jan Average, India, IND
20.9, 1966, Feb Average, India, IND
23.8, 1966, Mar Average, India, IND
27.8, 1966, Apr Average, India, IND
30.0, 1966, May Average, India, IND
29.2, 1966, Jun Average, India, IND
27.8, 1966, Jul Average, India, IND
26.5, 1966, Aug Average, India, IND
26.1, 1966, Sep Average, India, IND
24.8, 1966, Oct Average, India, IND
21.4, 1966, Nov Average, India, IND
17.3, 1966, Dec Average, India, IND
16.7, 1967, Jan Average, India, IND
20.4, 1967, Feb Average, India, IND
22.8, 1967, Mar Average, India, IND
27.0, 1967, Apr Average, India, IND
29.8, 1967, May Average, India, IND
29.5, 1967, Jun Average, India, IND
27.1, 1967, Jul Average, India, IND
26.1, 1967, Aug Average, India, IND
25.9, 1967, Sep Average, India, IND
24.3, 1967, Oct Average, India, IND
20.5, 1967, Nov Average, India, IND
18.2, 1967, Dec Average, India, IND
16.3, 1968, Jan Average, India, IND
18.3, 1968, Feb Average, India, IND
23.4, 1968, Mar Average, India, IND
27.0, 1968, Apr Average, India, IND
29.4, 1968, May Average, India, IND
29.3, 1968, Jun Average, India, IND
27.1, 1968, Jul Average, India, IND
26.4, 1968, Aug Average, India, IND
26.8, 1968, Sep Average, India, IND
24.3, 1968, Oct Average, India, IND
20.9, 1968, Nov Average, India, IND
17.9, 1968, Dec Average, India, IND
17.1, 1969, Jan Average, India, IND
19.9, 1969, Feb Average, India, IND
25.3, 1969, Mar Average, India, IND
28.1, 1969, Apr Average, India, IND
29.6, 1969, May Average, India, IND
29.7, 1969, Jun Average, India, IND
27.1, 1969, Jul Average, India, IND
26.3, 1969, Aug Average, India, IND
26.1, 1969, Sep Average, India, IND
25.1, 1969, Oct Average, India, IND
21.9, 1969, Nov Average, India, IND
18.0, 1969, Dec Average, India, IND
17.4, 1970, Jan Average, India, IND
19.5, 1970, Feb Average, India, IND
23.6, 1970, Mar Average, India, IND
28.4, 1970, Apr Average, India, IND
30.5, 1970, May Average, India, IND
28.3, 1970, Jun Average, India, IND
27.2, 1970, Jul Average, India, IND
26.3, 1970, Aug Average, India, IND
26.1, 1970, Sep Average, India, IND
24.9, 1970, Oct Average, India, IND
20.3, 1970, Nov Average, India, IND
17.1, 1970, Dec Average, India, IND
16.7, 1971, Jan Average, India, IND
19.2, 1971, Feb Average, India, IND
23.4, 1971, Mar Average, India, IND
27.8, 1971, Apr Average, India, IND
29.0, 1971, May Average, India, IND
27.7, 1971, Jun Average, India, IND
26.5, 1971, Jul Average, India, IND
26.0, 1971, Aug Average, India, IND
26.1, 1971, Sep Average, India, IND
24.2, 1971, Oct Average, India, IND
20.2, 1971, Nov Average, India, IND
17.3, 1971, Dec Average, India, IND
17.1, 1972, Jan Average, India, IND
17.8, 1972, Feb Average, India, IND
24.0, 1972, Mar Average, India, IND
27.3, 1972, Apr Average, India, IND
30.3, 1972, May Average, India, IND
30.2, 1972, Jun Average, India, IND
27.6, 1972, Jul Average, India, IND
26.5, 1972, Aug Average, India, IND
26.1, 1972, Sep Average, India, IND
24.6, 1972, Oct Average, India, IND
20.9, 1972, Nov Average, India, IND
18.3, 1972, Dec Average, India, IND
17.4, 1973, Jan Average, India, IND
20.5, 1973, Feb Average, India, IND
23.8, 1973, Mar Average, India, IND
29.2, 1973, Apr Average, India, IND
30.7, 1973, May Average, India, IND
29.5, 1973, Jun Average, India, IND
27.1, 1973, Jul Average, India, IND
26.1, 1973, Aug Average, India, IND
26.1, 1973, Sep Average, India, IND
24.4, 1973, Oct Average, India, IND
20.4, 1973, Nov Average, India, IND
17.1, 1973, Dec Average, India, IND
16.5, 1974, Jan Average, India, IND
18.8, 1974, Feb Average, India, IND
24.6, 1974, Mar Average, India, IND
28.5, 1974, Apr Average, India, IND
29.6, 1974, May Average, India, IND
29.1, 1974, Jun Average, India, IND
27.2, 1974, Jul Average, India, IND
26.5, 1974, Aug Average, India, IND
26.6, 1974, Sep Average, India, IND
25.0, 1974, Oct Average, India, IND
20.3, 1974, Nov Average, India, IND
16.7, 1974, Dec Average, India, IND
16.2, 1975, Jan Average, India, IND
19.0, 1975, Feb Average, India, IND
23.4, 1975, Mar Average, India, IND
28.1, 1975, Apr Average, India, IND
30.3, 1975, May Average, India, IND
28.7, 1975, Jun Average, India, IND
26.5, 1975, Jul Average, India, IND
26.3, 1975, Aug Average, India, IND
25.6, 1975, Sep Average, India, IND
25.0, 1975, Oct Average, India, IND
19.8, 1975, Nov Average, India, IND
17.0, 1975, Dec Average, India, IND
17.0, 1976, Jan Average, India, IND
19.5, 1976, Feb Average, India, IND
23.8, 1976, Mar Average, India, IND
27.3, 1976, Apr Average, India, IND
29.6, 1976, May Average, India, IND
28.7, 1976, Jun Average, India, IND
27.1, 1976, Jul Average, India, IND
25.9, 1976, Aug Average, India, IND
25.8, 1976, Sep Average, India, IND
25.1, 1976, Oct Average, India, IND
22.3, 1976, Nov Average, India, IND
18.1, 1976, Dec Average, India, IND
16.9, 1977, Jan Average, India, IND
19.8, 1977, Feb Average, India, IND
25.2, 1977, Mar Average, India, IND
27.6, 1977, Apr Average, India, IND
28.8, 1977, May Average, India, IND
28.8, 1977, Jun Average, India, IND
26.9, 1977, Jul Average, India, IND
26.4, 1977, Aug Average, India, IND
26.1, 1977, Sep Average, India, IND
24.9, 1977, Oct Average, India, IND
22.3, 1977, Nov Average, India, IND
18.0, 1977, Dec Average, India, IND
16.5, 1978, Jan Average, India, IND
18.9, 1978, Feb Average, India, IND
22.6, 1978, Mar Average, India, IND
27.7, 1978, Apr Average, India, IND
30.9, 1978, May Average, India, IND
29.1, 1978, Jun Average, India, IND
26.5, 1978, Jul Average, India, IND
26.1, 1978, Aug Average, India, IND
26.1, 1978, Sep Average, India, IND
25.0, 1978, Oct Average, India, IND
21.8, 1978, Nov Average, India, IND
17.9, 1978, Dec Average, India, IND
17.8, 1979, Jan Average, India, IND
18.8, 1979, Feb Average, India, IND
23.0, 1979, Mar Average, India, IND
28.3, 1979, Apr Average, India, IND
29.5, 1979, May Average, India, IND
30.0, 1979, Jun Average, India, IND
27.6, 1979, Jul Average, India, IND
26.7, 1979, Aug Average, India, IND
26.5, 1979, Sep Average, India, IND
25.4, 1979, Oct Average, India, IND
22.5, 1979, Nov Average, India, IND
18.5, 1979, Dec Average, India, IND
17.5, 1980, Jan Average, India, IND
20.3, 1980, Feb Average, India, IND
23.8, 1980, Mar Average, India, IND
29.0, 1980, Apr Average, India, IND
30.9, 1980, May Average, India, IND
28.8, 1980, Jun Average, India, IND
27.0, 1980, Jul Average, India, IND
26.4, 1980, Aug Average, India, IND
26.6, 1980, Sep Average, India, IND
25.2, 1980, Oct Average, India, IND
21.5, 1980, Nov Average, India, IND
18.1, 1980, Dec Average, India, IND
17.0, 1981, Jan Average, India, IND
20.0, 1981, Feb Average, India, IND
23.4, 1981, Mar Average, India, IND
27.9, 1981, Apr Average, India, IND
29.9, 1981, May Average, India, IND
29.8, 1981, Jun Average, India, IND
26.9, 1981, Jul Average, India, IND
26.5, 1981, Aug Average, India, IND
26.6, 1981, Sep Average, India, IND
24.9, 1981, Oct Average, India, IND
20.3, 1981, Nov Average, India, IND
17.5, 1981, Dec Average, India, IND
17.8, 1982, Jan Average, India, IND
19.1, 1982, Feb Average, India, IND
22.6, 1982, Mar Average, India, IND
27.2, 1982, Apr Average, India, IND
29.0, 1982, May Average, India, IND
29.3, 1982, Jun Average, India, IND
28.0, 1982, Jul Average, India, IND
26.5, 1982, Aug Average, India, IND
26.5, 1982, Sep Average, India, IND
25.2, 1982, Oct Average, India, IND
21.1, 1982, Nov Average, India, IND
18.2, 1982, Dec Average, India, IND
16.9, 1983, Jan Average, India, IND
19.0, 1983, Feb Average, India, IND
23.4, 1983, Mar Average, India, IND
26.5, 1983, Apr Average, India, IND
29.4, 1983, May Average, India, IND
29.8, 1983, Jun Average, India, IND
27.6, 1983, Jul Average, India, IND
26.7, 1983, Aug Average, India, IND
26.4, 1983, Sep Average, India, IND
24.3, 1983, Oct Average, India, IND
20.2, 1983, Nov Average, India, IND
17.5, 1983, Dec Average, India, IND
16.9, 1984, Jan Average, India, IND
18.4, 1984, Feb Average, India, IND
24.6, 1984, Mar Average, India, IND
28.1, 1984, Apr Average, India, IND
30.9, 1984, May Average, India, IND
29.2, 1984, Jun Average, India, IND
26.7, 1984, Jul Average, India, IND
26.2, 1984, Aug Average, India, IND
25.6, 1984, Sep Average, India, IND
24.6, 1984, Oct Average, India, IND
20.4, 1984, Nov Average, India, IND
18.2, 1984, Dec Average, India, IND
17.5, 1985, Jan Average, India, IND
19.8, 1985, Feb Average, India, IND
25.4, 1985, Mar Average, India, IND
28.3, 1985, Apr Average, India, IND
30.4, 1985, May Average, India, IND
29.2, 1985, Jun Average, India, IND
26.7, 1985, Jul Average, India, IND
26.5, 1985, Aug Average, India, IND
26.4, 1985, Sep Average, India, IND
24.0, 1985, Oct Average, India, IND
20.9, 1985, Nov Average, India, IND
18.6, 1985, Dec Average, India, IND
17.2, 1986, Jan Average, India, IND
19.4, 1986, Feb Average, India, IND
23.9, 1986, Mar Average, India, IND
27.8, 1986, Apr Average, India, IND
29.5, 1986, May Average, India, IND
29.3, 1986, Jun Average, India, IND
26.9, 1986, Jul Average, India, IND
26.3, 1986, Aug Average, India, IND
26.5, 1986, Sep Average, India, IND
24.8, 1986, Oct Average, India, IND
21.6, 1986, Nov Average, India, IND
17.7, 1986, Dec Average, India, IND
17.5, 1987, Jan Average, India, IND
20.1, 1987, Feb Average, India, IND
23.9, 1987, Mar Average, India, IND
28.1, 1987, Apr Average, India, IND
28.9, 1987, May Average, India, IND
30.1, 1987, Jun Average, India, IND
27.9, 1987, Jul Average, India, IND
27.1, 1987, Aug Average, India, IND
27.2, 1987, Sep Average, India, IND
25.3, 1987, Oct Average, India, IND
21.7, 1987, Nov Average, India, IND
18.2, 1987, Dec Average, India, IND
18.4, 1988, Jan Average, India, IND
20.7, 1988, Feb Average, India, IND
24.0, 1988, Mar Average, India, IND
28.4, 1988, Apr Average, India, IND
31.0, 1988, May Average, India, IND
29.4, 1988, Jun Average, India, IND
27.0, 1988, Jul Average, India, IND
26.6, 1988, Aug Average, India, IND
26.7, 1988, Sep Average, India, IND
24.7, 1988, Oct Average, India, IND
21.0, 1988, Nov Average, India, IND
18.3, 1988, Dec Average, India, IND
16.6, 1989, Jan Average, India, IND
19.2, 1989, Feb Average, India, IND
23.4, 1989, Mar Average, India, IND
27.6, 1989, Apr Average, India, IND
30.2, 1989, May Average, India, IND
28.7, 1989, Jun Average, India, IND
27.0, 1989, Jul Average, India, IND
26.3, 1989, Aug Average, India, IND
26.4, 1989, Sep Average, India, IND
24.9, 1989, Oct Average, India, IND
21.3, 1989, Nov Average, India, IND
17.6, 1989, Dec Average, India, IND
18.5, 1990, Jan Average, India, IND
19.7, 1990, Feb Average, India, IND
22.9, 1990, Mar Average, India, IND
27.7, 1990, Apr Average, India, IND
29.5, 1990, May Average, India, IND
28.9, 1990, Jun Average, India, IND
26.6, 1990, Jul Average, India, IND
26.5, 1990, Aug Average, India, IND
26.2, 1990, Sep Average, India, IND
24.3, 1990, Oct Average, India, IND
21.6, 1990, Nov Average, India, IND
18.3, 1990, Dec Average, India, IND
16.8, 1991, Jan Average, India, IND
20.1, 1991, Feb Average, India, IND
24.3, 1991, Mar Average, India, IND
27.5, 1991, Apr Average, India, IND
30.2, 1991, May Average, India, IND
28.9, 1991, Jun Average, India, IND
27.6, 1991, Jul Average, India, IND
26.3, 1991, Aug Average, India, IND
26.5, 1991, Sep Average, India, IND
24.7, 1991, Oct Average, India, IND
21.0, 1991, Nov Average, India, IND
17.8, 1991, Dec Average, India, IND
17.1, 1992, Jan Average, India, IND
18.6, 1992, Feb Average, India, IND
24.1, 1992, Mar Average, India, IND
27.7, 1992, Apr Average, India, IND
29.5, 1992, May Average, India, IND
29.9, 1992, Jun Average, India, IND
27.6, 1992, Jul Average, India, IND
26.3, 1992, Aug Average, India, IND
25.9, 1992, Sep Average, India, IND
24.7, 1992, Oct Average, India, IND
21.1, 1992, Nov Average, India, IND
17.9, 1992, Dec Average, India, IND
17.5, 1993, Jan Average, India, IND
20.3, 1993, Feb Average, India, IND
22.9, 1993, Mar Average, India, IND
27.5, 1993, Apr Average, India, IND
30.3, 1993, May Average, India, IND
29.9, 1993, Jun Average, India, IND
27.3, 1993, Jul Average, India, IND
26.8, 1993, Aug Average, India, IND
26.2, 1993, Sep Average, India, IND
25.1, 1993, Oct Average, India, IND
21.5, 1993, Nov Average, India, IND
18.0, 1993, Dec Average, India, IND
18.1, 1994, Jan Average, India, IND
19.3, 1994, Feb Average, India, IND
25.0, 1994, Mar Average, India, IND
27.2, 1994, Apr Average, India, IND
30.6, 1994, May Average, India, IND
29.2, 1994, Jun Average, India, IND
26.6, 1994, Jul Average, India, IND
26.3, 1994, Aug Average, India, IND
26.1, 1994, Sep Average, India, IND
24.6, 1994, Oct Average, India, IND
21.1, 1994, Nov Average, India, IND
17.7, 1994, Dec Average, India, IND
16.3, 1995, Jan Average, India, IND
19.8, 1995, Feb Average, India, IND
23.4, 1995, Mar Average, India, IND
27.3, 1995, Apr Average, India, IND
30.0, 1995, May Average, India, IND
30.6, 1995, Jun Average, India, IND
27.4, 1995, Jul Average, India, IND
26.8, 1995, Aug Average, India, IND
26.6, 1995, Sep Average, India, IND
25.4, 1995, Oct Average, India, IND
21.4, 1995, Nov Average, India, IND
18.3, 1995, Dec Average, India, IND
17.9, 1996, Jan Average, India, IND
20.2, 1996, Feb Average, India, IND
25.1, 1996, Mar Average, India, IND
27.9, 1996, Apr Average, India, IND
30.3, 1996, May Average, India, IND
29.3, 1996, Jun Average, India, IND
27.4, 1996, Jul Average, India, IND
26.1, 1996, Aug Average, India, IND
26.5, 1996, Sep Average, India, IND
24.5, 1996, Oct Average, India, IND
21.1, 1996, Nov Average, India, IND
17.8, 1996, Dec Average, India, IND
16.7, 1997, Jan Average, India, IND
19.0, 1997, Feb Average, India, IND
24.1, 1997, Mar Average, India, IND
26.4, 1997, Apr Average, India, IND
29.2, 1997, May Average, India, IND
29.0, 1997, Jun Average, India, IND
27.5, 1997, Jul Average, India, IND
26.6, 1997, Aug Average, India, IND
26.3, 1997, Sep Average, India, IND
24.1, 1997, Oct Average, India, IND
21.6, 1997, Nov Average, India, IND
17.7, 1997, Dec Average, India, IND
17.5, 1998, Jan Average, India, IND
20.0, 1998, Feb Average, India, IND
23.4, 1998, Mar Average, India, IND
28.3, 1998, Apr Average, India, IND
31.0, 1998, May Average, India, IND
30.4, 1998, Jun Average, India, IND
27.6, 1998, Jul Average, India, IND
27.1, 1998, Aug Average, India, IND
26.7, 1998, Sep Average, India, IND
25.6, 1998, Oct Average, India, IND
21.8, 1998, Nov Average, India, IND
18.0, 1998, Dec Average, India, IND
17.0, 1999, Jan Average, India, IND
20.7, 1999, Feb Average, India, IND
24.9, 1999, Mar Average, India, IND
29.1, 1999, Apr Average, India, IND
29.8, 1999, May Average, India, IND
28.9, 1999, Jun Average, India, IND
27.2, 1999, Jul Average, India, IND
26.6, 1999, Aug Average, India, IND
26.5, 1999, Sep Average, India, IND
25.2, 1999, Oct Average, India, IND
21.9, 1999, Nov Average, India, IND
18.3, 1999, Dec Average, India, IND
17.9, 2000, Jan Average, India, IND
19.0, 2000, Feb Average, India, IND
23.5, 2000, Mar Average, India, IND
29.0, 2000, Apr Average, India, IND
30.1, 2000, May Average, India, IND
28.7, 2000, Jun Average, India, IND
27.0, 2000, Jul Average, India, IND
26.8, 2000, Aug Average, India, IND
26.5, 2000, Sep Average, India, IND
25.8, 2000, Oct Average, India, IND
22.1, 2000, Nov Average, India, IND
18.4, 2000, Dec Average, India, IND
17.6, 2001, Jan Average, India, IND
20.7, 2001, Feb Average, India, IND
24.4, 2001, Mar Average, India, IND
27.8, 2001, Apr Average, India, IND
30.4, 2001, May Average, India, IND
28.4, 2001, Jun Average, India, IND
27.0, 2001, Jul Average, India, IND
26.8, 2001, Aug Average, India, IND
27.1, 2001, Sep Average, India, IND
25.6, 2001, Oct Average, India, IND
22.2, 2001, Nov Average, India, IND
18.8, 2001, Dec Average, India, IND
17.5, 2002, Jan Average, India, IND
20.2, 2002, Feb Average, India, IND
24.8, 2002, Mar Average, India, IND
28.8, 2002, Apr Average, India, IND
31.0, 2002, May Average, India, IND
29.5, 2002, Jun Average, India, IND
28.1, 2002, Jul Average, India, IND
26.6, 2002, Aug Average, India, IND
26.3, 2002, Sep Average, India, IND
25.5, 2002, Oct Average, India, IND
21.8, 2002, Nov Average, India, IND
19.0, 2002, Dec Average, India, IND
17.6, 2003, Jan Average, India, IND
20.3, 2003, Feb Average, India, IND
24.0, 2003, Mar Average, India, IND
28.7, 2003, Apr Average, India, IND
30.3, 2003, May Average, India, IND
30.2, 2003, Jun Average, India, IND
27.1, 2003, Jul Average, India, IND
26.8, 2003, Aug Average, India, IND
26.3, 2003, Sep Average, India, IND
25.1, 2003, Oct Average, India, IND
21.8, 2003, Nov Average, India, IND
18.3, 2003, Dec Average, India, IND
17.4, 2004, Jan Average, India, IND
20.0, 2004, Feb Average, India, IND
26.0, 2004, Mar Average, India, IND
29.0, 2004, Apr Average, India, IND
30.1, 2004, May Average, India, IND
28.8, 2004, Jun Average, India, IND
27.6, 2004, Jul Average, India, IND
26.5, 2004, Aug Average, India, IND
27.0, 2004, Sep Average, India, IND
24.5, 2004, Oct Average, India, IND
21.7, 2004, Nov Average, India, IND
18.9, 2004, Dec Average, India, IND
17.5, 2005, Jan Average, India, IND
19.9, 2005, Feb Average, India, IND
24.6, 2005, Mar Average, India, IND
27.7, 2005, Apr Average, India, IND
29.7, 2005, May Average, India, IND
30.4, 2005, Jun Average, India, IND
27.2, 2005, Jul Average, India, IND
27.0, 2005, Aug Average, India, IND
26.6, 2005, Sep Average, India, IND
24.9, 2005, Oct Average, India, IND
21.1, 2005, Nov Average, India, IND
17.8, 2005, Dec Average, India, IND
18.1, 2006, Jan Average, India, IND
21.8, 2006, Feb Average, India, IND
23.9, 2006, Mar Average, India, IND
27.7, 2006, Apr Average, India, IND
30.5, 2006, May Average, India, IND
29.2, 2006, Jun Average, India, IND
27.4, 2006, Jul Average, India, IND
26.5, 2006, Aug Average, India, IND
26.7, 2006, Sep Average, India, IND
25.6, 2006, Oct Average, India, IND
22.0, 2006, Nov Average, India, IND
18.9, 2006, Dec Average, India, IND
18.1, 2007, Jan Average, India, IND
20.2, 2007, Feb Average, India, IND
24.1, 2007, Mar Average, India, IND
29.1, 2007, Apr Average, India, IND
30.6, 2007, May Average, India, IND
29.5, 2007, Jun Average, India, IND
27.5, 2007, Jul Average, India, IND
27.0, 2007, Aug Average, India, IND
26.8, 2007, Sep Average, India, IND
25.1, 2007, Oct Average, India, IND
21.9, 2007, Nov Average, India, IND
18.5, 2007, Dec Average, India, IND
17.6, 2008, Jan Average, India, IND
18.9, 2008, Feb Average, India, IND
25.1, 2008, Mar Average, India, IND
27.9, 2008, Apr Average, India, IND
30.1, 2008, May Average, India, IND
28.6, 2008, Jun Average, India, IND
27.2, 2008, Jul Average, India, IND
26.4, 2008, Aug Average, India, IND
26.5, 2008, Sep Average, India, IND
25.5, 2008, Oct Average, India, IND
22.1, 2008, Nov Average, India, IND
19.6, 2008, Dec Average, India, IND
19.0, 2009, Jan Average, India, IND
21.5, 2009, Feb Average, India, IND
25.1, 2009, Mar Average, India, IND
28.8, 2009, Apr Average, India, IND
30.7, 2009, May Average, India, IND
30.3, 2009, Jun Average, India, IND
27.7, 2009, Jul Average, India, IND
27.5, 2009, Aug Average, India, IND
27.1, 2009, Sep Average, India, IND
25.3, 2009, Oct Average, India, IND
21.9, 2009, Nov Average, India, IND
19.0, 2009, Dec Average, India, IND
17.6, 2010, Jan Average, India, IND
20.7, 2010, Feb Average, India, IND
26.2, 2010, Mar Average, India, IND
30.0, 2010, Apr Average, India, IND
31.1, 2010, May Average, India, IND
29.9, 2010, Jun Average, India, IND
27.6, 2010, Jul Average, India, IND
27.1, 2010, Aug Average, India, IND
26.5, 2010, Sep Average, India, IND
25.8, 2010, Oct Average, India, IND
22.7, 2010, Nov Average, India, IND
17.9, 2010, Dec Average, India, IND
16.9, 2011, Jan Average, India, IND
20.1, 2011, Feb Average, India, IND
24.6, 2011, Mar Average, India, IND
27.5, 2011, Apr Average, India, IND
30.5, 2011, May Average, India, IND
29.1, 2011, Jun Average, India, IND
27.4, 2011, Jul Average, India, IND
26.8, 2011, Aug Average, India, IND
26.5, 2011, Sep Average, India, IND
25.6, 2011, Oct Average, India, IND
22.3, 2011, Nov Average, India, IND
18.7, 2011, Dec Average, India, IND
16.8, 2012, Jan Average, India, IND
19.6, 2012, Feb Average, India, IND
24.3, 2012, Mar Average, India, IND
28.1, 2012, Apr Average, India, IND
30.7, 2012, May Average, India, IND
30.4, 2012, Jun Average, India, IND
27.7, 2012, Jul Average, India, IND
26.6, 2012, Aug Average, India, IND
26.5, 2012, Sep Average, India, IND
24.8, 2012, Oct Average, India, IND
21.2, 2012, Nov Average, India, IND
18.8, 2012, Dec Average, India, IND
17.2, 2013, Jan Average, India, IND
19.9, 2013, Feb Average, India, IND
24.5, 2013, Mar Average, India, IND
28.0, 2013, Apr Average, India, IND
30.8, 2013, May Average, India, IND
28.7, 2013, Jun Average, India, IND
27.0, 2013, Jul Average, India, IND
26.4, 2013, Aug Average, India, IND
26.8, 2013, Sep Average, India, IND
25.3, 2013, Oct Average, India, IND
21.1, 2013, Nov Average, India, IND
18.2, 2013, Dec Average, India, IND
17.6, 2014, Jan Average, India, IND
19.2, 2014, Feb Average, India, IND
23.5, 2014, Mar Average, India, IND
28.0, 2014, Apr Average, India, IND
29.8, 2014, May Average, India, IND
30.6, 2014, Jun Average, India, IND
27.9, 2014, Jul Average, India, IND
27.2, 2014, Aug Average, India, IND
26.5, 2014, Sep Average, India, IND
25.4, 2014, Oct Average, India, IND
21.9, 2014, Nov Average, India, IND
17.8, 2014, Dec Average, India, IND
17.1, 2015, Jan Average, India, IND
20.4, 2015, Feb Average, India, IND
23.5, 2015, Mar Average, India, IND
27.4, 2015, Apr Average, India, IND
30.7, 2015, May Average, India, IND
29.1, 2015, Jun Average, India, IND
27.5, 2015, Jul Average, India, IND
27.0, 2015, Aug Average, India, IND
27.1, 2015, Sep Average, India, IND
25.9, 2015, Oct Average, India, IND
22.4, 2015, Nov Average, India, IND
18.8, 2015, Dec Average, India, IND
18.0, 2016, Jan Average, India, IND
21.3, 2016, Feb Average, India, IND
25.4, 2016, Mar Average, India, IND
29.2, 2016, Apr Average, India, IND
30.6, 2016, May Average, India, IND
30.0, 2016, Jun Average, India, IND
27.3, 2016, Jul Average, India, IND
26.9, 2016, Aug Average, India, IND
26.8, 2016, Sep Average, India, IND
25.4, 2016, Oct Average, India, IND
21.4, 2016, Nov Average, India, IND
19.3, 2016, Dec Average, India, IND
17.8, 2017, Jan Average, India, IND
20.8, 2017, Feb Average, India, IND
24.4, 2017, Mar Average, India, IND
29.0, 2017, Apr Average, India, IND
30.8, 2017, May Average, India, IND
29.3, 2017, Jun Average, India, IND
27.3, 2017, Jul Average, India, IND
27.1, 2017, Aug Average, India, IND
27.1, 2017, Sep Average, India, IND
26.0, 2017, Oct Average, India, IND
21.6, 2017, Nov Average, India, IND
18.8, 2017, Dec Average, India, IND
17.8, 2018, Jan Average, India, IND
20.9, 2018, Feb Average, India, IND
25.2, 2018, Mar Average, India, IND
28.4, 2018, Apr Average, India, IND
30.5, 2018, May Average, India, IND
29.6, 2018, Jun Average, India, IND
27.3, 2018, Jul Average, India, IND
26.8, 2018, Aug Average, India, IND
26.5, 2018, Sep Average, India, IND
25.4, 2018, Oct Average, India, IND
21.9, 2018, Nov Average, India, IND
17.9, 2018, Dec Average, India, IND
17.2, 2019, Jan Average, India, IND
19.8, 2019, Feb Average, India, IND
23.9, 2019, Mar Average, India, IND
28.9, 2019, Apr Average, India, IND
30.6, 2019, May Average, India, IND
30.7, 2019, Jun Average, India, IND
27.9, 2019, Jul Average, India, IND
26.9, 2019, Aug Average, India, IND
26.7, 2019, Sep Average, India, IND
25.0, 2019, Oct Average, India, IND
22.2, 2019, Nov Average, India, IND
17.7, 2019, Dec Average, India, IND
17.0, 2020, Jan Average, India, IND
20.1, 2020, Feb Average, India, IND
23.6, 2020, Mar Average, India, IND
27.9, 2020, Apr Average, India, IND
30.2, 2020, May Average, India, IND
29.0, 2020, Jun Average, India, IND
28.0, 2020, Jul Average, India, IND
27.0, 2020, Aug Average, India, IND
27.3, 2020, Sep Average, India, IND
25.9, 2020, Oct Average, India, IND
21.4, 2020, Nov Average, India, IND
18.4, 2020, Dec Average, India, IND
