Rainfall - (MM), Year, Statistics, Country, ISO3
61.9, 1951, Sep Average, Brazil, BRA
117.7, 1951, Oct Average, Brazil, BRA
137.7, 1951, Nov Average, Brazil, BRA
185.6, 1951, Dec Average, Brazil, BRA
197.6, 1952, Jan Average, Brazil, BRA
223.6, 1952, Feb Average, Brazil, BRA
247.9, 1952, Mar Average, Brazil, BRA
170.6, 1952, Apr Average, Brazil, BRA
122.8, 1952, May Average, Brazil, BRA
73.5, 1952, Jun Average, Brazil, BRA
55.9, 1952, Jul Average, Brazil, BRA
52.4, 1952, Aug Average, Brazil, BRA
73.2, 1952, Sep Average, Brazil, BRA
111.3, 1952, Oct Average, Brazil, BRA
142.5, 1952, Nov Average, Brazil, BRA
217.8, 1952, Dec Average, Brazil, BRA
193.2, 1953, Jan Average, Brazil, BRA
214.9, 1953, Feb Average, Brazil, BRA
230.0, 1953, Mar Average, Brazil, BRA
183.6, 1953, Apr Average, Brazil, BRA
117.9, 1953, May Average, Brazil, BRA
69.1, 1953, Jun Average, Brazil, BRA
67.7, 1953, Jul Average, Brazil, BRA
46.5, 1953, Aug Average, Brazil, BRA
91.6, 1953, Sep Average, Brazil, BRA
124.7, 1953, Oct Average, Brazil, BRA
156.0, 1953, Nov Average, Brazil, BRA
217.0, 1953, Dec Average, Brazil, BRA
189.3, 1954, Jan Average, Brazil, BRA
218.6, 1954, Feb Average, Brazil, BRA
245.6, 1954, Mar Average, Brazil, BRA
169.9, 1954, Apr Average, Brazil, BRA
131.7, 1954, May Average, Brazil, BRA
89.6, 1954, Jun Average, Brazil, BRA
61.9, 1954, Jul Average, Brazil, BRA
45.9, 1954, Aug Average, Brazil, BRA
68.1, 1954, Sep Average, Brazil, BRA
104.5, 1954, Oct Average, Brazil, BRA
166.1, 1954, Nov Average, Brazil, BRA
188.4, 1954, Dec Average, Brazil, BRA
243.2, 1955, Jan Average, Brazil, BRA
201.9, 1955, Feb Average, Brazil, BRA
240.1, 1955, Mar Average, Brazil, BRA
189.9, 1955, Apr Average, Brazil, BRA
127.5, 1955, May Average, Brazil, BRA
77.6, 1955, Jun Average, Brazil, BRA
70.4, 1955, Jul Average, Brazil, BRA
46.8, 1955, Aug Average, Brazil, BRA
63.6, 1955, Sep Average, Brazil, BRA
115.8, 1955, Oct Average, Brazil, BRA
161.5, 1955, Nov Average, Brazil, BRA
210.8, 1955, Dec Average, Brazil, BRA
195.2, 1956, Jan Average, Brazil, BRA
230.2, 1956, Feb Average, Brazil, BRA
235.7, 1956, Mar Average, Brazil, BRA
199.7, 1956, Apr Average, Brazil, BRA
147.1, 1956, May Average, Brazil, BRA
93.9, 1956, Jun Average, Brazil, BRA
68.6, 1956, Jul Average, Brazil, BRA
69.2, 1956, Aug Average, Brazil, BRA
69.2, 1956, Sep Average, Brazil, BRA
131.4, 1956, Oct Average, Brazil, BRA
184.1, 1956, Nov Average, Brazil, BRA
206.9, 1956, Dec Average, Brazil, BRA
239.8, 1957, Jan Average, Brazil, BRA
209.5, 1957, Feb Average, Brazil, BRA
246.9, 1957, Mar Average, Brazil, BRA
210.5, 1957, Apr Average, Brazil, BRA
127.4, 1957, May Average, Brazil, BRA
78.4, 1957, Jun Average, Brazil, BRA
62.9, 1957, Jul Average, Brazil, BRA
56.9, 1957, Aug Average, Brazil, BRA
85.3, 1957, Sep Average, Brazil, BRA
105.3, 1957, Oct Average, Brazil, BRA
151.1, 1957, Nov Average, Brazil, BRA
182.1, 1957, Dec Average, Brazil, BRA
240.8, 1958, Jan Average, Brazil, BRA
209.0, 1958, Feb Average, Brazil, BRA
224.2, 1958, Mar Average, Brazil, BRA
178.0, 1958, Apr Average, Brazil, BRA
114.0, 1958, May Average, Brazil, BRA
64.5, 1958, Jun Average, Brazil, BRA
61.5, 1958, Jul Average, Brazil, BRA
44.7, 1958, Aug Average, Brazil, BRA
70.6, 1958, Sep Average, Brazil, BRA
125.3, 1958, Oct Average, Brazil, BRA
143.8, 1958, Nov Average, Brazil, BRA
209.5, 1958, Dec Average, Brazil, BRA
225.7, 1959, Jan Average, Brazil, BRA
209.3, 1959, Feb Average, Brazil, BRA
244.3, 1959, Mar Average, Brazil, BRA
163.4, 1959, Apr Average, Brazil, BRA
117.0, 1959, May Average, Brazil, BRA
94.9, 1959, Jun Average, Brazil, BRA
64.3, 1959, Jul Average, Brazil, BRA
61.2, 1959, Aug Average, Brazil, BRA
63.8, 1959, Sep Average, Brazil, BRA
113.5, 1959, Oct Average, Brazil, BRA
162.5, 1959, Nov Average, Brazil, BRA
163.9, 1959, Dec Average, Brazil, BRA
228.9, 1960, Jan Average, Brazil, BRA
216.2, 1960, Feb Average, Brazil, BRA
272.4, 1960, Mar Average, Brazil, BRA
163.0, 1960, Apr Average, Brazil, BRA
111.9, 1960, May Average, Brazil, BRA
80.5, 1960, Jun Average, Brazil, BRA
62.8, 1960, Jul Average, Brazil, BRA
59.3, 1960, Aug Average, Brazil, BRA
61.3, 1960, Sep Average, Brazil, BRA
119.4, 1960, Oct Average, Brazil, BRA
146.8, 1960, Nov Average, Brazil, BRA
205.5, 1960, Dec Average, Brazil, BRA
246.3, 1961, Jan Average, Brazil, BRA
222.5, 1961, Feb Average, Brazil, BRA
211.8, 1961, Mar Average, Brazil, BRA
173.5, 1961, Apr Average, Brazil, BRA
122.8, 1961, May Average, Brazil, BRA
84.2, 1961, Jun Average, Brazil, BRA
57.6, 1961, Jul Average, Brazil, BRA
45.7, 1961, Aug Average, Brazil, BRA
63.5, 1961, Sep Average, Brazil, BRA
112.2, 1961, Oct Average, Brazil, BRA
127.7, 1961, Nov Average, Brazil, BRA
196.9, 1961, Dec Average, Brazil, BRA
231.4, 1962, Jan Average, Brazil, BRA
209.7, 1962, Feb Average, Brazil, BRA
215.1, 1962, Mar Average, Brazil, BRA
174.8, 1962, Apr Average, Brazil, BRA
136.7, 1962, May Average, Brazil, BRA
78.1, 1962, Jun Average, Brazil, BRA
59.1, 1962, Jul Average, Brazil, BRA
49.3, 1962, Aug Average, Brazil, BRA
75.0, 1962, Sep Average, Brazil, BRA
113.6, 1962, Oct Average, Brazil, BRA
151.4, 1962, Nov Average, Brazil, BRA
212.2, 1962, Dec Average, Brazil, BRA
209.7, 1963, Jan Average, Brazil, BRA
238.9, 1963, Feb Average, Brazil, BRA
212.6, 1963, Mar Average, Brazil, BRA
168.6, 1963, Apr Average, Brazil, BRA
112.0, 1963, May Average, Brazil, BRA
68.6, 1963, Jun Average, Brazil, BRA
49.0, 1963, Jul Average, Brazil, BRA
40.5, 1963, Aug Average, Brazil, BRA
59.5, 1963, Sep Average, Brazil, BRA
96.4, 1963, Oct Average, Brazil, BRA
163.4, 1963, Nov Average, Brazil, BRA
210.7, 1963, Dec Average, Brazil, BRA
279.0, 1964, Jan Average, Brazil, BRA
233.7, 1964, Feb Average, Brazil, BRA
224.6, 1964, Mar Average, Brazil, BRA
182.5, 1964, Apr Average, Brazil, BRA
152.4, 1964, May Average, Brazil, BRA
82.2, 1964, Jun Average, Brazil, BRA
68.7, 1964, Jul Average, Brazil, BRA
61.1, 1964, Aug Average, Brazil, BRA
76.2, 1964, Sep Average, Brazil, BRA
140.5, 1964, Oct Average, Brazil, BRA
159.6, 1964, Nov Average, Brazil, BRA
202.4, 1964, Dec Average, Brazil, BRA
224.6, 1965, Jan Average, Brazil, BRA
191.2, 1965, Feb Average, Brazil, BRA
252.4, 1965, Mar Average, Brazil, BRA
202.7, 1965, Apr Average, Brazil, BRA
126.7, 1965, May Average, Brazil, BRA
81.7, 1965, Jun Average, Brazil, BRA
72.0, 1965, Jul Average, Brazil, BRA
53.0, 1965, Aug Average, Brazil, BRA
76.4, 1965, Sep Average, Brazil, BRA
149.3, 1965, Oct Average, Brazil, BRA
157.9, 1965, Nov Average, Brazil, BRA
179.4, 1965, Dec Average, Brazil, BRA
210.0, 1966, Jan Average, Brazil, BRA
235.3, 1966, Feb Average, Brazil, BRA
211.8, 1966, Mar Average, Brazil, BRA
178.9, 1966, Apr Average, Brazil, BRA
135.1, 1966, May Average, Brazil, BRA
83.4, 1966, Jun Average, Brazil, BRA
76.8, 1966, Jul Average, Brazil, BRA
51.9, 1966, Aug Average, Brazil, BRA
78.1, 1966, Sep Average, Brazil, BRA
117.2, 1966, Oct Average, Brazil, BRA
147.1, 1966, Nov Average, Brazil, BRA
205.3, 1966, Dec Average, Brazil, BRA
219.7, 1967, Jan Average, Brazil, BRA
224.2, 1967, Feb Average, Brazil, BRA
240.9, 1967, Mar Average, Brazil, BRA
192.2, 1967, Apr Average, Brazil, BRA
123.4, 1967, May Average, Brazil, BRA
81.2, 1967, Jun Average, Brazil, BRA
59.9, 1967, Jul Average, Brazil, BRA
42.7, 1967, Aug Average, Brazil, BRA
64.0, 1967, Sep Average, Brazil, BRA
96.4, 1967, Oct Average, Brazil, BRA
160.4, 1967, Nov Average, Brazil, BRA
205.4, 1967, Dec Average, Brazil, BRA
194.5, 1968, Jan Average, Brazil, BRA
222.9, 1968, Feb Average, Brazil, BRA
245.8, 1968, Mar Average, Brazil, BRA
167.3, 1968, Apr Average, Brazil, BRA
127.0, 1968, May Average, Brazil, BRA
75.6, 1968, Jun Average, Brazil, BRA
58.1, 1968, Jul Average, Brazil, BRA
60.3, 1968, Aug Average, Brazil, BRA
76.6, 1968, Sep Average, Brazil, BRA
115.0, 1968, Oct Average, Brazil, BRA
185.1, 1968, Nov Average, Brazil, BRA
204.1, 1968, Dec Average, Brazil, BRA
231.3, 1969, Jan Average, Brazil, BRA
194.1, 1969, Feb Average, Brazil, BRA
223.0, 1969, Mar Average, Brazil, BRA
172.0, 1969, Apr Average, Brazil, BRA
136.7, 1969, May Average, Brazil, BRA
81.5, 1969, Jun Average, Brazil, BRA
63.2, 1969, Jul Average, Brazil, BRA
52.3, 1969, Aug Average, Brazil, BRA
64.7, 1969, Sep Average, Brazil, BRA
122.3, 1969, Oct Average, Brazil, BRA
147.4, 1969, Nov Average, Brazil, BRA
198.4, 1969, Dec Average, Brazil, BRA
231.5, 1970, Jan Average, Brazil, BRA
206.5, 1970, Feb Average, Brazil, BRA
239.5, 1970, Mar Average, Brazil, BRA
182.5, 1970, Apr Average, Brazil, BRA
119.1, 1970, May Average, Brazil, BRA
87.8, 1970, Jun Average, Brazil, BRA
62.2, 1970, Jul Average, Brazil, BRA
59.0, 1970, Aug Average, Brazil, BRA
84.4, 1970, Sep Average, Brazil, BRA
125.6, 1970, Oct Average, Brazil, BRA
178.5, 1970, Nov Average, Brazil, BRA
160.3, 1970, Dec Average, Brazil, BRA
197.2, 1971, Jan Average, Brazil, BRA
208.4, 1971, Feb Average, Brazil, BRA
240.0, 1971, Mar Average, Brazil, BRA
199.4, 1971, Apr Average, Brazil, BRA
137.8, 1971, May Average, Brazil, BRA
103.3, 1971, Jun Average, Brazil, BRA
74.0, 1971, Jul Average, Brazil, BRA
58.4, 1971, Aug Average, Brazil, BRA
71.6, 1971, Sep Average, Brazil, BRA
142.9, 1971, Oct Average, Brazil, BRA
174.1, 1971, Nov Average, Brazil, BRA
166.1, 1971, Dec Average, Brazil, BRA
214.1, 1972, Jan Average, Brazil, BRA
232.3, 1972, Feb Average, Brazil, BRA
215.1, 1972, Mar Average, Brazil, BRA
172.6, 1972, Apr Average, Brazil, BRA
120.7, 1972, May Average, Brazil, BRA
81.5, 1972, Jun Average, Brazil, BRA
74.7, 1972, Jul Average, Brazil, BRA
80.4, 1972, Aug Average, Brazil, BRA
85.0, 1972, Sep Average, Brazil, BRA
127.1, 1972, Oct Average, Brazil, BRA
167.4, 1972, Nov Average, Brazil, BRA
221.5, 1972, Dec Average, Brazil, BRA
211.9, 1973, Jan Average, Brazil, BRA
215.2, 1973, Feb Average, Brazil, BRA
246.6, 1973, Mar Average, Brazil, BRA
194.3, 1973, Apr Average, Brazil, BRA
161.3, 1973, May Average, Brazil, BRA
91.6, 1973, Jun Average, Brazil, BRA
84.9, 1973, Jul Average, Brazil, BRA
73.5, 1973, Aug Average, Brazil, BRA
82.6, 1973, Sep Average, Brazil, BRA
162.2, 1973, Oct Average, Brazil, BRA
166.0, 1973, Nov Average, Brazil, BRA
207.1, 1973, Dec Average, Brazil, BRA
239.7, 1974, Jan Average, Brazil, BRA
226.9, 1974, Feb Average, Brazil, BRA
279.4, 1974, Mar Average, Brazil, BRA
217.7, 1974, Apr Average, Brazil, BRA
137.5, 1974, May Average, Brazil, BRA
102.8, 1974, Jun Average, Brazil, BRA
67.8, 1974, Jul Average, Brazil, BRA
63.8, 1974, Aug Average, Brazil, BRA
78.5, 1974, Sep Average, Brazil, BRA
137.1, 1974, Oct Average, Brazil, BRA
155.8, 1974, Nov Average, Brazil, BRA
223.3, 1974, Dec Average, Brazil, BRA
228.5, 1975, Jan Average, Brazil, BRA
220.0, 1975, Feb Average, Brazil, BRA
238.5, 1975, Mar Average, Brazil, BRA
208.7, 1975, Apr Average, Brazil, BRA
145.9, 1975, May Average, Brazil, BRA
91.9, 1975, Jun Average, Brazil, BRA
89.0, 1975, Jul Average, Brazil, BRA
64.5, 1975, Aug Average, Brazil, BRA
79.9, 1975, Sep Average, Brazil, BRA
123.8, 1975, Oct Average, Brazil, BRA
174.6, 1975, Nov Average, Brazil, BRA
180.7, 1975, Dec Average, Brazil, BRA
207.0, 1976, Jan Average, Brazil, BRA
242.4, 1976, Feb Average, Brazil, BRA
231.0, 1976, Mar Average, Brazil, BRA
168.5, 1976, Apr Average, Brazil, BRA
137.6, 1976, May Average, Brazil, BRA
72.5, 1976, Jun Average, Brazil, BRA
56.8, 1976, Jul Average, Brazil, BRA
53.7, 1976, Aug Average, Brazil, BRA
84.5, 1976, Sep Average, Brazil, BRA
142.9, 1976, Oct Average, Brazil, BRA
174.5, 1976, Nov Average, Brazil, BRA
191.0, 1976, Dec Average, Brazil, BRA
243.4, 1977, Jan Average, Brazil, BRA
207.9, 1977, Feb Average, Brazil, BRA
209.1, 1977, Mar Average, Brazil, BRA
199.4, 1977, Apr Average, Brazil, BRA
136.5, 1977, May Average, Brazil, BRA
100.1, 1977, Jun Average, Brazil, BRA
66.4, 1977, Jul Average, Brazil, BRA
52.3, 1977, Aug Average, Brazil, BRA
86.8, 1977, Sep Average, Brazil, BRA
125.3, 1977, Oct Average, Brazil, BRA
153.0, 1977, Nov Average, Brazil, BRA
219.4, 1977, Dec Average, Brazil, BRA
220.4, 1978, Jan Average, Brazil, BRA
223.6, 1978, Feb Average, Brazil, BRA
240.2, 1978, Mar Average, Brazil, BRA
181.3, 1978, Apr Average, Brazil, BRA
148.7, 1978, May Average, Brazil, BRA
73.1, 1978, Jun Average, Brazil, BRA
83.9, 1978, Jul Average, Brazil, BRA
54.4, 1978, Aug Average, Brazil, BRA
82.1, 1978, Sep Average, Brazil, BRA
125.4, 1978, Oct Average, Brazil, BRA
153.3, 1978, Nov Average, Brazil, BRA
207.4, 1978, Dec Average, Brazil, BRA
253.1, 1979, Jan Average, Brazil, BRA
244.9, 1979, Feb Average, Brazil, BRA
222.1, 1979, Mar Average, Brazil, BRA
178.4, 1979, Apr Average, Brazil, BRA
132.9, 1979, May Average, Brazil, BRA
65.1, 1979, Jun Average, Brazil, BRA
50.6, 1979, Jul Average, Brazil, BRA
70.3, 1979, Aug Average, Brazil, BRA
94.2, 1979, Sep Average, Brazil, BRA
126.0, 1979, Oct Average, Brazil, BRA
157.7, 1979, Nov Average, Brazil, BRA
203.5, 1979, Dec Average, Brazil, BRA
258.2, 1980, Jan Average, Brazil, BRA
270.1, 1980, Feb Average, Brazil, BRA
202.7, 1980, Mar Average, Brazil, BRA
164.1, 1980, Apr Average, Brazil, BRA
112.5, 1980, May Average, Brazil, BRA
82.3, 1980, Jun Average, Brazil, BRA
55.0, 1980, Jul Average, Brazil, BRA
49.8, 1980, Aug Average, Brazil, BRA
77.3, 1980, Sep Average, Brazil, BRA
113.0, 1980, Oct Average, Brazil, BRA
165.2, 1980, Nov Average, Brazil, BRA
203.9, 1980, Dec Average, Brazil, BRA
228.6, 1981, Jan Average, Brazil, BRA
180.8, 1981, Feb Average, Brazil, BRA
256.0, 1981, Mar Average, Brazil, BRA
147.2, 1981, Apr Average, Brazil, BRA
102.4, 1981, May Average, Brazil, BRA
80.7, 1981, Jun Average, Brazil, BRA
49.9, 1981, Jul Average, Brazil, BRA
57.4, 1981, Aug Average, Brazil, BRA
64.8, 1981, Sep Average, Brazil, BRA
130.5, 1981, Oct Average, Brazil, BRA
174.4, 1981, Nov Average, Brazil, BRA
197.7, 1981, Dec Average, Brazil, BRA
262.9, 1982, Jan Average, Brazil, BRA
214.3, 1982, Feb Average, Brazil, BRA
252.1, 1982, Mar Average, Brazil, BRA
179.2, 1982, Apr Average, Brazil, BRA
120.7, 1982, May Average, Brazil, BRA
78.2, 1982, Jun Average, Brazil, BRA
65.4, 1982, Jul Average, Brazil, BRA
59.0, 1982, Aug Average, Brazil, BRA
75.1, 1982, Sep Average, Brazil, BRA
115.7, 1982, Oct Average, Brazil, BRA
129.3, 1982, Nov Average, Brazil, BRA
193.2, 1982, Dec Average, Brazil, BRA
221.7, 1983, Jan Average, Brazil, BRA
208.0, 1983, Feb Average, Brazil, BRA
239.9, 1983, Mar Average, Brazil, BRA
171.5, 1983, Apr Average, Brazil, BRA
121.5, 1983, May Average, Brazil, BRA
64.4, 1983, Jun Average, Brazil, BRA
52.8, 1983, Jul Average, Brazil, BRA
50.8, 1983, Aug Average, Brazil, BRA
78.7, 1983, Sep Average, Brazil, BRA
126.6, 1983, Oct Average, Brazil, BRA
157.9, 1983, Nov Average, Brazil, BRA
202.7, 1983, Dec Average, Brazil, BRA
193.1, 1984, Jan Average, Brazil, BRA
199.8, 1984, Feb Average, Brazil, BRA
241.1, 1984, Mar Average, Brazil, BRA
222.8, 1984, Apr Average, Brazil, BRA
138.2, 1984, May Average, Brazil, BRA
79.9, 1984, Jun Average, Brazil, BRA
66.1, 1984, Jul Average, Brazil, BRA
81.0, 1984, Aug Average, Brazil, BRA
97.7, 1984, Sep Average, Brazil, BRA
124.3, 1984, Oct Average, Brazil, BRA
136.0, 1984, Nov Average, Brazil, BRA
176.1, 1984, Dec Average, Brazil, BRA
315.1, 1985, Jan Average, Brazil, BRA
221.2, 1985, Feb Average, Brazil, BRA
247.4, 1985, Mar Average, Brazil, BRA
195.4, 1985, Apr Average, Brazil, BRA
141.1, 1985, May Average, Brazil, BRA
77.6, 1985, Jun Average, Brazil, BRA
66.7, 1985, Jul Average, Brazil, BRA
64.2, 1985, Aug Average, Brazil, BRA
80.1, 1985, Sep Average, Brazil, BRA
131.6, 1985, Oct Average, Brazil, BRA
151.2, 1985, Nov Average, Brazil, BRA
234.4, 1985, Dec Average, Brazil, BRA
210.9, 1986, Jan Average, Brazil, BRA
213.4, 1986, Feb Average, Brazil, BRA
249.2, 1986, Mar Average, Brazil, BRA
178.4, 1986, Apr Average, Brazil, BRA
129.0, 1986, May Average, Brazil, BRA
84.7, 1986, Jun Average, Brazil, BRA
65.5, 1986, Jul Average, Brazil, BRA
60.5, 1986, Aug Average, Brazil, BRA
72.3, 1986, Sep Average, Brazil, BRA
121.7, 1986, Oct Average, Brazil, BRA
150.5, 1986, Nov Average, Brazil, BRA
195.2, 1986, Dec Average, Brazil, BRA
193.3, 1987, Jan Average, Brazil, BRA
178.0, 1987, Feb Average, Brazil, BRA
251.7, 1987, Mar Average, Brazil, BRA
192.4, 1987, Apr Average, Brazil, BRA
118.6, 1987, May Average, Brazil, BRA
76.8, 1987, Jun Average, Brazil, BRA
59.3, 1987, Jul Average, Brazil, BRA
48.4, 1987, Aug Average, Brazil, BRA
72.4, 1987, Sep Average, Brazil, BRA
101.2, 1987, Oct Average, Brazil, BRA
146.8, 1987, Nov Average, Brazil, BRA
195.7, 1987, Dec Average, Brazil, BRA
222.0, 1988, Jan Average, Brazil, BRA
218.7, 1988, Feb Average, Brazil, BRA
249.3, 1988, Mar Average, Brazil, BRA
201.0, 1988, Apr Average, Brazil, BRA
140.8, 1988, May Average, Brazil, BRA
85.1, 1988, Jun Average, Brazil, BRA
58.7, 1988, Jul Average, Brazil, BRA
38.7, 1988, Aug Average, Brazil, BRA
60.2, 1988, Sep Average, Brazil, BRA
110.0, 1988, Oct Average, Brazil, BRA
153.2, 1988, Nov Average, Brazil, BRA
217.5, 1988, Dec Average, Brazil, BRA
222.4, 1989, Jan Average, Brazil, BRA
214.8, 1989, Feb Average, Brazil, BRA
239.0, 1989, Mar Average, Brazil, BRA
194.8, 1989, Apr Average, Brazil, BRA
140.4, 1989, May Average, Brazil, BRA
97.3, 1989, Jun Average, Brazil, BRA
77.0, 1989, Jul Average, Brazil, BRA
62.7, 1989, Aug Average, Brazil, BRA
78.9, 1989, Sep Average, Brazil, BRA
126.3, 1989, Oct Average, Brazil, BRA
172.7, 1989, Nov Average, Brazil, BRA
291.4, 1989, Dec Average, Brazil, BRA
192.3, 1990, Jan Average, Brazil, BRA
208.3, 1990, Feb Average, Brazil, BRA
204.7, 1990, Mar Average, Brazil, BRA
173.2, 1990, Apr Average, Brazil, BRA
132.7, 1990, May Average, Brazil, BRA
77.1, 1990, Jun Average, Brazil, BRA
73.0, 1990, Jul Average, Brazil, BRA
68.7, 1990, Aug Average, Brazil, BRA
86.6, 1990, Sep Average, Brazil, BRA
115.8, 1990, Oct Average, Brazil, BRA
147.6, 1990, Nov Average, Brazil, BRA
172.1, 1990, Dec Average, Brazil, BRA
252.1, 1991, Jan Average, Brazil, BRA
195.5, 1991, Feb Average, Brazil, BRA
237.1, 1991, Mar Average, Brazil, BRA
183.3, 1991, Apr Average, Brazil, BRA
121.9, 1991, May Average, Brazil, BRA
84.6, 1991, Jun Average, Brazil, BRA
63.4, 1991, Jul Average, Brazil, BRA
51.1, 1991, Aug Average, Brazil, BRA
71.3, 1991, Sep Average, Brazil, BRA
98.3, 1991, Oct Average, Brazil, BRA
146.8, 1991, Nov Average, Brazil, BRA
172.9, 1991, Dec Average, Brazil, BRA
235.2, 1992, Jan Average, Brazil, BRA
225.6, 1992, Feb Average, Brazil, BRA
226.1, 1992, Mar Average, Brazil, BRA
170.8, 1992, Apr Average, Brazil, BRA
107.8, 1992, May Average, Brazil, BRA
67.9, 1992, Jun Average, Brazil, BRA
63.2, 1992, Jul Average, Brazil, BRA
55.4, 1992, Aug Average, Brazil, BRA
89.0, 1992, Sep Average, Brazil, BRA
116.3, 1992, Oct Average, Brazil, BRA
162.5, 1992, Nov Average, Brazil, BRA
194.5, 1992, Dec Average, Brazil, BRA
209.6, 1993, Jan Average, Brazil, BRA
225.3, 1993, Feb Average, Brazil, BRA
189.0, 1993, Mar Average, Brazil, BRA
169.8, 1993, Apr Average, Brazil, BRA
117.7, 1993, May Average, Brazil, BRA
77.0, 1993, Jun Average, Brazil, BRA
65.6, 1993, Jul Average, Brazil, BRA
56.9, 1993, Aug Average, Brazil, BRA
80.8, 1993, Sep Average, Brazil, BRA
122.5, 1993, Oct Average, Brazil, BRA
171.1, 1993, Nov Average, Brazil, BRA
201.1, 1993, Dec Average, Brazil, BRA
249.3, 1994, Jan Average, Brazil, BRA
218.6, 1994, Feb Average, Brazil, BRA
249.3, 1994, Mar Average, Brazil, BRA
180.2, 1994, Apr Average, Brazil, BRA
124.6, 1994, May Average, Brazil, BRA
101.0, 1994, Jun Average, Brazil, BRA
64.2, 1994, Jul Average, Brazil, BRA
53.1, 1994, Aug Average, Brazil, BRA
75.7, 1994, Sep Average, Brazil, BRA
123.7, 1994, Oct Average, Brazil, BRA
161.7, 1994, Nov Average, Brazil, BRA
193.0, 1994, Dec Average, Brazil, BRA
204.9, 1995, Jan Average, Brazil, BRA
222.2, 1995, Feb Average, Brazil, BRA
228.4, 1995, Mar Average, Brazil, BRA
198.1, 1995, Apr Average, Brazil, BRA
137.8, 1995, May Average, Brazil, BRA
85.8, 1995, Jun Average, Brazil, BRA
67.5, 1995, Jul Average, Brazil, BRA
46.3, 1995, Aug Average, Brazil, BRA
68.5, 1995, Sep Average, Brazil, BRA
117.8, 1995, Oct Average, Brazil, BRA
178.3, 1995, Nov Average, Brazil, BRA
220.1, 1995, Dec Average, Brazil, BRA
224.4, 1996, Jan Average, Brazil, BRA
215.0, 1996, Feb Average, Brazil, BRA
255.7, 1996, Mar Average, Brazil, BRA
200.0, 1996, Apr Average, Brazil, BRA
121.9, 1996, May Average, Brazil, BRA
78.4, 1996, Jun Average, Brazil, BRA
71.5, 1996, Jul Average, Brazil, BRA
54.5, 1996, Aug Average, Brazil, BRA
79.9, 1996, Sep Average, Brazil, BRA
132.7, 1996, Oct Average, Brazil, BRA
174.8, 1996, Nov Average, Brazil, BRA
187.7, 1996, Dec Average, Brazil, BRA
242.9, 1997, Jan Average, Brazil, BRA
218.5, 1997, Feb Average, Brazil, BRA
276.7, 1997, Mar Average, Brazil, BRA
182.2, 1997, Apr Average, Brazil, BRA
126.5, 1997, May Average, Brazil, BRA
72.7, 1997, Jun Average, Brazil, BRA
55.3, 1997, Jul Average, Brazil, BRA
54.3, 1997, Aug Average, Brazil, BRA
72.1, 1997, Sep Average, Brazil, BRA
113.2, 1997, Oct Average, Brazil, BRA
161.2, 1997, Nov Average, Brazil, BRA
207.1, 1997, Dec Average, Brazil, BRA
213.8, 1998, Jan Average, Brazil, BRA
201.6, 1998, Feb Average, Brazil, BRA
224.3, 1998, Mar Average, Brazil, BRA
177.0, 1998, Apr Average, Brazil, BRA
127.1, 1998, May Average, Brazil, BRA
87.8, 1998, Jun Average, Brazil, BRA
64.1, 1998, Jul Average, Brazil, BRA
67.0, 1998, Aug Average, Brazil, BRA
78.1, 1998, Sep Average, Brazil, BRA
128.3, 1998, Oct Average, Brazil, BRA
175.5, 1998, Nov Average, Brazil, BRA
201.7, 1998, Dec Average, Brazil, BRA
241.7, 1999, Jan Average, Brazil, BRA
208.2, 1999, Feb Average, Brazil, BRA
231.9, 1999, Mar Average, Brazil, BRA
174.1, 1999, Apr Average, Brazil, BRA
138.4, 1999, May Average, Brazil, BRA
84.9, 1999, Jun Average, Brazil, BRA
64.9, 1999, Jul Average, Brazil, BRA
47.9, 1999, Aug Average, Brazil, BRA
79.1, 1999, Sep Average, Brazil, BRA
116.3, 1999, Oct Average, Brazil, BRA
174.8, 1999, Nov Average, Brazil, BRA
215.1, 1999, Dec Average, Brazil, BRA
241.5, 2000, Jan Average, Brazil, BRA
243.3, 2000, Feb Average, Brazil, BRA
247.7, 2000, Mar Average, Brazil, BRA
196.3, 2000, Apr Average, Brazil, BRA
131.1, 2000, May Average, Brazil, BRA
82.9, 2000, Jun Average, Brazil, BRA
72.2, 2000, Jul Average, Brazil, BRA
65.9, 2000, Aug Average, Brazil, BRA
97.8, 2000, Sep Average, Brazil, BRA
110.8, 2000, Oct Average, Brazil, BRA
173.9, 2000, Nov Average, Brazil, BRA
216.4, 2000, Dec Average, Brazil, BRA
213.0, 2001, Jan Average, Brazil, BRA
210.0, 2001, Feb Average, Brazil, BRA
239.5, 2001, Mar Average, Brazil, BRA
169.9, 2001, Apr Average, Brazil, BRA
134.0, 2001, May Average, Brazil, BRA
90.0, 2001, Jun Average, Brazil, BRA
70.7, 2001, Jul Average, Brazil, BRA
46.3, 2001, Aug Average, Brazil, BRA
82.8, 2001, Sep Average, Brazil, BRA
129.5, 2001, Oct Average, Brazil, BRA
169.5, 2001, Nov Average, Brazil, BRA
217.8, 2001, Dec Average, Brazil, BRA
262.1, 2002, Jan Average, Brazil, BRA
215.3, 2002, Feb Average, Brazil, BRA
220.6, 2002, Mar Average, Brazil, BRA
190.2, 2002, Apr Average, Brazil, BRA
150.8, 2002, May Average, Brazil, BRA
80.5, 2002, Jun Average, Brazil, BRA
63.0, 2002, Jul Average, Brazil, BRA
57.6, 2002, Aug Average, Brazil, BRA
