Rainfall - (MM), Year, Statistics, Country, ISO3
76.8, 2002, Sep Average, Brazil, BRA
118.0, 2002, Oct Average, Brazil, BRA
147.2, 2002, Nov Average, Brazil, BRA
224.8, 2002, Dec Average, Brazil, BRA
225.9, 2003, Jan Average, Brazil, BRA
225.0, 2003, Feb Average, Brazil, BRA
226.7, 2003, Mar Average, Brazil, BRA
172.7, 2003, Apr Average, Brazil, BRA
134.2, 2003, May Average, Brazil, BRA
84.9, 2003, Jun Average, Brazil, BRA
60.2, 2003, Jul Average, Brazil, BRA
59.4, 2003, Aug Average, Brazil, BRA
81.3, 2003, Sep Average, Brazil, BRA
108.3, 2003, Oct Average, Brazil, BRA
153.2, 2003, Nov Average, Brazil, BRA
172.6, 2003, Dec Average, Brazil, BRA
265.9, 2004, Jan Average, Brazil, BRA
261.3, 2004, Feb Average, Brazil, BRA
244.6, 2004, Mar Average, Brazil, BRA
173.6, 2004, Apr Average, Brazil, BRA
132.9, 2004, May Average, Brazil, BRA
77.2, 2004, Jun Average, Brazil, BRA
75.0, 2004, Jul Average, Brazil, BRA
51.6, 2004, Aug Average, Brazil, BRA
61.0, 2004, Sep Average, Brazil, BRA
118.3, 2004, Oct Average, Brazil, BRA
146.1, 2004, Nov Average, Brazil, BRA
183.4, 2004, Dec Average, Brazil, BRA
220.2, 2005, Jan Average, Brazil, BRA
224.3, 2005, Feb Average, Brazil, BRA
262.7, 2005, Mar Average, Brazil, BRA
184.9, 2005, Apr Average, Brazil, BRA
153.7, 2005, May Average, Brazil, BRA
75.2, 2005, Jun Average, Brazil, BRA
52.0, 2005, Jul Average, Brazil, BRA
54.5, 2005, Aug Average, Brazil, BRA
74.8, 2005, Sep Average, Brazil, BRA
117.1, 2005, Oct Average, Brazil, BRA
143.1, 2005, Nov Average, Brazil, BRA
229.3, 2005, Dec Average, Brazil, BRA
212.0, 2006, Jan Average, Brazil, BRA
227.2, 2006, Feb Average, Brazil, BRA
256.4, 2006, Mar Average, Brazil, BRA
208.2, 2006, Apr Average, Brazil, BRA
146.2, 2006, May Average, Brazil, BRA
79.6, 2006, Jun Average, Brazil, BRA
61.5, 2006, Jul Average, Brazil, BRA
49.9, 2006, Aug Average, Brazil, BRA
75.2, 2006, Sep Average, Brazil, BRA
128.5, 2006, Oct Average, Brazil, BRA
173.8, 2006, Nov Average, Brazil, BRA
204.7, 2006, Dec Average, Brazil, BRA
212.4, 2007, Jan Average, Brazil, BRA
238.9, 2007, Feb Average, Brazil, BRA
214.7, 2007, Mar Average, Brazil, BRA
184.5, 2007, Apr Average, Brazil, BRA
126.8, 2007, May Average, Brazil, BRA
69.8, 2007, Jun Average, Brazil, BRA
68.5, 2007, Jul Average, Brazil, BRA
54.1, 2007, Aug Average, Brazil, BRA
55.3, 2007, Sep Average, Brazil, BRA
113.6, 2007, Oct Average, Brazil, BRA
158.9, 2007, Nov Average, Brazil, BRA
208.3, 2007, Dec Average, Brazil, BRA
255.3, 2008, Jan Average, Brazil, BRA
230.9, 2008, Feb Average, Brazil, BRA
264.4, 2008, Mar Average, Brazil, BRA
200.5, 2008, Apr Average, Brazil, BRA
135.4, 2008, May Average, Brazil, BRA
78.5, 2008, Jun Average, Brazil, BRA
58.6, 2008, Jul Average, Brazil, BRA
56.1, 2008, Aug Average, Brazil, BRA
75.5, 2008, Sep Average, Brazil, BRA
116.7, 2008, Oct Average, Brazil, BRA
157.2, 2008, Nov Average, Brazil, BRA
222.8, 2008, Dec Average, Brazil, BRA
238.8, 2009, Jan Average, Brazil, BRA
232.2, 2009, Feb Average, Brazil, BRA
249.0, 2009, Mar Average, Brazil, BRA
203.2, 2009, Apr Average, Brazil, BRA
145.6, 2009, May Average, Brazil, BRA
95.1, 2009, Jun Average, Brazil, BRA
74.5, 2009, Jul Average, Brazil, BRA
59.6, 2009, Aug Average, Brazil, BRA
81.1, 2009, Sep Average, Brazil, BRA
149.4, 2009, Oct Average, Brazil, BRA
146.5, 2009, Nov Average, Brazil, BRA
222.1, 2009, Dec Average, Brazil, BRA
238.7, 2010, Jan Average, Brazil, BRA
208.8, 2010, Feb Average, Brazil, BRA
234.4, 2010, Mar Average, Brazil, BRA
200.6, 2010, Apr Average, Brazil, BRA
132.2, 2010, May Average, Brazil, BRA
75.7, 2010, Jun Average, Brazil, BRA
67.5, 2010, Jul Average, Brazil, BRA
44.6, 2010, Aug Average, Brazil, BRA
64.9, 2010, Sep Average, Brazil, BRA
117.4, 2010, Oct Average, Brazil, BRA
159.9, 2010, Nov Average, Brazil, BRA
210.5, 2010, Dec Average, Brazil, BRA
241.7, 2011, Jan Average, Brazil, BRA
244.4, 2011, Feb Average, Brazil, BRA
263.5, 2011, Mar Average, Brazil, BRA
198.4, 2011, Apr Average, Brazil, BRA
139.0, 2011, May Average, Brazil, BRA
73.8, 2011, Jun Average, Brazil, BRA
63.8, 2011, Jul Average, Brazil, BRA
55.5, 2011, Aug Average, Brazil, BRA
59.7, 2011, Sep Average, Brazil, BRA
136.0, 2011, Oct Average, Brazil, BRA
164.7, 2011, Nov Average, Brazil, BRA
189.0, 2011, Dec Average, Brazil, BRA
236.2, 2012, Jan Average, Brazil, BRA
228.9, 2012, Feb Average, Brazil, BRA
225.6, 2012, Mar Average, Brazil, BRA
171.2, 2012, Apr Average, Brazil, BRA
117.7, 2012, May Average, Brazil, BRA
77.7, 2012, Jun Average, Brazil, BRA
63.9, 2012, Jul Average, Brazil, BRA
45.8, 2012, Aug Average, Brazil, BRA
65.7, 2012, Sep Average, Brazil, BRA
98.3, 2012, Oct Average, Brazil, BRA
159.4, 2012, Nov Average, Brazil, BRA
179.2, 2012, Dec Average, Brazil, BRA
226.1, 2013, Jan Average, Brazil, BRA
220.2, 2013, Feb Average, Brazil, BRA
239.2, 2013, Mar Average, Brazil, BRA
178.0, 2013, Apr Average, Brazil, BRA
138.7, 2013, May Average, Brazil, BRA
88.3, 2013, Jun Average, Brazil, BRA
70.1, 2013, Jul Average, Brazil, BRA
61.1, 2013, Aug Average, Brazil, BRA
73.6, 2013, Sep Average, Brazil, BRA
118.5, 2013, Oct Average, Brazil, BRA
167.9, 2013, Nov Average, Brazil, BRA
208.9, 2013, Dec Average, Brazil, BRA
204.2, 2014, Jan Average, Brazil, BRA
222.7, 2014, Feb Average, Brazil, BRA
253.5, 2014, Mar Average, Brazil, BRA
191.4, 2014, Apr Average, Brazil, BRA
131.2, 2014, May Average, Brazil, BRA
81.9, 2014, Jun Average, Brazil, BRA
67.7, 2014, Jul Average, Brazil, BRA
51.5, 2014, Aug Average, Brazil, BRA
73.0, 2014, Sep Average, Brazil, BRA
105.8, 2014, Oct Average, Brazil, BRA
166.5, 2014, Nov Average, Brazil, BRA
191.2, 2014, Dec Average, Brazil, BRA
196.4, 2015, Jan Average, Brazil, BRA
201.0, 2015, Feb Average, Brazil, BRA
242.8, 2015, Mar Average, Brazil, BRA
191.6, 2015, Apr Average, Brazil, BRA
144.2, 2015, May Average, Brazil, BRA
73.5, 2015, Jun Average, Brazil, BRA
74.8, 2015, Jul Average, Brazil, BRA
48.1, 2015, Aug Average, Brazil, BRA
62.4, 2015, Sep Average, Brazil, BRA
97.4, 2015, Oct Average, Brazil, BRA
132.6, 2015, Nov Average, Brazil, BRA
156.1, 2015, Dec Average, Brazil, BRA
242.5, 2016, Jan Average, Brazil, BRA
193.6, 2016, Feb Average, Brazil, BRA
207.2, 2016, Mar Average, Brazil, BRA
157.0, 2016, Apr Average, Brazil, BRA
115.2, 2016, May Average, Brazil, BRA
72.3, 2016, Jun Average, Brazil, BRA
56.1, 2016, Jul Average, Brazil, BRA
53.5, 2016, Aug Average, Brazil, BRA
66.6, 2016, Sep Average, Brazil, BRA
124.6, 2016, Oct Average, Brazil, BRA
134.0, 2016, Nov Average, Brazil, BRA
185.1, 2016, Dec Average, Brazil, BRA
200.6, 2017, Jan Average, Brazil, BRA
216.1, 2017, Feb Average, Brazil, BRA
222.0, 2017, Mar Average, Brazil, BRA
171.6, 2017, Apr Average, Brazil, BRA
122.2, 2017, May Average, Brazil, BRA
72.5, 2017, Jun Average, Brazil, BRA
47.9, 2017, Jul Average, Brazil, BRA
52.9, 2017, Aug Average, Brazil, BRA
66.0, 2017, Sep Average, Brazil, BRA
105.8, 2017, Oct Average, Brazil, BRA
154.2, 2017, Nov Average, Brazil, BRA
194.8, 2017, Dec Average, Brazil, BRA
211.8, 2018, Jan Average, Brazil, BRA
230.5, 2018, Feb Average, Brazil, BRA
219.0, 2018, Mar Average, Brazil, BRA
196.4, 2018, Apr Average, Brazil, BRA
117.3, 2018, May Average, Brazil, BRA
67.1, 2018, Jun Average, Brazil, BRA
62.2, 2018, Jul Average, Brazil, BRA
56.3, 2018, Aug Average, Brazil, BRA
79.8, 2018, Sep Average, Brazil, BRA
127.9, 2018, Oct Average, Brazil, BRA
174.2, 2018, Nov Average, Brazil, BRA
214.8, 2018, Dec Average, Brazil, BRA
200.8, 2019, Jan Average, Brazil, BRA
206.8, 2019, Feb Average, Brazil, BRA
228.6, 2019, Mar Average, Brazil, BRA
183.4, 2019, Apr Average, Brazil, BRA
143.0, 2019, May Average, Brazil, BRA
76.2, 2019, Jun Average, Brazil, BRA
64.6, 2019, Jul Average, Brazil, BRA
47.2, 2019, Aug Average, Brazil, BRA
60.9, 2019, Sep Average, Brazil, BRA
112.2, 2019, Oct Average, Brazil, BRA
152.8, 2019, Nov Average, Brazil, BRA
178.6, 2019, Dec Average, Brazil, BRA
234.2, 2020, Jan Average, Brazil, BRA
209.5, 2020, Feb Average, Brazil, BRA
222.3, 2020, Mar Average, Brazil, BRA
181.3, 2020, Apr Average, Brazil, BRA
122.3, 2020, May Average, Brazil, BRA
87.0, 2020, Jun Average, Brazil, BRA
55.7, 2020, Jul Average, Brazil, BRA
50.0, 2020, Aug Average, Brazil, BRA
60.1, 2020, Sep Average, Brazil, BRA
109.5, 2020, Oct Average, Brazil, BRA
159.6, 2020, Nov Average, Brazil, BRA
179.5, 2020, Dec Average, Brazil, BRA
