Temperature - (Celsius), Year, Statistics, Country, ISO3
27.2, 1953, Dec Average, Australia, AUS
27.3, 1954, Jan Average, Australia, AUS
26.0, 1954, Feb Average, Australia, AUS
25.4, 1954, Mar Average, Australia, AUS
21.6, 1954, Apr Average, Australia, AUS
17.3, 1954, May Average, Australia, AUS
14.0, 1954, Jun Average, Australia, AUS
14.2, 1954, Jul Average, Australia, AUS
15.7, 1954, Aug Average, Australia, AUS
18.5, 1954, Sep Average, Australia, AUS
22.2, 1954, Oct Average, Australia, AUS
24.7, 1954, Nov Average, Australia, AUS
26.8, 1954, Dec Average, Australia, AUS
27.4, 1955, Jan Average, Australia, AUS
27.4, 1955, Feb Average, Australia, AUS
25.1, 1955, Mar Average, Australia, AUS
21.4, 1955, Apr Average, Australia, AUS
16.6, 1955, May Average, Australia, AUS
14.9, 1955, Jun Average, Australia, AUS
13.5, 1955, Jul Average, Australia, AUS
16.3, 1955, Aug Average, Australia, AUS
19.3, 1955, Sep Average, Australia, AUS
21.9, 1955, Oct Average, Australia, AUS
23.9, 1955, Nov Average, Australia, AUS
25.8, 1955, Dec Average, Australia, AUS
27.0, 1956, Jan Average, Australia, AUS
27.4, 1956, Feb Average, Australia, AUS
24.9, 1956, Mar Average, Australia, AUS
21.1, 1956, Apr Average, Australia, AUS
17.0, 1956, May Average, Australia, AUS
13.5, 1956, Jun Average, Australia, AUS
13.8, 1956, Jul Average, Australia, AUS
14.1, 1956, Aug Average, Australia, AUS
17.3, 1956, Sep Average, Australia, AUS
20.9, 1956, Oct Average, Australia, AUS
23.8, 1956, Nov Average, Australia, AUS
26.1, 1956, Dec Average, Australia, AUS
27.7, 1957, Jan Average, Australia, AUS
26.7, 1957, Feb Average, Australia, AUS
24.6, 1957, Mar Average, Australia, AUS
22.5, 1957, Apr Average, Australia, AUS
17.6, 1957, May Average, Australia, AUS
16.5, 1957, Jun Average, Australia, AUS
12.5, 1957, Jul Average, Australia, AUS
15.5, 1957, Aug Average, Australia, AUS
18.3, 1957, Sep Average, Australia, AUS
22.9, 1957, Oct Average, Australia, AUS
25.7, 1957, Nov Average, Australia, AUS
27.6, 1957, Dec Average, Australia, AUS
27.6, 1958, Jan Average, Australia, AUS
27.5, 1958, Feb Average, Australia, AUS
25.6, 1958, Mar Average, Australia, AUS
22.8, 1958, Apr Average, Australia, AUS
19.8, 1958, May Average, Australia, AUS
15.1, 1958, Jun Average, Australia, AUS
14.3, 1958, Jul Average, Australia, AUS
15.9, 1958, Aug Average, Australia, AUS
17.2, 1958, Sep Average, Australia, AUS
21.7, 1958, Oct Average, Australia, AUS
25.3, 1958, Nov Average, Australia, AUS
26.4, 1958, Dec Average, Australia, AUS
28.1, 1959, Jan Average, Australia, AUS
27.2, 1959, Feb Average, Australia, AUS
26.0, 1959, Mar Average, Australia, AUS
22.2, 1959, Apr Average, Australia, AUS
17.7, 1959, May Average, Australia, AUS
15.3, 1959, Jun Average, Australia, AUS
14.4, 1959, Jul Average, Australia, AUS
16.2, 1959, Aug Average, Australia, AUS
19.1, 1959, Sep Average, Australia, AUS
22.3, 1959, Oct Average, Australia, AUS
26.4, 1959, Nov Average, Australia, AUS
26.0, 1959, Dec Average, Australia, AUS
28.2, 1960, Jan Average, Australia, AUS
26.7, 1960, Feb Average, Australia, AUS
25.1, 1960, Mar Average, Australia, AUS
21.3, 1960, Apr Average, Australia, AUS
15.7, 1960, May Average, Australia, AUS
13.8, 1960, Jun Average, Australia, AUS
13.9, 1960, Jul Average, Australia, AUS
14.4, 1960, Aug Average, Australia, AUS
18.2, 1960, Sep Average, Australia, AUS
22.6, 1960, Oct Average, Australia, AUS
24.1, 1960, Nov Average, Australia, AUS
26.6, 1960, Dec Average, Australia, AUS
27.9, 1961, Jan Average, Australia, AUS
27.0, 1961, Feb Average, Australia, AUS
25.6, 1961, Mar Average, Australia, AUS
22.4, 1961, Apr Average, Australia, AUS
17.4, 1961, May Average, Australia, AUS
14.8, 1961, Jun Average, Australia, AUS
13.2, 1961, Jul Average, Australia, AUS
14.9, 1961, Aug Average, Australia, AUS
19.8, 1961, Sep Average, Australia, AUS
23.6, 1961, Oct Average, Australia, AUS
25.3, 1961, Nov Average, Australia, AUS
27.4, 1961, Dec Average, Australia, AUS
27.6, 1962, Jan Average, Australia, AUS
27.1, 1962, Feb Average, Australia, AUS
25.0, 1962, Mar Average, Australia, AUS
21.6, 1962, Apr Average, Australia, AUS
17.0, 1962, May Average, Australia, AUS
16.4, 1962, Jun Average, Australia, AUS
14.4, 1962, Jul Average, Australia, AUS
15.3, 1962, Aug Average, Australia, AUS
18.6, 1962, Sep Average, Australia, AUS
22.0, 1962, Oct Average, Australia, AUS
25.9, 1962, Nov Average, Australia, AUS
26.8, 1962, Dec Average, Australia, AUS
27.1, 1963, Jan Average, Australia, AUS
27.1, 1963, Feb Average, Australia, AUS
25.8, 1963, Mar Average, Australia, AUS
21.1, 1963, Apr Average, Australia, AUS
18.1, 1963, May Average, Australia, AUS
14.5, 1963, Jun Average, Australia, AUS
13.5, 1963, Jul Average, Australia, AUS
15.6, 1963, Aug Average, Australia, AUS
18.8, 1963, Sep Average, Australia, AUS
22.6, 1963, Oct Average, Australia, AUS
25.1, 1963, Nov Average, Australia, AUS
27.2, 1963, Dec Average, Australia, AUS
27.5, 1964, Jan Average, Australia, AUS
26.4, 1964, Feb Average, Australia, AUS
25.6, 1964, Mar Average, Australia, AUS
22.0, 1964, Apr Average, Australia, AUS
17.5, 1964, May Average, Australia, AUS
15.2, 1964, Jun Average, Australia, AUS
14.8, 1964, Jul Average, Australia, AUS
15.8, 1964, Aug Average, Australia, AUS
19.3, 1964, Sep Average, Australia, AUS
20.9, 1964, Oct Average, Australia, AUS
24.6, 1964, Nov Average, Australia, AUS
25.7, 1964, Dec Average, Australia, AUS
27.7, 1965, Jan Average, Australia, AUS
28.4, 1965, Feb Average, Australia, AUS
25.2, 1965, Mar Average, Australia, AUS
21.3, 1965, Apr Average, Australia, AUS
18.3, 1965, May Average, Australia, AUS
15.2, 1965, Jun Average, Australia, AUS
13.0, 1965, Jul Average, Australia, AUS
16.0, 1965, Aug Average, Australia, AUS
19.8, 1965, Sep Average, Australia, AUS
23.3, 1965, Oct Average, Australia, AUS
25.3, 1965, Nov Average, Australia, AUS
27.4, 1965, Dec Average, Australia, AUS
27.5, 1966, Jan Average, Australia, AUS
26.8, 1966, Feb Average, Australia, AUS
25.4, 1966, Mar Average, Australia, AUS
22.0, 1966, Apr Average, Australia, AUS
16.9, 1966, May Average, Australia, AUS
15.0, 1966, Jun Average, Australia, AUS
13.5, 1966, Jul Average, Australia, AUS
14.8, 1966, Aug Average, Australia, AUS
18.3, 1966, Sep Average, Australia, AUS
21.0, 1966, Oct Average, Australia, AUS
24.9, 1966, Nov Average, Australia, AUS
25.9, 1966, Dec Average, Australia, AUS
27.8, 1967, Jan Average, Australia, AUS
26.5, 1967, Feb Average, Australia, AUS
23.8, 1967, Mar Average, Australia, AUS
22.4, 1967, Apr Average, Australia, AUS
18.0, 1967, May Average, Australia, AUS
14.9, 1967, Jun Average, Australia, AUS
13.3, 1967, Jul Average, Australia, AUS
14.8, 1967, Aug Average, Australia, AUS
18.5, 1967, Sep Average, Australia, AUS
24.0, 1967, Oct Average, Australia, AUS
25.4, 1967, Nov Average, Australia, AUS
26.5, 1967, Dec Average, Australia, AUS
28.2, 1968, Jan Average, Australia, AUS
27.5, 1968, Feb Average, Australia, AUS
25.5, 1968, Mar Average, Australia, AUS
22.4, 1968, Apr Average, Australia, AUS
16.2, 1968, May Average, Australia, AUS
15.1, 1968, Jun Average, Australia, AUS
13.0, 1968, Jul Average, Australia, AUS
14.4, 1968, Aug Average, Australia, AUS
18.0, 1968, Sep Average, Australia, AUS
22.2, 1968, Oct Average, Australia, AUS
24.9, 1968, Nov Average, Australia, AUS
26.1, 1968, Dec Average, Australia, AUS
28.9, 1969, Jan Average, Australia, AUS
27.3, 1969, Feb Average, Australia, AUS
25.1, 1969, Mar Average, Australia, AUS
21.5, 1969, Apr Average, Australia, AUS
17.8, 1969, May Average, Australia, AUS
14.4, 1969, Jun Average, Australia, AUS
14.7, 1969, Jul Average, Australia, AUS
16.3, 1969, Aug Average, Australia, AUS
17.2, 1969, Sep Average, Australia, AUS
23.3, 1969, Oct Average, Australia, AUS
25.1, 1969, Nov Average, Australia, AUS
26.4, 1969, Dec Average, Australia, AUS
27.7, 1970, Jan Average, Australia, AUS
27.8, 1970, Feb Average, Australia, AUS
25.2, 1970, Mar Average, Australia, AUS
21.7, 1970, Apr Average, Australia, AUS
17.1, 1970, May Average, Australia, AUS
15.7, 1970, Jun Average, Australia, AUS
13.7, 1970, Jul Average, Australia, AUS
15.1, 1970, Aug Average, Australia, AUS
18.0, 1970, Sep Average, Australia, AUS
22.9, 1970, Oct Average, Australia, AUS
24.7, 1970, Nov Average, Australia, AUS
26.9, 1970, Dec Average, Australia, AUS
28.2, 1971, Jan Average, Australia, AUS
27.4, 1971, Feb Average, Australia, AUS
25.6, 1971, Mar Average, Australia, AUS
21.3, 1971, Apr Average, Australia, AUS
17.1, 1971, May Average, Australia, AUS
13.8, 1971, Jun Average, Australia, AUS
13.4, 1971, Jul Average, Australia, AUS
15.9, 1971, Aug Average, Australia, AUS
19.1, 1971, Sep Average, Australia, AUS
22.7, 1971, Oct Average, Australia, AUS
23.8, 1971, Nov Average, Australia, AUS
26.5, 1971, Dec Average, Australia, AUS
26.8, 1972, Jan Average, Australia, AUS
26.8, 1972, Feb Average, Australia, AUS
24.8, 1972, Mar Average, Australia, AUS
21.5, 1972, Apr Average, Australia, AUS
18.0, 1972, May Average, Australia, AUS
15.3, 1972, Jun Average, Australia, AUS
13.8, 1972, Jul Average, Australia, AUS
16.3, 1972, Aug Average, Australia, AUS
19.6, 1972, Sep Average, Australia, AUS
22.8, 1972, Oct Average, Australia, AUS
25.6, 1972, Nov Average, Australia, AUS
28.7, 1972, Dec Average, Australia, AUS
28.7, 1973, Jan Average, Australia, AUS
27.1, 1973, Feb Average, Australia, AUS
25.7, 1973, Mar Average, Australia, AUS
22.7, 1973, Apr Average, Australia, AUS
19.1, 1973, May Average, Australia, AUS
15.4, 1973, Jun Average, Australia, AUS
15.7, 1973, Jul Average, Australia, AUS
16.4, 1973, Aug Average, Australia, AUS
18.8, 1973, Sep Average, Australia, AUS
22.6, 1973, Oct Average, Australia, AUS
24.7, 1973, Nov Average, Australia, AUS
26.7, 1973, Dec Average, Australia, AUS
26.8, 1974, Jan Average, Australia, AUS
25.9, 1974, Feb Average, Australia, AUS
25.5, 1974, Mar Average, Australia, AUS
21.1, 1974, Apr Average, Australia, AUS
17.4, 1974, May Average, Australia, AUS
14.1, 1974, Jun Average, Australia, AUS
14.3, 1974, Jul Average, Australia, AUS
15.7, 1974, Aug Average, Australia, AUS
18.0, 1974, Sep Average, Australia, AUS
21.5, 1974, Oct Average, Australia, AUS
23.7, 1974, Nov Average, Australia, AUS
26.5, 1974, Dec Average, Australia, AUS
27.0, 1975, Jan Average, Australia, AUS
26.8, 1975, Feb Average, Australia, AUS
24.6, 1975, Mar Average, Australia, AUS
21.4, 1975, Apr Average, Australia, AUS
18.1, 1975, May Average, Australia, AUS
14.5, 1975, Jun Average, Australia, AUS
15.7, 1975, Jul Average, Australia, AUS
15.5, 1975, Aug Average, Australia, AUS
19.5, 1975, Sep Average, Australia, AUS
20.8, 1975, Oct Average, Australia, AUS
25.0, 1975, Nov Average, Australia, AUS
26.6, 1975, Dec Average, Australia, AUS
26.1, 1976, Jan Average, Australia, AUS
26.5, 1976, Feb Average, Australia, AUS
25.0, 1976, Mar Average, Australia, AUS
21.3, 1976, Apr Average, Australia, AUS
17.2, 1976, May Average, Australia, AUS
14.3, 1976, Jun Average, Australia, AUS
14.0, 1976, Jul Average, Australia, AUS
15.2, 1976, Aug Average, Australia, AUS
18.3, 1976, Sep Average, Australia, AUS
21.0, 1976, Oct Average, Australia, AUS
24.0, 1976, Nov Average, Australia, AUS
27.5, 1976, Dec Average, Australia, AUS
27.8, 1977, Jan Average, Australia, AUS
27.7, 1977, Feb Average, Australia, AUS
24.8, 1977, Mar Average, Australia, AUS
21.4, 1977, Apr Average, Australia, AUS
17.4, 1977, May Average, Australia, AUS
14.2, 1977, Jun Average, Australia, AUS
13.6, 1977, Jul Average, Australia, AUS
16.6, 1977, Aug Average, Australia, AUS
18.1, 1977, Sep Average, Australia, AUS
23.2, 1977, Oct Average, Australia, AUS
25.6, 1977, Nov Average, Australia, AUS
27.5, 1977, Dec Average, Australia, AUS
27.7, 1978, Jan Average, Australia, AUS
27.6, 1978, Feb Average, Australia, AUS
26.0, 1978, Mar Average, Australia, AUS
21.9, 1978, Apr Average, Australia, AUS
18.3, 1978, May Average, Australia, AUS
14.5, 1978, Jun Average, Australia, AUS
13.6, 1978, Jul Average, Australia, AUS
15.1, 1978, Aug Average, Australia, AUS
17.5, 1978, Sep Average, Australia, AUS
21.7, 1978, Oct Average, Australia, AUS
24.6, 1978, Nov Average, Australia, AUS
26.2, 1978, Dec Average, Australia, AUS
28.9, 1979, Jan Average, Australia, AUS
27.0, 1979, Feb Average, Australia, AUS
25.8, 1979, Mar Average, Australia, AUS
21.9, 1979, Apr Average, Australia, AUS
16.8, 1979, May Average, Australia, AUS
15.6, 1979, Jun Average, Australia, AUS
14.1, 1979, Jul Average, Australia, AUS
15.8, 1979, Aug Average, Australia, AUS
19.0, 1979, Sep Average, Australia, AUS
22.5, 1979, Oct Average, Australia, AUS
26.4, 1979, Nov Average, Australia, AUS
28.2, 1979, Dec Average, Australia, AUS
28.0, 1980, Jan Average, Australia, AUS
27.4, 1980, Feb Average, Australia, AUS
26.3, 1980, Mar Average, Australia, AUS
22.5, 1980, Apr Average, Australia, AUS
19.0, 1980, May Average, Australia, AUS
15.2, 1980, Jun Average, Australia, AUS
14.1, 1980, Jul Average, Australia, AUS
16.6, 1980, Aug Average, Australia, AUS
20.4, 1980, Sep Average, Australia, AUS
22.8, 1980, Oct Average, Australia, AUS
26.4, 1980, Nov Average, Australia, AUS
27.6, 1980, Dec Average, Australia, AUS
28.3, 1981, Jan Average, Australia, AUS
27.2, 1981, Feb Average, Australia, AUS
24.6, 1981, Mar Average, Australia, AUS
23.4, 1981, Apr Average, Australia, AUS
18.1, 1981, May Average, Australia, AUS
14.5, 1981, Jun Average, Australia, AUS
14.5, 1981, Jul Average, Australia, AUS
16.2, 1981, Aug Average, Australia, AUS
20.4, 1981, Sep Average, Australia, AUS
22.5, 1981, Oct Average, Australia, AUS
24.2, 1981, Nov Average, Australia, AUS
27.3, 1981, Dec Average, Australia, AUS
28.5, 1982, Jan Average, Australia, AUS
27.5, 1982, Feb Average, Australia, AUS
24.8, 1982, Mar Average, Australia, AUS
21.9, 1982, Apr Average, Australia, AUS
17.8, 1982, May Average, Australia, AUS
13.5, 1982, Jun Average, Australia, AUS
13.0, 1982, Jul Average, Australia, AUS
17.2, 1982, Aug Average, Australia, AUS
18.7, 1982, Sep Average, Australia, AUS
21.9, 1982, Oct Average, Australia, AUS
26.4, 1982, Nov Average, Australia, AUS
27.9, 1982, Dec Average, Australia, AUS
27.9, 1983, Jan Average, Australia, AUS
29.2, 1983, Feb Average, Australia, AUS
25.9, 1983, Mar Average, Australia, AUS
20.6, 1983, Apr Average, Australia, AUS
18.3, 1983, May Average, Australia, AUS
15.0, 1983, Jun Average, Australia, AUS
13.2, 1983, Jul Average, Australia, AUS
16.6, 1983, Aug Average, Australia, AUS
20.5, 1983, Sep Average, Australia, AUS
23.1, 1983, Oct Average, Australia, AUS
25.1, 1983, Nov Average, Australia, AUS
27.1, 1983, Dec Average, Australia, AUS
26.4, 1984, Jan Average, Australia, AUS
26.9, 1984, Feb Average, Australia, AUS
24.2, 1984, Mar Average, Australia, AUS
21.6, 1984, Apr Average, Australia, AUS
18.3, 1984, May Average, Australia, AUS
14.9, 1984, Jun Average, Australia, AUS
13.3, 1984, Jul Average, Australia, AUS
15.8, 1984, Aug Average, Australia, AUS
17.5, 1984, Sep Average, Australia, AUS
22.5, 1984, Oct Average, Australia, AUS
25.4, 1984, Nov Average, Australia, AUS
26.9, 1984, Dec Average, Australia, AUS
28.4, 1985, Jan Average, Australia, AUS
28.1, 1985, Feb Average, Australia, AUS
26.4, 1985, Mar Average, Australia, AUS
21.9, 1985, Apr Average, Australia, AUS
18.1, 1985, May Average, Australia, AUS
14.2, 1985, Jun Average, Australia, AUS
14.2, 1985, Jul Average, Australia, AUS
16.5, 1985, Aug Average, Australia, AUS
18.5, 1985, Sep Average, Australia, AUS
21.9, 1985, Oct Average, Australia, AUS
25.3, 1985, Nov Average, Australia, AUS
26.7, 1985, Dec Average, Australia, AUS
27.8, 1986, Jan Average, Australia, AUS
27.7, 1986, Feb Average, Australia, AUS
27.0, 1986, Mar Average, Australia, AUS
22.4, 1986, Apr Average, Australia, AUS
18.6, 1986, May Average, Australia, AUS
15.2, 1986, Jun Average, Australia, AUS
13.8, 1986, Jul Average, Australia, AUS
15.0, 1986, Aug Average, Australia, AUS
19.4, 1986, Sep Average, Australia, AUS
21.4, 1986, Oct Average, Australia, AUS
24.9, 1986, Nov Average, Australia, AUS
26.8, 1986, Dec Average, Australia, AUS
27.8, 1987, Jan Average, Australia, AUS
26.8, 1987, Feb Average, Australia, AUS
24.6, 1987, Mar Average, Australia, AUS
22.8, 1987, Apr Average, Australia, AUS
17.8, 1987, May Average, Australia, AUS
15.8, 1987, Jun Average, Australia, AUS
14.2, 1987, Jul Average, Australia, AUS
15.7, 1987, Aug Average, Australia, AUS
19.2, 1987, Sep Average, Australia, AUS
22.2, 1987, Oct Average, Australia, AUS
25.5, 1987, Nov Average, Australia, AUS
27.1, 1987, Dec Average, Australia, AUS
28.9, 1988, Jan Average, Australia, AUS
27.0, 1988, Feb Average, Australia, AUS
26.0, 1988, Mar Average, Australia, AUS
22.4, 1988, Apr Average, Australia, AUS
19.0, 1988, May Average, Australia, AUS
15.8, 1988, Jun Average, Australia, AUS
15.0, 1988, Jul Average, Australia, AUS
16.4, 1988, Aug Average, Australia, AUS
20.0, 1988, Sep Average, Australia, AUS
24.5, 1988, Oct Average, Australia, AUS
24.7, 1988, Nov Average, Australia, AUS
26.7, 1988, Dec Average, Australia, AUS
27.5, 1989, Jan Average, Australia, AUS
27.6, 1989, Feb Average, Australia, AUS
25.3, 1989, Mar Average, Australia, AUS
22.1, 1989, Apr Average, Australia, AUS
18.7, 1989, May Average, Australia, AUS
13.9, 1989, Jun Average, Australia, AUS
13.5, 1989, Jul Average, Australia, AUS
14.5, 1989, Aug Average, Australia, AUS
19.3, 1989, Sep Average, Australia, AUS
22.8, 1989, Oct Average, Australia, AUS
24.8, 1989, Nov Average, Australia, AUS
27.2, 1989, Dec Average, Australia, AUS
28.4, 1990, Jan Average, Australia, AUS
26.7, 1990, Feb Average, Australia, AUS
26.4, 1990, Mar Average, Australia, AUS
21.9, 1990, Apr Average, Australia, AUS
18.6, 1990, May Average, Australia, AUS
14.4, 1990, Jun Average, Australia, AUS
14.6, 1990, Jul Average, Australia, AUS
15.4, 1990, Aug Average, Australia, AUS
19.0, 1990, Sep Average, Australia, AUS
22.9, 1990, Oct Average, Australia, AUS
26.7, 1990, Nov Average, Australia, AUS
28.1, 1990, Dec Average, Australia, AUS
28.2, 1991, Jan Average, Australia, AUS
27.9, 1991, Feb Average, Australia, AUS
25.7, 1991, Mar Average, Australia, AUS
22.2, 1991, Apr Average, Australia, AUS
18.4, 1991, May Average, Australia, AUS
16.6, 1991, Jun Average, Australia, AUS
14.5, 1991, Jul Average, Australia, AUS
16.1, 1991, Aug Average, Australia, AUS
19.5, 1991, Sep Average, Australia, AUS
24.1, 1991, Oct Average, Australia, AUS
25.3, 1991, Nov Average, Australia, AUS
26.8, 1991, Dec Average, Australia, AUS
27.5, 1992, Jan Average, Australia, AUS
27.4, 1992, Feb Average, Australia, AUS
26.4, 1992, Mar Average, Australia, AUS
22.7, 1992, Apr Average, Australia, AUS
18.3, 1992, May Average, Australia, AUS
15.1, 1992, Jun Average, Australia, AUS
14.7, 1992, Jul Average, Australia, AUS
15.9, 1992, Aug Average, Australia, AUS
18.6, 1992, Sep Average, Australia, AUS
21.9, 1992, Oct Average, Australia, AUS
23.8, 1992, Nov Average, Australia, AUS
26.3, 1992, Dec Average, Australia, AUS
28.3, 1993, Jan Average, Australia, AUS
26.9, 1993, Feb Average, Australia, AUS
25.5, 1993, Mar Average, Australia, AUS
23.1, 1993, Apr Average, Australia, AUS
18.6, 1993, May Average, Australia, AUS
14.8, 1993, Jun Average, Australia, AUS
15.0, 1993, Jul Average, Australia, AUS
16.4, 1993, Aug Average, Australia, AUS
19.0, 1993, Sep Average, Australia, AUS
21.8, 1993, Oct Average, Australia, AUS
25.6, 1993, Nov Average, Australia, AUS
26.4, 1993, Dec Average, Australia, AUS
28.5, 1994, Jan Average, Australia, AUS
27.0, 1994, Feb Average, Australia, AUS
24.7, 1994, Mar Average, Australia, AUS
21.9, 1994, Apr Average, Australia, AUS
18.3, 1994, May Average, Australia, AUS
15.0, 1994, Jun Average, Australia, AUS
14.5, 1994, Jul Average, Australia, AUS
15.4, 1994, Aug Average, Australia, AUS
19.2, 1994, Sep Average, Australia, AUS
23.0, 1994, Oct Average, Australia, AUS
25.4, 1994, Nov Average, Australia, AUS
27.9, 1994, Dec Average, Australia, AUS
28.0, 1995, Jan Average, Australia, AUS
26.6, 1995, Feb Average, Australia, AUS
24.8, 1995, Mar Average, Australia, AUS
21.1, 1995, Apr Average, Australia, AUS
17.5, 1995, May Average, Australia, AUS
15.2, 1995, Jun Average, Australia, AUS
14.4, 1995, Jul Average, Australia, AUS
16.9, 1995, Aug Average, Australia, AUS
20.0, 1995, Sep Average, Australia, AUS
22.4, 1995, Oct Average, Australia, AUS
25.5, 1995, Nov Average, Australia, AUS
26.4, 1995, Dec Average, Australia, AUS
27.8, 1996, Jan Average, Australia, AUS
27.4, 1996, Feb Average, Australia, AUS
25.4, 1996, Mar Average, Australia, AUS
21.6, 1996, Apr Average, Australia, AUS
18.3, 1996, May Average, Australia, AUS
16.8, 1996, Jun Average, Australia, AUS
14.8, 1996, Jul Average, Australia, AUS
16.3, 1996, Aug Average, Australia, AUS
19.5, 1996, Sep Average, Australia, AUS
22.9, 1996, Oct Average, Australia, AUS
25.1, 1996, Nov Average, Australia, AUS
26.8, 1996, Dec Average, Australia, AUS
27.3, 1997, Jan Average, Australia, AUS
27.9, 1997, Feb Average, Australia, AUS
24.6, 1997, Mar Average, Australia, AUS
21.9, 1997, Apr Average, Australia, AUS
17.7, 1997, May Average, Australia, AUS
14.8, 1997, Jun Average, Australia, AUS
13.4, 1997, Jul Average, Australia, AUS
15.6, 1997, Aug Average, Australia, AUS
19.9, 1997, Sep Average, Australia, AUS
23.0, 1997, Oct Average, Australia, AUS
25.7, 1997, Nov Average, Australia, AUS
27.8, 1997, Dec Average, Australia, AUS
28.5, 1998, Jan Average, Australia, AUS
28.3, 1998, Feb Average, Australia, AUS
26.5, 1998, Mar Average, Australia, AUS
22.2, 1998, Apr Average, Australia, AUS
19.1, 1998, May Average, Australia, AUS
15.3, 1998, Jun Average, Australia, AUS
14.2, 1998, Jul Average, Australia, AUS
17.2, 1998, Aug Average, Australia, AUS
20.1, 1998, Sep Average, Australia, AUS
23.0, 1998, Oct Average, Australia, AUS
25.1, 1998, Nov Average, Australia, AUS
27.0, 1998, Dec Average, Australia, AUS
28.9, 1999, Jan Average, Australia, AUS
27.1, 1999, Feb Average, Australia, AUS
25.7, 1999, Mar Average, Australia, AUS
20.9, 1999, Apr Average, Australia, AUS
18.8, 1999, May Average, Australia, AUS
15.2, 1999, Jun Average, Australia, AUS
14.7, 1999, Jul Average, Australia, AUS
16.5, 1999, Aug Average, Australia, AUS
20.2, 1999, Sep Average, Australia, AUS
23.0, 1999, Oct Average, Australia, AUS
23.6, 1999, Nov Average, Australia, AUS
25.8, 1999, Dec Average, Australia, AUS
26.9, 2000, Jan Average, Australia, AUS
27.0, 2000, Feb Average, Australia, AUS
25.1, 2000, Mar Average, Australia, AUS
21.6, 2000, Apr Average, Australia, AUS
16.6, 2000, May Average, Australia, AUS
14.1, 2000, Jun Average, Australia, AUS
14.6, 2000, Jul Average, Australia, AUS
15.7, 2000, Aug Average, Australia, AUS
20.6, 2000, Sep Average, Australia, AUS
22.0, 2000, Oct Average, Australia, AUS
25.2, 2000, Nov Average, Australia, AUS
26.9, 2000, Dec Average, Australia, AUS
28.8, 2001, Jan Average, Australia, AUS
27.3, 2001, Feb Average, Australia, AUS
24.5, 2001, Mar Average, Australia, AUS
21.9, 2001, Apr Average, Australia, AUS
17.3, 2001, May Average, Australia, AUS
15.5, 2001, Jun Average, Australia, AUS
14.3, 2001, Jul Average, Australia, AUS
15.7, 2001, Aug Average, Australia, AUS
19.7, 2001, Sep Average, Australia, AUS
21.2, 2001, Oct Average, Australia, AUS
24.4, 2001, Nov Average, Australia, AUS
26.0, 2001, Dec Average, Australia, AUS
27.5, 2002, Jan Average, Australia, AUS
26.2, 2002, Feb Average, Australia, AUS
25.6, 2002, Mar Average, Australia, AUS
23.4, 2002, Apr Average, Australia, AUS
19.1, 2002, May Average, Australia, AUS
15.2, 2002, Jun Average, Australia, AUS
14.4, 2002, Jul Average, Australia, AUS
15.9, 2002, Aug Average, Australia, AUS
19.8, 2002, Sep Average, Australia, AUS
23.3, 2002, Oct Average, Australia, AUS
26.5, 2002, Nov Average, Australia, AUS
27.7, 2002, Dec Average, Australia, AUS
28.4, 2003, Jan Average, Australia, AUS
27.8, 2003, Feb Average, Australia, AUS
24.9, 2003, Mar Average, Australia, AUS
22.6, 2003, Apr Average, Australia, AUS
18.8, 2003, May Average, Australia, AUS
15.5, 2003, Jun Average, Australia, AUS
14.8, 2003, Jul Average, Australia, AUS
16.1, 2003, Aug Average, Australia, AUS
20.0, 2003, Sep Average, Australia, AUS
21.9, 2003, Oct Average, Australia, AUS
25.7, 2003, Nov Average, Australia, AUS
27.7, 2003, Dec Average, Australia, AUS
28.1, 2004, Jan Average, Australia, AUS
27.9, 2004, Feb Average, Australia, AUS
25.5, 2004, Mar Average, Australia, AUS
22.7, 2004, Apr Average, Australia, AUS
17.7, 2004, May Average, Australia, AUS
15.5, 2004, Jun Average, Australia, AUS
14.2, 2004, Jul Average, Australia, AUS
15.6, 2004, Aug Average, Australia, AUS
18.7, 2004, Sep Average, Australia, AUS
24.0, 2004, Oct Average, Australia, AUS
25.3, 2004, Nov Average, Australia, AUS
27.3, 2004, Dec Average, Australia, AUS
28.1, 2005, Jan Average, Australia, AUS
27.6, 2005, Feb Average, Australia, AUS
26.3, 2005, Mar Average, Australia, AUS
24.2, 2005, Apr Average, Australia, AUS
19.0, 2005, May Average, Australia, AUS
15.7, 2005, Jun Average, Australia, AUS
14.9, 2005, Jul Average, Australia, AUS
16.0, 2005, Aug Average, Australia, AUS
19.8, 2005, Sep Average, Australia, AUS
23.3, 2005, Oct Average, Australia, AUS
25.7, 2005, Nov Average, Australia, AUS
27.6, 2005, Dec Average, Australia, AUS
28.7, 2006, Jan Average, Australia, AUS
27.4, 2006, Feb Average, Australia, AUS
25.9, 2006, Mar Average, Australia, AUS
21.0, 2006, Apr Average, Australia, AUS
16.8, 2006, May Average, Australia, AUS
13.6, 2006, Jun Average, Australia, AUS
13.8, 2006, Jul Average, Australia, AUS
16.6, 2006, Aug Average, Australia, AUS
20.0, 2006, Sep Average, Australia, AUS
23.6, 2006, Oct Average, Australia, AUS
26.5, 2006, Nov Average, Australia, AUS
26.8, 2006, Dec Average, Australia, AUS
27.5, 2007, Jan Average, Australia, AUS
28.4, 2007, Feb Average, Australia, AUS
