Rainfall - (MM), Year, Statistics, Country, ISO3
111.1, 1969, Aug Average, China, CHN
60.3, 1969, Sep Average, China, CHN
32.6, 1969, Oct Average, China, CHN
13.2, 1969, Nov Average, China, CHN
3.7, 1969, Dec Average, China, CHN
10.7, 1970, Jan Average, China, CHN
13.0, 1970, Feb Average, China, CHN
28.9, 1970, Mar Average, China, CHN
42.8, 1970, Apr Average, China, CHN
72.9, 1970, May Average, China, CHN
78.3, 1970, Jun Average, China, CHN
126.3, 1970, Jul Average, China, CHN
88.7, 1970, Aug Average, China, CHN
72.8, 1970, Sep Average, China, CHN
30.8, 1970, Oct Average, China, CHN
14.4, 1970, Nov Average, China, CHN
15.1, 1970, Dec Average, China, CHN
9.3, 1971, Jan Average, China, CHN
12.9, 1971, Feb Average, China, CHN
15.8, 1971, Mar Average, China, CHN
33.2, 1971, Apr Average, China, CHN
66.3, 1971, May Average, China, CHN
106.9, 1971, Jun Average, China, CHN
94.4, 1971, Jul Average, China, CHN
98.4, 1971, Aug Average, China, CHN
62.8, 1971, Sep Average, China, CHN
31.7, 1971, Oct Average, China, CHN
12.4, 1971, Nov Average, China, CHN
13.4, 1971, Dec Average, China, CHN
7.8, 1972, Jan Average, China, CHN
18.9, 1972, Feb Average, China, CHN
21.0, 1972, Mar Average, China, CHN
37.6, 1972, Apr Average, China, CHN
64.1, 1972, May Average, China, CHN
77.9, 1972, Jun Average, China, CHN
91.7, 1972, Jul Average, China, CHN
84.8, 1972, Aug Average, China, CHN
60.1, 1972, Sep Average, China, CHN
40.3, 1972, Oct Average, China, CHN
32.0, 1972, Nov Average, China, CHN
12.4, 1972, Dec Average, China, CHN
14.1, 1973, Jan Average, China, CHN
15.2, 1973, Feb Average, China, CHN
22.0, 1973, Mar Average, China, CHN
59.8, 1973, Apr Average, China, CHN
78.8, 1973, May Average, China, CHN
99.0, 1973, Jun Average, China, CHN
114.5, 1973, Jul Average, China, CHN
103.1, 1973, Aug Average, China, CHN
72.3, 1973, Sep Average, China, CHN
36.3, 1973, Oct Average, China, CHN
13.6, 1973, Nov Average, China, CHN
2.4, 1973, Dec Average, China, CHN
11.3, 1974, Jan Average, China, CHN
14.2, 1974, Feb Average, China, CHN
20.0, 1974, Mar Average, China, CHN
42.2, 1974, Apr Average, China, CHN
63.0, 1974, May Average, China, CHN
88.6, 1974, Jun Average, China, CHN
112.4, 1974, Jul Average, China, CHN
102.8, 1974, Aug Average, China, CHN
59.0, 1974, Sep Average, China, CHN
36.1, 1974, Oct Average, China, CHN
13.7, 1974, Nov Average, China, CHN
15.0, 1974, Dec Average, China, CHN
11.4, 1975, Jan Average, China, CHN
15.4, 1975, Feb Average, China, CHN
24.7, 1975, Mar Average, China, CHN
50.0, 1975, Apr Average, China, CHN
69.1, 1975, May Average, China, CHN
88.1, 1975, Jun Average, China, CHN
104.6, 1975, Jul Average, China, CHN
88.8, 1975, Aug Average, China, CHN
69.0, 1975, Sep Average, China, CHN
45.0, 1975, Oct Average, China, CHN
18.3, 1975, Nov Average, China, CHN
12.7, 1975, Dec Average, China, CHN
5.6, 1976, Jan Average, China, CHN
18.6, 1976, Feb Average, China, CHN
21.3, 1976, Mar Average, China, CHN
43.5, 1976, Apr Average, China, CHN
57.3, 1976, May Average, China, CHN
98.5, 1976, Jun Average, China, CHN
101.1, 1976, Jul Average, China, CHN
97.3, 1976, Aug Average, China, CHN
52.9, 1976, Sep Average, China, CHN
39.8, 1976, Oct Average, China, CHN
13.6, 1976, Nov Average, China, CHN
6.2, 1976, Dec Average, China, CHN
12.3, 1977, Jan Average, China, CHN
8.3, 1977, Feb Average, China, CHN
18.7, 1977, Mar Average, China, CHN
51.5, 1977, Apr Average, China, CHN
65.3, 1977, May Average, China, CHN
92.0, 1977, Jun Average, China, CHN
121.7, 1977, Jul Average, China, CHN
80.8, 1977, Aug Average, China, CHN
52.0, 1977, Sep Average, China, CHN
43.5, 1977, Oct Average, China, CHN
16.0, 1977, Nov Average, China, CHN
17.4, 1977, Dec Average, China, CHN
10.8, 1978, Jan Average, China, CHN
12.1, 1978, Feb Average, China, CHN
28.1, 1978, Mar Average, China, CHN
35.4, 1978, Apr Average, China, CHN
70.7, 1978, May Average, China, CHN
89.5, 1978, Jun Average, China, CHN
91.2, 1978, Jul Average, China, CHN
85.3, 1978, Aug Average, China, CHN
57.1, 1978, Sep Average, China, CHN
32.9, 1978, Oct Average, China, CHN
17.7, 1978, Nov Average, China, CHN
6.2, 1978, Dec Average, China, CHN
11.3, 1979, Jan Average, China, CHN
14.0, 1979, Feb Average, China, CHN
25.9, 1979, Mar Average, China, CHN
45.0, 1979, Apr Average, China, CHN
46.0, 1979, May Average, China, CHN
97.3, 1979, Jun Average, China, CHN
116.0, 1979, Jul Average, China, CHN
94.4, 1979, Aug Average, China, CHN
66.7, 1979, Sep Average, China, CHN
17.7, 1979, Oct Average, China, CHN
9.6, 1979, Nov Average, China, CHN
12.0, 1979, Dec Average, China, CHN
10.2, 1980, Jan Average, China, CHN
14.5, 1980, Feb Average, China, CHN
29.6, 1980, Mar Average, China, CHN
43.0, 1980, Apr Average, China, CHN
62.3, 1980, May Average, China, CHN
89.8, 1980, Jun Average, China, CHN
102.4, 1980, Jul Average, China, CHN
114.7, 1980, Aug Average, China, CHN
52.6, 1980, Sep Average, China, CHN
40.7, 1980, Oct Average, China, CHN
9.8, 1980, Nov Average, China, CHN
6.1, 1980, Dec Average, China, CHN
10.8, 1981, Jan Average, China, CHN
12.6, 1981, Feb Average, China, CHN
32.7, 1981, Mar Average, China, CHN
47.7, 1981, Apr Average, China, CHN
57.7, 1981, May Average, China, CHN
84.1, 1981, Jun Average, China, CHN
117.7, 1981, Jul Average, China, CHN
96.4, 1981, Aug Average, China, CHN
55.2, 1981, Sep Average, China, CHN
33.9, 1981, Oct Average, China, CHN
26.0, 1981, Nov Average, China, CHN
4.0, 1981, Dec Average, China, CHN
6.0, 1982, Jan Average, China, CHN
19.5, 1982, Feb Average, China, CHN
23.6, 1982, Mar Average, China, CHN
41.7, 1982, Apr Average, China, CHN
54.8, 1982, May Average, China, CHN
83.1, 1982, Jun Average, China, CHN
101.8, 1982, Jul Average, China, CHN
103.1, 1982, Aug Average, China, CHN
62.4, 1982, Sep Average, China, CHN
29.2, 1982, Oct Average, China, CHN
32.8, 1982, Nov Average, China, CHN
7.9, 1982, Dec Average, China, CHN
18.3, 1983, Jan Average, China, CHN
23.1, 1983, Feb Average, China, CHN
33.1, 1983, Mar Average, China, CHN
50.5, 1983, Apr Average, China, CHN
65.5, 1983, May Average, China, CHN
89.6, 1983, Jun Average, China, CHN
106.3, 1983, Jul Average, China, CHN
89.0, 1983, Aug Average, China, CHN
76.2, 1983, Sep Average, China, CHN
46.6, 1983, Oct Average, China, CHN
13.1, 1983, Nov Average, China, CHN
9.4, 1983, Dec Average, China, CHN
8.3, 1984, Jan Average, China, CHN
8.1, 1984, Feb Average, China, CHN
17.7, 1984, Mar Average, China, CHN
44.3, 1984, Apr Average, China, CHN
67.2, 1984, May Average, China, CHN
102.5, 1984, Jun Average, China, CHN
106.1, 1984, Jul Average, China, CHN
101.3, 1984, Aug Average, China, CHN
63.7, 1984, Sep Average, China, CHN
27.0, 1984, Oct Average, China, CHN
12.9, 1984, Nov Average, China, CHN
12.4, 1984, Dec Average, China, CHN
8.3, 1985, Jan Average, China, CHN
24.3, 1985, Feb Average, China, CHN
25.7, 1985, Mar Average, China, CHN
36.4, 1985, Apr Average, China, CHN
64.2, 1985, May Average, China, CHN
78.0, 1985, Jun Average, China, CHN
105.5, 1985, Jul Average, China, CHN
107.9, 1985, Aug Average, China, CHN
74.4, 1985, Sep Average, China, CHN
30.8, 1985, Oct Average, China, CHN
16.4, 1985, Nov Average, China, CHN
9.0, 1985, Dec Average, China, CHN
4.0, 1986, Jan Average, China, CHN
11.3, 1986, Feb Average, China, CHN
24.6, 1986, Mar Average, China, CHN
38.5, 1986, Apr Average, China, CHN
48.3, 1986, May Average, China, CHN
94.1, 1986, Jun Average, China, CHN
112.6, 1986, Jul Average, China, CHN
76.0, 1986, Aug Average, China, CHN
53.1, 1986, Sep Average, China, CHN
33.2, 1986, Oct Average, China, CHN
17.3, 1986, Nov Average, China, CHN
10.7, 1986, Dec Average, China, CHN
10.3, 1987, Jan Average, China, CHN
11.8, 1987, Feb Average, China, CHN
30.7, 1987, Mar Average, China, CHN
41.3, 1987, Apr Average, China, CHN
60.8, 1987, May Average, China, CHN
84.9, 1987, Jun Average, China, CHN
109.8, 1987, Jul Average, China, CHN
105.0, 1987, Aug Average, China, CHN
61.3, 1987, Sep Average, China, CHN
41.1, 1987, Oct Average, China, CHN
24.3, 1987, Nov Average, China, CHN
4.6, 1987, Dec Average, China, CHN
7.4, 1988, Jan Average, China, CHN
18.1, 1988, Feb Average, China, CHN
27.8, 1988, Mar Average, China, CHN
30.2, 1988, Apr Average, China, CHN
75.4, 1988, May Average, China, CHN
73.6, 1988, Jun Average, China, CHN
106.8, 1988, Jul Average, China, CHN
110.5, 1988, Aug Average, China, CHN
62.5, 1988, Sep Average, China, CHN
27.4, 1988, Oct Average, China, CHN
8.5, 1988, Nov Average, China, CHN
8.5, 1988, Dec Average, China, CHN
20.4, 1989, Jan Average, China, CHN
15.4, 1989, Feb Average, China, CHN
22.6, 1989, Mar Average, China, CHN
43.6, 1989, Apr Average, China, CHN
59.5, 1989, May Average, China, CHN
92.4, 1989, Jun Average, China, CHN
106.3, 1989, Jul Average, China, CHN
80.6, 1989, Aug Average, China, CHN
61.3, 1989, Sep Average, China, CHN
31.5, 1989, Oct Average, China, CHN
16.2, 1989, Nov Average, China, CHN
10.4, 1989, Dec Average, China, CHN
15.3, 1990, Jan Average, China, CHN
29.1, 1990, Feb Average, China, CHN
35.5, 1990, Mar Average, China, CHN
47.4, 1990, Apr Average, China, CHN
69.4, 1990, May Average, China, CHN
95.4, 1990, Jun Average, China, CHN
116.1, 1990, Jul Average, China, CHN
85.9, 1990, Aug Average, China, CHN
66.3, 1990, Sep Average, China, CHN
27.5, 1990, Oct Average, China, CHN
24.3, 1990, Nov Average, China, CHN
9.2, 1990, Dec Average, China, CHN
15.6, 1991, Jan Average, China, CHN
11.9, 1991, Feb Average, China, CHN
34.7, 1991, Mar Average, China, CHN
36.0, 1991, Apr Average, China, CHN
53.0, 1991, May Average, China, CHN
103.5, 1991, Jun Average, China, CHN
118.8, 1991, Jul Average, China, CHN
86.4, 1991, Aug Average, China, CHN
52.5, 1991, Sep Average, China, CHN
25.9, 1991, Oct Average, China, CHN
13.5, 1991, Nov Average, China, CHN
13.1, 1991, Dec Average, China, CHN
12.6, 1992, Jan Average, China, CHN
20.4, 1992, Feb Average, China, CHN
45.5, 1992, Mar Average, China, CHN
33.6, 1992, Apr Average, China, CHN
62.8, 1992, May Average, China, CHN
91.3, 1992, Jun Average, China, CHN
99.9, 1992, Jul Average, China, CHN
80.3, 1992, Aug Average, China, CHN
54.0, 1992, Sep Average, China, CHN
26.5, 1992, Oct Average, China, CHN
11.7, 1992, Nov Average, China, CHN
13.0, 1992, Dec Average, China, CHN
14.5, 1993, Jan Average, China, CHN
20.2, 1993, Feb Average, China, CHN
25.0, 1993, Mar Average, China, CHN
35.1, 1993, Apr Average, China, CHN
63.4, 1993, May Average, China, CHN
103.2, 1993, Jun Average, China, CHN
114.1, 1993, Jul Average, China, CHN
107.5, 1993, Aug Average, China, CHN
59.4, 1993, Sep Average, China, CHN
27.6, 1993, Oct Average, China, CHN
26.0, 1993, Nov Average, China, CHN
7.3, 1993, Dec Average, China, CHN
7.4, 1994, Jan Average, China, CHN
17.3, 1994, Feb Average, China, CHN
23.6, 1994, Mar Average, China, CHN
39.4, 1994, Apr Average, China, CHN
55.2, 1994, May Average, China, CHN
101.7, 1994, Jun Average, China, CHN
115.7, 1994, Jul Average, China, CHN
101.3, 1994, Aug Average, China, CHN
57.5, 1994, Sep Average, China, CHN
33.2, 1994, Oct Average, China, CHN
16.8, 1994, Nov Average, China, CHN
20.3, 1994, Dec Average, China, CHN
12.9, 1995, Jan Average, China, CHN
16.2, 1995, Feb Average, China, CHN
20.9, 1995, Mar Average, China, CHN
35.4, 1995, Apr Average, China, CHN
52.8, 1995, May Average, China, CHN
98.0, 1995, Jun Average, China, CHN
112.6, 1995, Jul Average, China, CHN
107.4, 1995, Aug Average, China, CHN
54.9, 1995, Sep Average, China, CHN
41.2, 1995, Oct Average, China, CHN
12.9, 1995, Nov Average, China, CHN
5.7, 1995, Dec Average, China, CHN
10.8, 1996, Jan Average, China, CHN
9.8, 1996, Feb Average, China, CHN
38.0, 1996, Mar Average, China, CHN
35.1, 1996, Apr Average, China, CHN
53.1, 1996, May Average, China, CHN
97.7, 1996, Jun Average, China, CHN
133.2, 1996, Jul Average, China, CHN
101.6, 1996, Aug Average, China, CHN
48.3, 1996, Sep Average, China, CHN
30.0, 1996, Oct Average, China, CHN
21.2, 1996, Nov Average, China, CHN
5.0, 1996, Dec Average, China, CHN
12.4, 1997, Jan Average, China, CHN
16.8, 1997, Feb Average, China, CHN
30.5, 1997, Mar Average, China, CHN
41.2, 1997, Apr Average, China, CHN
56.6, 1997, May Average, China, CHN
81.9, 1997, Jun Average, China, CHN
109.0, 1997, Jul Average, China, CHN
95.0, 1997, Aug Average, China, CHN
55.9, 1997, Sep Average, China, CHN
27.1, 1997, Oct Average, China, CHN
20.8, 1997, Nov Average, China, CHN
18.1, 1997, Dec Average, China, CHN
17.9, 1998, Jan Average, China, CHN
19.9, 1998, Feb Average, China, CHN
36.8, 1998, Mar Average, China, CHN
47.3, 1998, Apr Average, China, CHN
71.7, 1998, May Average, China, CHN
109.6, 1998, Jun Average, China, CHN
128.3, 1998, Jul Average, China, CHN
114.9, 1998, Aug Average, China, CHN
42.9, 1998, Sep Average, China, CHN
31.5, 1998, Oct Average, China, CHN
11.0, 1998, Nov Average, China, CHN
8.2, 1998, Dec Average, China, CHN
9.9, 1999, Jan Average, China, CHN
4.9, 1999, Feb Average, China, CHN
24.1, 1999, Mar Average, China, CHN
44.4, 1999, Apr Average, China, CHN
66.5, 1999, May Average, China, CHN
86.8, 1999, Jun Average, China, CHN
111.8, 1999, Jul Average, China, CHN
107.9, 1999, Aug Average, China, CHN
53.3, 1999, Sep Average, China, CHN
38.4, 1999, Oct Average, China, CHN
17.1, 1999, Nov Average, China, CHN
6.1, 1999, Dec Average, China, CHN
16.1, 2000, Jan Average, China, CHN
12.6, 2000, Feb Average, China, CHN
20.2, 2000, Mar Average, China, CHN
44.0, 2000, Apr Average, China, CHN
57.0, 2000, May Average, China, CHN
94.0, 2000, Jun Average, China, CHN
97.6, 2000, Jul Average, China, CHN
103.1, 2000, Aug Average, China, CHN
56.3, 2000, Sep Average, China, CHN
49.5, 2000, Oct Average, China, CHN
18.4, 2000, Nov Average, China, CHN
9.5, 2000, Dec Average, China, CHN
16.9, 2001, Jan Average, China, CHN
14.0, 2001, Feb Average, China, CHN
18.1, 2001, Mar Average, China, CHN
41.4, 2001, Apr Average, China, CHN
57.1, 2001, May Average, China, CHN
96.4, 2001, Jun Average, China, CHN
102.9, 2001, Jul Average, China, CHN
91.8, 2001, Aug Average, China, CHN
47.1, 2001, Sep Average, China, CHN
34.6, 2001, Oct Average, China, CHN
14.6, 2001, Nov Average, China, CHN
14.9, 2001, Dec Average, China, CHN
13.3, 2002, Jan Average, China, CHN
11.2, 2002, Feb Average, China, CHN
26.8, 2002, Mar Average, China, CHN
49.7, 2002, Apr Average, China, CHN
72.5, 2002, May Average, China, CHN
107.8, 2002, Jun Average, China, CHN
107.7, 2002, Jul Average, China, CHN
93.1, 2002, Aug Average, China, CHN
48.5, 2002, Sep Average, China, CHN
39.4, 2002, Oct Average, China, CHN
14.7, 2002, Nov Average, China, CHN
19.8, 2002, Dec Average, China, CHN
12.1, 2003, Jan Average, China, CHN
16.1, 2003, Feb Average, China, CHN
24.4, 2003, Mar Average, China, CHN
45.6, 2003, Apr Average, China, CHN
58.7, 2003, May Average, China, CHN
99.4, 2003, Jun Average, China, CHN
102.9, 2003, Jul Average, China, CHN
98.5, 2003, Aug Average, China, CHN
66.4, 2003, Sep Average, China, CHN
30.8, 2003, Oct Average, China, CHN
17.0, 2003, Nov Average, China, CHN
8.1, 2003, Dec Average, China, CHN
12.2, 2004, Jan Average, China, CHN
14.9, 2004, Feb Average, China, CHN
21.0, 2004, Mar Average, China, CHN
37.9, 2004, Apr Average, China, CHN
73.7, 2004, May Average, China, CHN
77.2, 2004, Jun Average, China, CHN
115.4, 2004, Jul Average, China, CHN
90.1, 2004, Aug Average, China, CHN
53.9, 2004, Sep Average, China, CHN
18.0, 2004, Oct Average, China, CHN
19.9, 2004, Nov Average, China, CHN
12.8, 2004, Dec Average, China, CHN
9.8, 2005, Jan Average, China, CHN
19.4, 2005, Feb Average, China, CHN
24.3, 2005, Mar Average, China, CHN
35.3, 2005, Apr Average, China, CHN
73.9, 2005, May Average, China, CHN
93.7, 2005, Jun Average, China, CHN
102.5, 2005, Jul Average, China, CHN
102.8, 2005, Aug Average, China, CHN
55.8, 2005, Sep Average, China, CHN
27.7, 2005, Oct Average, China, CHN
15.2, 2005, Nov Average, China, CHN
8.1, 2005, Dec Average, China, CHN
11.5, 2006, Jan Average, China, CHN
19.6, 2006, Feb Average, China, CHN
20.1, 2006, Mar Average, China, CHN
43.4, 2006, Apr Average, China, CHN
67.6, 2006, May Average, China, CHN
93.1, 2006, Jun Average, China, CHN
107.0, 2006, Jul Average, China, CHN
77.6, 2006, Aug Average, China, CHN
46.4, 2006, Sep Average, China, CHN
29.0, 2006, Oct Average, China, CHN
23.7, 2006, Nov Average, China, CHN
7.6, 2006, Dec Average, China, CHN
9.6, 2007, Jan Average, China, CHN
17.3, 2007, Feb Average, China, CHN
29.0, 2007, Mar Average, China, CHN
40.3, 2007, Apr Average, China, CHN
57.5, 2007, May Average, China, CHN
84.6, 2007, Jun Average, China, CHN
111.4, 2007, Jul Average, China, CHN
96.2, 2007, Aug Average, China, CHN
59.6, 2007, Sep Average, China, CHN
27.6, 2007, Oct Average, China, CHN
8.0, 2007, Nov Average, China, CHN
10.1, 2007, Dec Average, China, CHN
15.6, 2008, Jan Average, China, CHN
11.2, 2008, Feb Average, China, CHN
26.3, 2008, Mar Average, China, CHN
38.1, 2008, Apr Average, China, CHN
62.9, 2008, May Average, China, CHN
96.7, 2008, Jun Average, China, CHN
114.6, 2008, Jul Average, China, CHN
103.5, 2008, Aug Average, China, CHN
54.2, 2008, Sep Average, China, CHN
38.4, 2008, Oct Average, China, CHN
21.1, 2008, Nov Average, China, CHN
5.3, 2008, Dec Average, China, CHN
5.9, 2009, Jan Average, China, CHN
12.8, 2009, Feb Average, China, CHN
27.7, 2009, Mar Average, China, CHN
41.3, 2009, Apr Average, China, CHN
56.0, 2009, May Average, China, CHN
87.2, 2009, Jun Average, China, CHN
104.1, 2009, Jul Average, China, CHN
90.0, 2009, Aug Average, China, CHN
50.2, 2009, Sep Average, China, CHN
21.2, 2009, Oct Average, China, CHN
21.9, 2009, Nov Average, China, CHN
11.8, 2009, Dec Average, China, CHN
12.3, 2010, Jan Average, China, CHN
17.0, 2010, Feb Average, China, CHN
29.5, 2010, Mar Average, China, CHN
49.0, 2010, Apr Average, China, CHN
72.6, 2010, May Average, China, CHN
86.3, 2010, Jun Average, China, CHN
108.1, 2010, Jul Average, China, CHN
101.0, 2010, Aug Average, China, CHN
72.6, 2010, Sep Average, China, CHN
34.4, 2010, Oct Average, China, CHN
11.5, 2010, Nov Average, China, CHN
15.5, 2010, Dec Average, China, CHN
7.2, 2011, Jan Average, China, CHN
12.2, 2011, Feb Average, China, CHN
17.7, 2011, Mar Average, China, CHN
21.5, 2011, Apr Average, China, CHN
60.7, 2011, May Average, China, CHN
95.3, 2011, Jun Average, China, CHN
97.5, 2011, Jul Average, China, CHN
79.4, 2011, Aug Average, China, CHN
58.6, 2011, Sep Average, China, CHN
33.9, 2011, Oct Average, China, CHN
25.9, 2011, Nov Average, China, CHN
6.7, 2011, Dec Average, China, CHN
15.2, 2012, Jan Average, China, CHN
13.5, 2012, Feb Average, China, CHN
28.3, 2012, Mar Average, China, CHN
43.4, 2012, Apr Average, China, CHN
60.7, 2012, May Average, China, CHN
98.5, 2012, Jun Average, China, CHN
125.3, 2012, Jul Average, China, CHN
87.8, 2012, Aug Average, China, CHN
68.0, 2012, Sep Average, China, CHN
27.9, 2012, Oct Average, China, CHN
27.1, 2012, Nov Average, China, CHN
16.9, 2012, Dec Average, China, CHN
6.6, 2013, Jan Average, China, CHN
13.1, 2013, Feb Average, China, CHN
24.6, 2013, Mar Average, China, CHN
40.5, 2013, Apr Average, China, CHN
74.7, 2013, May Average, China, CHN
91.5, 2013, Jun Average, China, CHN
123.2, 2013, Jul Average, China, CHN
94.3, 2013, Aug Average, China, CHN
59.7, 2013, Sep Average, China, CHN
28.7, 2013, Oct Average, China, CHN
20.1, 2013, Nov Average, China, CHN
13.6, 2013, Dec Average, China, CHN
4.8, 2014, Jan Average, China, CHN
17.6, 2014, Feb Average, China, CHN
27.9, 2014, Mar Average, China, CHN
36.7, 2014, Apr Average, China, CHN
69.3, 2014, May Average, China, CHN
97.1, 2014, Jun Average, China, CHN
107.6, 2014, Jul Average, China, CHN
93.5, 2014, Aug Average, China, CHN
69.7, 2014, Sep Average, China, CHN
27.3, 2014, Oct Average, China, CHN
21.1, 2014, Nov Average, China, CHN
8.6, 2014, Dec Average, China, CHN
11.5, 2015, Jan Average, China, CHN
14.4, 2015, Feb Average, China, CHN
21.5, 2015, Mar Average, China, CHN
42.5, 2015, Apr Average, China, CHN
69.8, 2015, May Average, China, CHN
99.8, 2015, Jun Average, China, CHN
93.3, 2015, Jul Average, China, CHN
96.5, 2015, Aug Average, China, CHN
66.9, 2015, Sep Average, China, CHN
38.2, 2015, Oct Average, China, CHN
28.3, 2015, Nov Average, China, CHN
18.1, 2015, Dec Average, China, CHN
17.5, 2016, Jan Average, China, CHN
13.0, 2016, Feb Average, China, CHN
21.2, 2016, Mar Average, China, CHN
50.7, 2016, Apr Average, China, CHN
70.4, 2016, May Average, China, CHN
109.9, 2016, Jun Average, China, CHN
122.5, 2016, Jul Average, China, CHN
90.2, 2016, Aug Average, China, CHN
62.9, 2016, Sep Average, China, CHN
47.0, 2016, Oct Average, China, CHN
26.2, 2016, Nov Average, China, CHN
10.6, 2016, Dec Average, China, CHN
10.4, 2017, Jan Average, China, CHN
13.8, 2017, Feb Average, China, CHN
34.3, 2017, Mar Average, China, CHN
44.8, 2017, Apr Average, China, CHN
54.8, 2017, May Average, China, CHN
110.0, 2017, Jun Average, China, CHN
101.8, 2017, Jul Average, China, CHN
115.0, 2017, Aug Average, China, CHN
55.7, 2017, Sep Average, China, CHN
40.9, 2017, Oct Average, China, CHN
13.9, 2017, Nov Average, China, CHN
5.9, 2017, Dec Average, China, CHN
16.7, 2018, Jan Average, China, CHN
8.4, 2018, Feb Average, China, CHN
27.2, 2018, Mar Average, China, CHN
39.0, 2018, Apr Average, China, CHN
64.6, 2018, May Average, China, CHN
89.3, 2018, Jun Average, China, CHN
124.7, 2018, Jul Average, China, CHN
117.2, 2018, Aug Average, China, CHN
64.0, 2018, Sep Average, China, CHN
24.6, 2018, Oct Average, China, CHN
22.9, 2018, Nov Average, China, CHN
14.2, 2018, Dec Average, China, CHN
12.7, 2019, Jan Average, China, CHN
20.1, 2019, Feb Average, China, CHN
28.4, 2019, Mar Average, China, CHN
44.7, 2019, Apr Average, China, CHN
62.2, 2019, May Average, China, CHN
91.6, 2019, Jun Average, China, CHN
114.6, 2019, Jul Average, China, CHN
104.3, 2019, Aug Average, China, CHN
53.0, 2019, Sep Average, China, CHN
31.2, 2019, Oct Average, China, CHN
14.0, 2019, Nov Average, China, CHN
11.0, 2019, Dec Average, China, CHN
17.2, 2020, Jan Average, China, CHN
17.7, 2020, Feb Average, China, CHN
28.8, 2020, Mar Average, China, CHN
33.5, 2020, Apr Average, China, CHN
64.5, 2020, May Average, China, CHN
105.5, 2020, Jun Average, China, CHN
112.5, 2020, Jul Average, China, CHN
108.7, 2020, Aug Average, China, CHN
74.9, 2020, Sep Average, China, CHN
30.1, 2020, Oct Average, China, CHN
16.6, 2020, Nov Average, China, CHN
5.6, 2020, Dec Average, China, CHN
