month,rainfall_mm,year,country,iso3,season
Jan,306.0,1971,Indonesia,IDN,winter
Feb,249.3,1971,Indonesia,IDN,winter
Mar,259.3,1971,Indonesia,IDN,spring
Apr,210.0,1971,Indonesia,IDN,spring
May,239.0,1971,Indonesia,IDN,spring
Jun,227.6,1971,Indonesia,IDN,summer
Jul,168.9,1971,Indonesia,IDN,summer
Aug,238.7,1971,Indonesia,IDN,summer
Sep,249.9,1971,Indonesia,IDN,autumn
Oct,264.5,1971,Indonesia,IDN,autumn
Nov,281.4,1971,Indonesia,IDN,autumn
Dec,292.6,1971,Indonesia,IDN,winter
Jan,235.4,1972,Indonesia,IDN,winter
Feb,236.4,1972,Indonesia,IDN,winter
Mar,270.9,1972,Indonesia,IDN,spring
Apr,268.8,1972,Indonesia,IDN,spring
May,228.7,1972,Indonesia,IDN,spring
Jun,137.8,1972,Indonesia,IDN,summer
Jul,92.0,1972,Indonesia,IDN,summer
Aug,119.3,1972,Indonesia,IDN,summer
Sep,118.6,1972,Indonesia,IDN,autumn
Oct,130.9,1972,Indonesia,IDN,autumn
Nov,196.7,1972,Indonesia,IDN,autumn
Dec,272.9,1972,Indonesia,IDN,winter
Jan,262.8,1973,Indonesia,IDN,winter
Feb,222.3,1973,Indonesia,IDN,winter
Mar,322.0,1973,Indonesia,IDN,spring
Apr,335.5,1973,Indonesia,IDN,spring
May,302.4,1973,Indonesia,IDN,spring
Jun,226.0,1973,Indonesia,IDN,summer
Jul,168.8,1973,Indonesia,IDN,summer
Aug,223.6,1973,Indonesia,IDN,summer
Sep,292.7,1973,Indonesia,IDN,autumn
Oct,233.6,1973,Indonesia,IDN,autumn
Nov,258.0,1973,Indonesia,IDN,autumn
Dec,324.2,1973,Indonesia,IDN,winter
Jan,189.5,1974,Indonesia,IDN,winter
Feb,286.6,1974,Indonesia,IDN,winter
Mar,235.6,1974,Indonesia,IDN,spring
Apr,277.4,1974,Indonesia,IDN,spring
May,221.6,1974,Indonesia,IDN,spring
Jun,187.2,1974,Indonesia,IDN,summer
Jul,205.4,1974,Indonesia,IDN,summer
Aug,157.8,1974,Indonesia,IDN,summer
Sep,274.1,1974,Indonesia,IDN,autumn
Oct,236.0,1974,Indonesia,IDN,autumn
Nov,277.4,1974,Indonesia,IDN,autumn
Dec,262.1,1974,Indonesia,IDN,winter
Jan,256.4,1975,Indonesia,IDN,winter
Feb,266.5,1975,Indonesia,IDN,winter
Mar,285.8,1975,Indonesia,IDN,spring
Apr,281.8,1975,Indonesia,IDN,spring
May,256.6,1975,Indonesia,IDN,spring
Jun,195.8,1975,Indonesia,IDN,summer
Jul,219.6,1975,Indonesia,IDN,summer
Aug,211.4,1975,Indonesia,IDN,summer
Sep,253.3,1975,Indonesia,IDN,autumn
