month,rainfall_mm,year,country,iso3,season
Mar,27.7,2009,China,CHN,spring
Apr,41.3,2009,China,CHN,spring
May,56.0,2009,China,CHN,spring
Jun,87.2,2009,China,CHN,summer
Jul,104.1,2009,China,CHN,summer
Aug,90.0,2009,China,CHN,summer
Sep,50.2,2009,China,CHN,autumn
Oct,21.2,2009,China,CHN,autumn
Nov,21.9,2009,China,CHN,autumn
Dec,11.8,2009,China,CHN,winter
Jan,12.3,2010,China,CHN,winter
Feb,17.0,2010,China,CHN,winter
Mar,29.5,2010,China,CHN,spring
Apr,49.0,2010,China,CHN,spring
May,72.6,2010,China,CHN,spring
Jun,86.3,2010,China,CHN,summer
Jul,108.1,2010,China,CHN,summer
Aug,101.0,2010,China,CHN,summer
Sep,72.6,2010,China,CHN,autumn
Oct,34.4,2010,China,CHN,autumn
Nov,11.5,2010,China,CHN,autumn
Dec,15.5,2010,China,CHN,winter
Jan,7.2,2011,China,CHN,winter
Feb,12.2,2011,China,CHN,winter
Mar,17.7,2011,China,CHN,spring
Apr,21.5,2011,China,CHN,spring
May,60.7,2011,China,CHN,spring
Jun,95.3,2011,China,CHN,summer
Jul,97.5,2011,China,CHN,summer
Aug,79.4,2011,China,CHN,summer
Sep,58.6,2011,China,CHN,autumn
Oct,33.9,2011,China,CHN,autumn
Nov,25.9,2011,China,CHN,autumn
Dec,6.7,2011,China,CHN,winter
Jan,15.2,2012,China,CHN,winter
Feb,13.5,2012,China,CHN,winter
Mar,28.3,2012,China,CHN,spring
Apr,43.4,2012,China,CHN,spring
May,60.7,2012,China,CHN,spring
Jun,98.5,2012,China,CHN,summer
Jul,125.3,2012,China,CHN,summer
Aug,87.8,2012,China,CHN,summer
Sep,68.0,2012,China,CHN,autumn
Oct,27.9,2012,China,CHN,autumn
Nov,27.1,2012,China,CHN,autumn
Dec,16.9,2012,China,CHN,winter
Jan,6.6,2013,China,CHN,winter
Feb,13.1,2013,China,CHN,winter
Mar,24.6,2013,China,CHN,spring
Apr,40.5,2013,China,CHN,spring
May,74.7,2013,China,CHN,spring
Jun,91.5,2013,China,CHN,summer
Jul,123.2,2013,China,CHN,summer
Aug,94.3,2013,China,CHN,summer
Sep,59.7,2013,China,CHN,autumn
Oct,28.7,2013,China,CHN,autumn
Nov,20.1,2013,China,CHN,autumn
Dec,13.6,2013,China,CHN,winter
Jan,4.8,2014,China,CHN,winter
Feb,17.6,2014,China,CHN,winter
Mar,27.9,2014,China,CHN,spring
Apr,36.7,2014,China,CHN,spring
May,69.3,2014,China,CHN,spring
Jun,97.1,2014,China,CHN,summer
Jul,107.6,2014,China,CHN,summer
Aug,93.5,2014,China,CHN,summer
Sep,69.7,2014,China,CHN,autumn
Oct,27.3,2014,China,CHN,autumn
Nov,21.1,2014,China,CHN,autumn
Dec,8.6,2014,China,CHN,winter
Jan,11.5,2015,China,CHN,winter
Feb,14.4,2015,China,CHN,winter
Mar,21.5,2015,China,CHN,spring
Apr,42.5,2015,China,CHN,spring
May,69.8,2015,China,CHN,spring
Jun,99.8,2015,China,CHN,summer
Jul,93.3,2015,China,CHN,summer
Aug,96.5,2015,China,CHN,summer
Sep,66.9,2015,China,CHN,autumn
Oct,38.2,2015,China,CHN,autumn
Nov,28.3,2015,China,CHN,autumn
Dec,18.1,2015,China,CHN,winter
Jan,17.5,2016,China,CHN,winter
Feb,13.0,2016,China,CHN,winter
Mar,21.2,2016,China,CHN,spring
Apr,50.7,2016,China,CHN,spring
May,70.4,2016,China,CHN,spring
Jun,109.9,2016,China,CHN,summer
Jul,122.5,2016,China,CHN,summer
Aug,90.2,2016,China,CHN,summer
Sep,62.9,2016,China,CHN,autumn
Oct,47.0,2016,China,CHN,autumn
Nov,26.2,2016,China,CHN,autumn
Dec,10.6,2016,China,CHN,winter
Jan,10.4,2017,China,CHN,winter
Feb,13.8,2017,China,CHN,winter
Mar,34.3,2017,China,CHN,spring
Apr,44.8,2017,China,CHN,spring
May,54.8,2017,China,CHN,spring
Jun,110.0,2017,China,CHN,summer
Jul,101.8,2017,China,CHN,summer
Aug,115.0,2017,China,CHN,summer
Sep,55.7,2017,China,CHN,autumn
Oct,40.9,2017,China,CHN,autumn
