month,rainfall_mm,year,country,iso3,season
Jul,71.3,2001,United Kingdom,GBR,summer
Aug,111.5,2001,United Kingdom,GBR,summer
Sep,99.6,2001,United Kingdom,GBR,autumn
Oct,162.0,2001,United Kingdom,GBR,autumn
Nov,85.0,2001,United Kingdom,GBR,autumn
Dec,76.2,2001,United Kingdom,GBR,winter
Jan,125.2,2002,United Kingdom,GBR,winter
Feb,163.3,2002,United Kingdom,GBR,winter
Mar,75.3,2002,United Kingdom,GBR,spring
Apr,67.4,2002,United Kingdom,GBR,spring
May,97.1,2002,United Kingdom,GBR,spring
Jun,93.1,2002,United Kingdom,GBR,summer
Jul,121.0,2002,United Kingdom,GBR,summer
Aug,89.6,2002,United Kingdom,GBR,summer
Sep,46.7,2002,United Kingdom,GBR,autumn
Oct,193.3,2002,United Kingdom,GBR,autumn
Nov,197.0,2002,United Kingdom,GBR,autumn
Dec,135.4,2002,United Kingdom,GBR,winter
Jan,112.8,2003,United Kingdom,GBR,winter
Feb,49.4,2003,United Kingdom,GBR,winter
Mar,56.0,2003,United Kingdom,GBR,spring
Apr,52.3,2003,United Kingdom,GBR,spring
May,96.6,2003,United Kingdom,GBR,spring
Jun,70.9,2003,United Kingdom,GBR,summer
Jul,79.7,2003,United Kingdom,GBR,summer
Aug,28.6,2003,United Kingdom,GBR,summer
Sep,66.0,2003,United Kingdom,GBR,autumn
Oct,80.5,2003,United Kingdom,GBR,autumn
Nov,126.6,2003,United Kingdom,GBR,autumn
Dec,123.3,2003,United Kingdom,GBR,winter
Jan,152.5,2004,United Kingdom,GBR,winter
Feb,64.0,2004,United Kingdom,GBR,winter
Mar,69.0,2004,United Kingdom,GBR,spring
Apr,95.2,2004,United Kingdom,GBR,spring
May,45.9,2004,United Kingdom,GBR,spring
Jun,84.5,2004,United Kingdom,GBR,summer
Jul,71.9,2004,United Kingdom,GBR,summer
Aug,158.5,2004,United Kingdom,GBR,summer
Sep,97.1,2004,United Kingdom,GBR,autumn
Oct,192.7,2004,United Kingdom,GBR,autumn
Nov,76.5,2004,United Kingdom,GBR,autumn
Dec,94.3,2004,United Kingdom,GBR,winter
Jan,107.8,2005,United Kingdom,GBR,winter
Feb,75.5,2005,United Kingdom,GBR,winter
Mar,76.9,2005,United Kingdom,GBR,spring
Apr,96.1,2005,United Kingdom,GBR,spring
May,76.4,2005,United Kingdom,GBR,spring
Jun,70.9,2005,United Kingdom,GBR,summer
Jul,72.4,2005,United Kingdom,GBR,summer
Aug,80.8,2005,United Kingdom,GBR,summer
Sep,86.6,2005,United Kingdom,GBR,autumn
Oct,163.9,2005,United Kingdom,GBR,autumn
Nov,106.1,2005,United Kingdom,GBR,autumn
Dec,97.4,2005,United Kingdom,GBR,winter
Jan,50.5,2006,United Kingdom,GBR,winter
Feb,69.6,2006,United Kingdom,GBR,winter
