month,rainfall_mm,year,country,iso3,season
Jan,38.9,1988,Australia,AUS,summer
Feb,50.8,1988,Australia,AUS,summer
Mar,60.1,1988,Australia,AUS,autumn
Apr,44.4,1988,Australia,AUS,autumn
May,42.8,1988,Australia,AUS,autumn
Jun,21.4,1988,Australia,AUS,winter
Jul,31.8,1988,Australia,AUS,winter
Aug,22.8,1988,Australia,AUS,winter
Sep,18.2,1988,Australia,AUS,spring
Oct,10.0,1988,Australia,AUS,spring
Nov,37.8,1988,Australia,AUS,spring
Dec,94.8,1988,Australia,AUS,summer
Jan,42.6,1989,Australia,AUS,summer
Feb,44.8,1989,Australia,AUS,summer
Mar,96.1,1989,Australia,AUS,autumn
Apr,61.3,1989,Australia,AUS,autumn
May,47.1,1989,Australia,AUS,autumn
Jun,35.9,1989,Australia,AUS,winter
Jul,23.8,1989,Australia,AUS,winter
Aug,12.6,1989,Australia,AUS,winter
Sep,7.2,1989,Australia,AUS,spring
Oct,21.6,1989,Australia,AUS,spring
Nov,42.1,1989,Australia,AUS,spring
Dec,41.1,1989,Australia,AUS,summer
Jan,69.8,1990,Australia,AUS,summer
Feb,42.4,1990,Australia,AUS,summer
Mar,60.2,1990,Australia,AUS,autumn
Apr,55.4,1990,Australia,AUS,autumn
May,46.8,1990,Australia,AUS,autumn
Jun,22.5,1990,Australia,AUS,winter
Jul,25.0,1990,Australia,AUS,winter
Aug,21.4,1990,Australia,AUS,winter
Sep,12.7,1990,Australia,AUS,spring
Oct,16.8,1990,Australia,AUS,spring
Nov,13.7,1990,Australia,AUS,spring
Dec,46.0,1990,Australia,AUS,summer
Jan,127.4,1991,Australia,AUS,summer
Feb,118.3,1991,Australia,AUS,summer
Mar,18.7,1991,Australia,AUS,autumn
Apr,15.4,1991,Australia,AUS,autumn
May,17.5,1991,Australia,AUS,autumn
Jun,35.5,1991,Australia,AUS,winter
Jul,25.6,1991,Australia,AUS,winter
Aug,13.2,1991,Australia,AUS,winter
Sep,11.9,1991,Australia,AUS,spring
Oct,8.4,1991,Australia,AUS,spring
Nov,31.0,1991,Australia,AUS,spring
Dec,43.0,1991,Australia,AUS,summer
Jan,42.5,1992,Australia,AUS,summer
Feb,85.4,1992,Australia,AUS,summer
Mar,36.9,1992,Australia,AUS,autumn
Apr,37.1,1992,Australia,AUS,autumn
May,39.2,1992,Australia,AUS,autumn
Jun,22.4,1992,Australia,AUS,winter
Jul,11.7,1992,Australia,AUS,winter
Aug,30.7,1992,Australia,AUS,winter
