year,min,25%,50%,75%,max,country,iso3,tipo
1960,11.3,16.88,51.0,70.2,86.8,Turkey,TUR,pr
1961,5.5,25.48,46.4,54.68,93.4,Turkey,TUR,pr
1962,6.4,19.38,42.5,52.82,141.0,Turkey,TUR,pr
1963,9.3,30.38,59.3,85.8,114.4,Turkey,TUR,pr
1964,7.5,19.87,39.15,69.6,88.0,Turkey,TUR,pr
1965,6.9,22.93,53.7,68.0,106.0,Turkey,TUR,pr
1966,14.1,18.75,35.95,63.6,133.3,Turkey,TUR,pr
1967,10.2,28.63,63.6,76.78,90.0,Turkey,TUR,pr
1968,5.6,39.5,46.7,75.9,133.0,Turkey,TUR,pr
1969,5.0,28.58,45.15,78.9,109.7,Turkey,TUR,pr
1970,12.6,19.2,45.5,58.22,84.6,Turkey,TUR,pr
1971,12.1,29.22,47.4,67.43,83.3,Turkey,TUR,pr
1972,12.2,27.0,38.65,63.8,79.4,Turkey,TUR,pr
1973,5.7,29.22,39.4,55.32,65.2,Turkey,TUR,pr
1974,8.4,23.52,46.45,54.22,86.4,Turkey,TUR,pr
1975,8.5,26.48,53.45,73.68,77.8,Turkey,TUR,pr
1976,15.1,30.83,47.15,78.2,89.0,Turkey,TUR,pr
1977,7.4,27.55,36.25,53.85,85.8,Turkey,TUR,pr
1978,4.9,23.25,47.55,76.6,107.6,Turkey,TUR,pr
1979,10.3,33.95,51.0,67.22,102.0,Turkey,TUR,pr
1980,5.9,19.6,55.15,72.7,88.5,Turkey,TUR,pr
1981,10.6,28.1,52.1,71.22,120.5,Turkey,TUR,pr
1982,9.5,28.75,38.1,57.7,85.6,Turkey,TUR,pr
1983,14.4,39.0,47.0,61.98,106.8,Turkey,TUR,pr
1984,2.1,18.58,37.65,63.85,90.4,Turkey,TUR,pr
1985,6.6,19.48,49.0,63.4,85.9,Turkey,TUR,pr
1986,6.4,19.65,41.05,72.93,79.2,Turkey,TUR,pr
1987,3.4,30.72,53.4,74.03,117.8,Turkey,TUR,pr
1988,11.8,40.35,63.65,72.8,100.1,Turkey,TUR,pr
1989,8.7,14.82,24.4,48.08,106.0,Turkey,TUR,pr
1990,9.3,24.15,33.55,51.3,77.9,Turkey,TUR,pr
1991,7.8,26.17,49.2,63.42,109.1,Turkey,TUR,pr
1992,8.4,26.95,41.45,61.85,88.1,Turkey,TUR,pr
1993,5.9,15.05,42.45,56.32,98.2,Turkey,TUR,pr
1994,8.5,20.82,47.75,65.68,96.1,Turkey,TUR,pr
1995,11.6,30.3,37.5,71.7,87.5,Turkey,TUR,pr
1996,8.5,22.78,50.0,67.4,108.7,Turkey,TUR,pr
1997,15.2,35.08,43.15,68.45,99.9,Turkey,TUR,pr
1998,4.3,25.5,57.45,71.28,100.6,Turkey,TUR,pr
1999,19.3,30.25,39.3,47.62,76.1,Turkey,TUR,pr
2000,8.9,29.05,45.6,62.1,84.2,Turkey,TUR,pr
2001,11.8,14.92,37.6,70.18,138.3,Turkey,TUR,pr
2002,25.3,31.4,41.8,57.65,96.9,Turkey,TUR,pr
2003,7.6,25.25,53.8,67.28,100.6,Turkey,TUR,pr
2004,7.8,19.92,36.8,57.92,107.0,Turkey,TUR,pr
2005,10.9,35.85,49.5,64.25,75.0,Turkey,TUR,pr
2006,7.0,27.35,51.0,64.97,82.1,Turkey,TUR,pr
2007,6.8,28.22,43.05,56.0,91.6,Turkey,TUR,pr
2008,8.3,32.78,40.3,44.95,55.0,Turkey,TUR,pr
2009,6.8,34.35,53.7,83.1,99.2,Turkey,TUR,pr
2010,6.9,17.35,56.4,82.48,102.1,Turkey,TUR,pr
2011,11.4,29.17,52.6,61.12,102.6,Turkey,TUR,pr
2012,10.9,25.45,51.1,80.5,124.6,Turkey,TUR,pr
2013,8.3,24.02,43.55,53.72,87.0,Turkey,TUR,pr
2014,14.7,41.55,54.9,64.45,77.6,Turkey,TUR,pr
2015,6.0,28.7,57.05,77.45,91.2,Turkey,TUR,pr
2016,16.3,29.82,45.85,71.12,111.0,Turkey,TUR,pr
2017,8.1,17.8,50.65,62.77,71.9,Turkey,TUR,pr
2018,13.7,20.2,54.65,77.12,126.8,Turkey,TUR,pr
2019,14.4,23.85,44.95,61.75,99.8,Turkey,TUR,pr
2020,10.9,21.57,47.05,64.45,75.0,Turkey,TUR,pr
